"","V1"
"1",""
"2"," Vielen Dank."
"3"," — Als Nächster redet für die Fraktion der AfD der Abgeordnete Ulrich Oehme."
"4"," Ulrich Oehme:"
"5","Herr Präsident! Sehr geehrte Damen und Herren Abgeordnete! Wie Sie wissen:"
"6"," Ich bin Sachse, Erzgebirgler und Chemnitzer, das heißt einer jener Menschen, die nach Ihrer Meinung aus Dunkeldeutschland kommen und auf deren Rücken die Bundesregierung versucht, von ihrer eigenen Unfähigkeit und falschen Politik abzulenken."
"7"," Was geschah wirklich in Chemnitz? An dem Wochenende des Stadtfestes von Chemnitz wurden am frühen Sonntagmorgen des 25."
"8"," August drei junge Deutsche mit Messern schwer verletzt, niedergestochen."
"9"," Einer, Daniel Hillig, verstarb noch am Tatort."
"10"," Trotz dieser blutigen Tat wurde am Sonntagvormittag das Stadtfest weitergeführt."
"11"," Menschen mit Gewissen und Moral konnten nicht verstehen, wie nach so einer Tat ein Fest fortgesetzt wurde, als wäre nichts geschehen."
"12","Dies war der offensichtliche Anlass für die Spontandemonstration, Ulrich Oehmedie nach Beendigung des Stadtfestes stattfand."
"13"," Dieser Demonstration schlossen sich Besucher des Stadtfestes und Familien mit Kindern an; ich selbst war dabei."
"14"," Während wir marschiert sind, wurden wir permanent von abseits Stehenden provoziert."
"15"," Genau da entstand das Video „Hase, du bleibst hier“, welches von der Bundesregierung und Kanzlerin Merkel als Beweis von Hetzjagden benutzt wurde, ohne sich über dessen Entstehung und dessen Verbreitung über das Portal „Antifa Zeckenbiss“ zu informieren."
"16"," Übrigens brauchte unsere Anfrage — damit es auch die Zuhörer draußen hören — sechs Monate zur Beantwortung."
"17"," Deswegen sind wir heute hier."
"18"," Die spannende Frage ist nun:"
"19"," Warum wurde diesem Fake-Video von der Bundeskanzlerin eine solche Bedeutung beigemessen, obwohl die Chemnitzer Polizei, die Staatsanwaltschaft Sachsen, die regionale „Freie Presse“ und später auch der geschasste Verfassungsschutzpräsident Maaßen bestätigten, dass es keine Hetzjagden in Chemnitz gegeben hatte? Dieses Video war perfekt geeignet, um vom eigenen Versagen in der Flüchtlingspolitik abzulenken."
"20"," Die Bundeskanzlerin und ihr Pressesprecher Seibert nahmen billigend in Kauf das ist der eigentliche Skandal -, dass die Chemnitzer Bevölkerung, Sachsen, aber auch die gesamte Republik nachhaltig in ihrem internationalen Ansehen beschädigt wurden."
"21"," In den sozialen Netzwerken der arabischen Community wurde aufgrund der Art und Weise, wie die Berichterstattung stattgefunden hat, zu Hass und Deutschenfeindlichkeit aufgerufen."
"22","Interessant sind in diesem Zusammenhang die verwendeten Termini."
"23"," Ich möchte hier gern zwei Quellen zitieren, mit Erlaubnis des Präsidenten."
"24"," Die erste Quelle:"
"25"," Im Bereich der Zentralhaltestelle rotteten sie sich zusammen, störten das Volksfest und legten den öffentlichen Verkehr lahm."
"26"," — Die zweite:"
"27"," „Solche Zusammenrottungen, Hetzjagden auf Menschen“."
"28"," — Fällt Ihnen bei diesem Duktus etwas auf? Beide Aussagen wurden von Staatsorganen über die Bürger von Chemnitz getroffen."
"29"," Beide wurden von Regierungen getroffen, die um ihren Machterhalt fürchten."
"30"," Die erste über die Bürger der DDR am 9."
"31"," Oktober 1989, und die zweite vom Regierungssprecher Seibert auf der Pressekonferenz am 27."
"32"," August 2018."
"33","Lassen Sie sich sagen:"
"34"," Die Menschen in Chemnitz, in Sachsen und auch im Rest des Landes haben Sie durchschaut."
"35"," Ihre tollen Reden zur Einheit der Nation sind einfach heuchlerisch."
"36"," Sie stellen sich hierhin und verurteilen dieselben Menschen, die Sie gestern für ihr mutiges Einstehen und ihre Friedliche Revolution vor 30 Jahren rühmten."
"37"," Daran sieht man, dass es Ihnen nicht mehr um das Wohl dieses Landes und seiner Bevölkerung, sondern ausschließlich um Ihr politisches Überleben geht."
"38"," Aus den Ereignissen um den Mord von Daniel Hillig, der Handlung der Bundesregierung und vor allem der fehlenden Empathie für die Bürger kann es nur eine Schlussfolgerung geben:"
"39"," Frau Dr.
 Merkel, bitte, bitte bewahren Sie unser Land und unser Volk vor weiterem Schaden, und treten Sie zurück! Vizepräsident Thomas "
