"","V1"
"1",""
"2"," Für Bündnis 90/Grüne hat das Wort der Kollege Kai Gehring."
"3"," Kai Gehring:"
"4","Herr Präsident! Liebe Kolleginnen und Kollegen! Wir wollen Chancen für alle, Wahlfreiheit und breite Zugän Kai Gehringge zum Studium."
"5"," Deshalb ist es so dringend erforderlich, die Grundfinanzierung unserer Hochschulen zu stärken."
"6"," Wir reden heute über eine kleine, ja minimalistische Änderung am Hochschulrahmengesetz, die wir zügig vollziehen sollten."
"7"," Es wird gestrichen der $ 32 zur Vergabe von Studienplätzen in zulassungsbeschränkten Studiengängen."
"8"," Wir erfüllen als Gesetzgeber damit einen Auftrag des Bundesverfassungsgerichts, das insbesondere die Wartezeitquote i im Bereich H dizin moniert hat."
"9"," Es ist deshalb ein wichtiger Schritt, das zu tun."
"10","Ich sage auch sehr klar:"
"11"," Das ist wirklich ein gelungenes Beispiel für die Bund-Länder-Zusammenarbeit."
"12"," Das ist in so stürmischen Zeiten wie momentan sehr wichtig."
"13"," Gemeinsam, zügig und handlungsfähig haben Bund und Länder hier was vorgelegt."
"14"," Manche hier im Haus hatten das Hochschulrahmengesetz längst vergessen, weil es 2005 durch eine Große Koalition quasi entkernt worden ist, weil die Länder ein Abweichungsrecht bekommen haben."
"15"," Der Bund kann aber bei Zulassungen und Abschlüssen noch handeln."
"16"," — Bitte? — Wollen Sie mir eine Zwischenfrage stellen? Vizepräsident Dr.
 Hans-Peter "
