"","V1"
"1",""
"2"," Jetzt erteile ich das Wort der Kollegin Nicola Beer, P."
"3"," Nicola Beer:"
"4","Herr Präsident! Sehr geehrte Kolleginnen und Kollegen! Diese Woche war wieder einmal bezeichnend für Europa."
"5"," Zunächst fand am Dienstag der EU-China-Gipfel statt, dessen Bedeutung nicht oft genug betont werden kann."
"6"," Unser Verhältnis zu China ist eine der wichtigsten Fragen für die Europäische Union:"
"7"," Werden wir als EU weiterhin Innovationsmotor, dynamischer Wirtschaftsstandort sein? Werden wir auch in Zukunft noch Standards setzen und mit entscheiden? Wie gehen wir mit schwierigen Partnern um, die unter Menschenrechten, Rechtsstaat, Demokratie nicht dasselbe verstehen wie wir? Werden wir als Europäer es schaffen, hier mit einer starken, einer gemeinsamen Stimme zu sprechen?In der Nacht von Mittwoch auf Donnerstag bewegte erneut ein hektischer Sondergipfel die Gemüter:"
"8"," wieder Brexit, wieder Selbstbeschäftigung der Europäer statt Debatte über die Zukunftsfragen."
"9"," Dabei gibt es viele drängende Fragen, die weiter ohne Antwort sind."
"10"," Wir haben noch immer kein europäisches Asylsystem und keine gemeinsame Migrationspolitik."
"11"," Wir haben noch immer keinen funktionierenden Grenzschutz in Europa, und noch immer ertrinken Menschen im Mittelmeer."
"12"," Wir haben noch immer keinen reformierten Europäischen Währungsfonds, keine Mehrheitsentscheidungen in der Außen- und Sicherheitspolitik, keinen gestärkten Rechtsstaatsmechanismus."
"13","Der Brexit hat uns in den letzten Monaten in Atem gehalten; aber, liebe Kolleginnen und Kollegen, die strukturellen Ursachen für den Stillstand liegen tiefer."
"14"," Europa ist auch deswegen gelähmt, weil die Regierung des größten und einflussreichsten Mitgliedstaates, weil die Große Koalition hier in Berlin, jeden Versuch, den Kontinent mit innovativen Ideen voranzutreiben, im Keim erstickt."
"15"," Sie verweigert sich systematisch einer Debatte über die Zukunft der EU."
"16"," Wenn die Menschen dann einmal zu einem europäischen Thema, wie den Uploadfiltern, auf die Straße gehen, dann bezeichnet die CDU sie als „gekauft“, als „Bots“, und die SPD versucht, mit ihrer Spitzenkandidatin Katarina Barley das Kunststück, in Brüssel dafür und in Berlin dagegen zu sein."
"17"," Liebe Freunde, Menschen ernst zu nehmen, geht anders."
"18"," Liebe Frau Kollegin Barley, diese Scheinheiligkeit fördert Politikverdrossenheit und treibt den Populisten Wähler in die Arme."
"19","Populismus und Desinformation haben auch bei der Brexit-Abstimmung eine Rolle gespielt."
"20"," Deswegen betone ich immer wieder, dass wir die Entscheidung der Briten natürlich respektieren, dass unsere Tür aber offen bleibt, wenn sie es sich anders überlegen."
"21"," Ein zweites Referendum liegt nahe."
"22"," Eine Frage mit der Tragweite, wie der Brexit sie hat, mit wenigen Stimmen Unterschied zu entscheiden — wobei die Nordiren mit großer Mehrheit und die Schotten sogar mit Zweidrittelmehrheit für den Verbleib gestimmt haben -, das zerreißt Wahlvolk und Politik, wie wir gerade in Großbritannien sehen."
"23"," Besser wäre es, wie in der Schweiz nicht nur die Mehrheit der Stimmen, sondern auch die Mehrheit der Kantone zu haben."
"24","Gegen den Populismus betone ich immer wieder, dass wir die Europäische Union so grundlegend reformieren müssen, dass keiner mehr gehen will."
"25"," Ein Weiter-so, wie Sie es praktizieren, das hilft beim Bewahren der Union nicht."
"26"," Die nun von Kanzlerin Merkel verhandelte erneute Verschiebung kann niemanden zufriedenstellen."
"27"," Damit kaufen wir nur Zeit."
"28"," Damit werden wir nur eine weitere Hängepartie für Bürgerinnen und Bürger, für die Wirtschaft haben, ohne dass der harte Brexit garantiert ausgeschlossen wäre."
"29"," Nicola BeerIch finde es auf jeden Fall gut, dass Präsident Macron darauf gepocht hat, dass es nur eine kurze Verlängerung und dass es vor allem eine Überprüfung der Fortschritte gibt."
"30","Umso dringlicher müssen jetzt Regierung und Opposition in Großbritannien eine Mehrheit für etwas schaffen."
"31"," Für ein Abkommen, für eine Zollunion und auch für ein erneutes Referendum wäre jetzt genügend Zeit — diesmal ein Referendum, bei dem alle Beteiligten wissen, worüber sie entscheiden."
"32"," Wir als EU-27 dürfen nicht zulassen, dass uns der Brexit-Virus infiziert."
"33"," Die Europawahl muss sauber und unter Berücksichtigung aller Unionsbürger, auch der Briten in Deutschland, ablaufen, und die Bundesregierung ist aufgefordert, genau das sicherzustellen."
"34"," Letztlich muss die Bundesregierung endlich ihre Vorbereitung für einen ungeordneten Brexit vorantreiben."
"35"," Wir hätten heute das zweite verschobene Austrittsdatum gehabt."
"36"," Es kann doch nicht sein, dass die Bundesregierung jetzt eingestehen muss, bis Ende des Jahres gerade einmal 70 von 900 neugeschaffenen Stellen aufgrund des Brexits beim Zoll besetzt zu haben."
"37"," Das ist ein Wirtschaftsrisiko in unserem Land."
"38"," Das ist inakzeptabel."
"39"," Nutzen wir, sehr geehrte Kolleginnen und Kollegen, die verbliebene Zeit, um unser Verhältnis zu Großbritannien für die Zukunft zu klären, und vor allem nutzen wir die Zeit nach der Europawahl, um die Europäische Union grundlegend zu reformieren; denn nur so werden wir die Chancen Europas gemeinsam nutzen können."
"40"," Präsident Dr.
 Wolfgang "
