"","V1"
"1",""
"2","Der letzte Redner in der Aktuellen Stunde ist der Kollege Alexander Throm, CDU/CSU-Fraktion."
"3"," Alexander Throm:"
"4","Sehr geehrter Herr Präsident! Werte Kolleginnen und Kollegen! Was können wir am Ende dieser Aktuellen Stunde festhalten? Die CDU veranstaltet ein Werkstattgespräch, Alexander Thromdie AfD beantragt eine Aktuelle Stunde, und von links bis rechts schreien alle auf."
"5"," Das heißt, wir haben als Union etwas richtig gemacht, liebe Kolleginnen und Kollegen."
"6"," Zur FDP."
"7"," Frau Kollegin Teuteberg, es ist schon recht, wenn Sie hier versuchen, Kritik zu üben."
"8"," — Keine Sorge, warten Sie es ab."
"9"," Immer an der richtigen Stelle."
"10"," — Die Kollegin Teuteberg hat versucht, Kritik zu tiben."
"11"," Nur, wenn Sie Kritik daran tiben, dass es schwierig ist, mit den Grünen im Bundesrat die Einstufung von Landern als sichere Herkunftsländer zu beschließen, dann ist das Problem, dass auch Sie — zumindest in zwei Ländern — mit den Grünen in Koalitionen stehen und Sie es auch nicht durchsetzen können."
"12"," Das heißt, Sie sollten, wenn Sie im Glashaus sitzen, nicht mit Steinen werfen."
"13"," Es wurde gesagt, dass wir die Lehren aus 2015 gezogen haben."
"14"," Es wurde viel erreicht; aber das Thema „steuerung, Begrenzung der Migration“ ist eine Dauerbaustelle."
"15"," Deswegen auch die Bezeichnung „Werkstattgespräch“."
"16"," Es ist wichtig und gut, dass wir uns heute, im Jahr 2019, nach dem Start einer neuen Parteivorsitzenden, intensiv darüber unterhalten, Bilanz ziehen und Ausblick geben, wie wir die Situation in der Zukunft noch verbessern wollen."
"17"," Denn wir stellen fest:"
"18"," In der Praxis ist das eine oder andere Werkzeug, das wir haben, stumpf oder stumpf geworden."
"19"," Deswegen haben wir die Werkzeuge nachgeschliffen und teilweise unseren Werkzeugkasten aufgefüllt."
"20","Die Kollegen der SPD - jetzt kommt die Erwiderung — haben heute nur eines gezeigt:"
"21","aber Sie haben Ihr Thema verfehlt, liebe Kollegen."
"22"," Ihr Werkzeugkasten zur Steuerung der Migration ist offensichtlich leer."
"23"," Insofern kann ich nur allen Parteien — auch Ihnen und insbesondere den Grünen — empfehlen, sich einmal mit den Praktikern zusammenzusetzen."
"24"," Ich war dabei."
"25"," Das war hochinteressant."
"26"," Sie sollten eben nicht nur diejenigen einladen, Frau Kollegin Polat, die Ihnen SMS schicken, sondern auch diejenigen, die Ihnen nicht nach dem Munde reden, diejenigen, die vielleicht mal eine andere Sicht der Dinge für Sie bringen."
"27"," Dann ist das auch eine gewinnbringende Angelegenheit."
"28"," Meine sehr verehrten Damen und Herren, liebe Kolleginnen und Kollegen, ich will auf ein Kernproblem hinweisen."
"29"," Die Mehrheit derjenigen, die zu uns kommen und Schutz suchen, ist am Ende der Tage nicht schutzberechtigt."
"30"," 2017 wurden 60 Prozent, 2018 wurden 65 Prozent der Flüchtlinge nicht anerkannt."
"31"," Diese Mehrheit der Flüchtlinge müsste wieder ausreisen — das sagen selbst die Grünen -, sie tun es nur nicht."
"32"," Wir haben heute 235 000 abgelehnte ausreisepflichtige Asylbewerber in Deutschland."
"33"," 170 000 davon haben eine Duldung."
"34"," Die Duldung selbst ändert normalerweise nichts an der Ausreisepflicht."
"35"," Sie bedeutet nur, dass die Zwangsmaßnahme zeitweise ausgesetzt ist."
"36"," Eigentlich sollte diese Duldung der Ausnahmefall sein, laut unserem Gesetz."
"37"," Tatsächlich ist sie zum Regelfall geworden."
"38"," Unser Ziel als Union ist, dieses Regel-Ausnahme-Verhältnis wieder richtig herzustellen."
"39"," Wer rechtskräftig abgelehnt wurde, muss Deutschland in der Regel auch wieder verlassen."
"40","Liebe Frau Kollegin Polat, Sie und auch Ihre Parteivorsitzende Baerbock, die in diesem Jahr immer propagiert, dass wir den Rechtsstaat durchsetzen müssen, sind herzlich aufgefordert, an dieser Durchsetzung des Rechtsstaates auch mitzuarbeiten."
"41"," Denn das, was wir heute erleben — das wurde von Praktikern so bezeichnet -, ist ein Abschiebedebakel."
"42"," Die meisten eingeleiteten Abschiebungen enden im Versuch, sie scheitern."
"43"," Das führt zu Frust bei allen aktiven Beteiligten."
"44"," Sprechen Sie auch einmal mit den Bundespolizistinnen und Bundespolizisten, mit den Mitarbeiterinnen und Mitarbeitern in den Ausländerbehörden."
"45"," Deshalb müssen wir hier aktiv werden, und das werden wir tun."
"46","Alexander ThromWenn gefragt wurde, insbesondere liebe Kollegen der SPD, welche Konsequenz das Werkstattgespräch hat — das ist Thema dieses Tagesordnungspunkts —, dann ist es die, dass wir auch mit unseren neuen Werkzeugen, mit den Vorschlagen, auf die wir uns konzentriert und festgelegt haben, das Gespräch mit Ihnen suchen und Ihnen auch die Möglichkeit geben, Ihren Werkzeugkasten ein bisschen aufzufüllen."
"47"," Wir werden dies in allernächster Zeit tun, indem wir das zweite Gesetz zur besseren Durchsetzung der Ausreisepflicht einbringen werden und mit Ihnen gemeinsam eine vernünftige Gesetzgebung hier im Bundestag machen."
"48"," Ich freue mich auf die Abstimmung mit Ihnen, Herr Kollege Hartmann."
"49","Herzlichen Dank."
"50","Vizepräsident Dr.
 Hans-Peter "
