"","V1"
"1",""
"2"," Nächster Redner ist der Kollege Maik Beermann, CDU/CSU."
"3"," Maik Beermann:"
"4","Sehr geehrter Herr Präsident! Liebe Kolleginnen und Kollegen! Meine sehr verehrten Damen und Herren! Was habe ich im Vorfeld nicht alles über dieses Gesetz gehört:"
"5"," es sei kleinlich, viel zu wenig, und der Titel „Starke-Bürokratie-Gesetz“ sei viel treffender."
"6"," Ja, ich sage Ihnen ganz ehrlich, dass auch ich ein kleines Problem mit dem Titel ,,Starke-Familien-Gesetz“, wie von der Familienministerin vorgestellt, habe."
"7"," Aber, liebe Kolleginnen und Kollegen, entscheidend ist nicht die Verpackung, entscheidend sind doch die Inhalte."
"8"," Wir sollten uns viel stärker über die Inhalte unterhalten."
"9"," Wenn man die Debatte verfolgt, stellt man fest, dass es Oppositionsfraktionen gibt, die konkrete Vorschläge machen, die sie der Bundesregierung und den Koalitionsfraktionen mit auf den Weg geben, um den vorliegenden Gesetzentwurf zu verbessern."
"10"," Es gibt aber auch eine Fraktion im Deutschen Bundestag, die das SPD-Familienministerium als „Verdachtsfall für Mogelpackungen“ tituliert."
"11"," — „Verdachtsfall“ hat er gesagt."
"12"," — Liebe Kolleginnen und Kollegen, wenn man feststellt, dass keinerlei Vorschläge kommen, sondern nur Kritik geübt wird, dann fallen mir nach den Reden von Herrn Reichardt und Frau Höchst eigentlich nur zwei Dinge ein:"
"13"," erstens, ein Verdachtsfall an Absurdität, und zweitens, Helau und Alaaf."
"14"," Inhaltlich Kritik zu üben, ist natürlich das gute Recht der Opposition, aber bessere Lösungen, als die Gelder ausschließlich nach dem Gießkannenprinzip zu verteilen, habe ich von Ihnen nicht vernommen."
"15","Wo wir gerade beim Thema Geld sind:"
"16"," Wir als Union wollen Armut bekämpfen und nicht verstetigen."
"17"," Doch dazu bedarf es eben nicht immer nur Geld für Familien."
"18"," Vielmehr kämpfen wir dafür, dass Eltern arbeiten gehen können."
"19"," Aus unserer Sicht ist das ein sehr wichtiger Aspekt."
"20"," Die Berufstätigkeit ist nicht nur ein Ausweg aus Armut, sondern aus unserer Sicht noch viel mehr — und dasMaik Beermannist für mich das Wichtigste —, nämlich eine Vorbildfunktion für die Kinder."
"21"," Das kann ein leistungsunabhängiges Bezuschussen niemals leisten."
"22"," Deshalb optimieren wir den Kinderzuschlag so, dass, wer zusätzliches Einkommen verdient, künftig mehr davon behält."
"23"," Es ist gut, dass wir an dieser Stelle nachbessern, die Instrumente weiterentwickeln und dafür sorgen, dass möglichst alle Antragsberechtigten den Kinderzuschlag und das Bildungs- und Teilhabepaket kennen und in Anspruch nehmen."
"24"," Lassen Sie uns nicht über eine Steigerung von 30 auf 35 Prozent diskutieren! Vielmehr muss doch das Ziel sein — das hat die Ministerin in ihrer Rede auch gesagt -:"
"25"," Wir wollen, dass möglichst alle Berechtigten von diesen Leistungen profitieren."
"26"," Das, liebe Kolleginnen und Kollegen, ist der Ansporn dieser Koalition."
"27","Für einkommensschwache Haushalte und mit Blick auf die Vermeidung von Arbeitslosengeld-II-Bedürftigkeit ist eine ergänzende, bedarfsabhängige Leistung zum Kindergeld sinnvoll."
"28"," Die einzelnen Punkte haben Nadine Schön und Marcus Weinberg und auch andere Kolleginnen und Kollegen aus der Regierungskoalition bereits erwähnt."
"29"," Deshalb will ich nur einige Punkte kurz erwähnen."
"30","Worin wir uns meines Erachtens alle einig sind, ist der Fokus auf die Entbürokratisierung und die Transparenz der Leistungen."
"31"," Das ist in meinen Augen von elementarer Bedeutung."
"32"," Wir lüften hier kräftig durch und schieben bürokratische Hemmschwellen beiseite."
"33"," Ich nenne exemplarisch den Wegfall des Eigenanteils beim Mittagessen sowie bei der Schülerbeförderung oder den Fakt, dass der Kinderzuschlag künftig tatsächlich sechs Monate gewährt wird."
"34"," Auch der Wegfall des gesonderten Antrages für Klassenausflüge und die Leistungen für soziale Teilhabe werden die Familien deutlich entlasten."
"35"," Präsident Dr.
 Wolfgang "
