"","V1"
"1",""
"2"," Herr Kollege, ich habe Ihnen gerade das Wort entzogen."
"3","Als Nächster hat das Wort der Kollege Lothar Binding, SPD-Fraktion."
"4","Lothar Binding:"
"5","Herr Prasident! Sehr verehrte Damen und Herren! Liebe Kolleginnen und Kollegen! Ein Wort zur Entscheidung nach Gutsherrenart."
"6"," Die Hoheit tiber das Budget ist nicht Entscheidung nach Gutsherrenart; das ist unsere Verantwortung."
"7"," Es ist unsere Pflicht, jedes Jahr zu entscheiden, was wir tun werden."
"8"," Wir nehmen Steuern ein, wir geben Steuergelder aus, und zwar immer von den Bürgern für die Bürger."
"9"," Wir sind also doch lediglich der Organisator dieses Systems."
"10"," Dahinter steht Verantwortung und nicht Handeln nach Gutsherrenart."
"11"," Ein Mythos ist eine Erzählung, erhebt aber üblicherweise Anspruch auf Geltung für die von ihm verbreitete Wahrheit."
"12"," Das ist ein super System."
"13"," Wer sich mal über Steuermythen informieren möchte, der findet unter „steuermythen."
"14","de“ von Cansel Kiziltepe unter Punkt 15 etwas zur kalten Progression."
"15"," Da kann man sehr viel lernen."
"16","Ich habe heute gelernt, dass sich Leistung und Fleiß wieder lohnen müssen."
"17"," Da ist mir eingefallen, wie das so funktioniert:"
"18"," Ein Hedgefondsmanager verdient, wenn er Pech hat, 2 bis 3 Millionen Euro, ansonsten 3 bis 6 Millionen Euro."
"19"," Ich weiß nicht, ob jemand von Ihnen auf der Zuschauertribüne in dieser Kategorie verdient; dann müsste ich mich neu sortieren."
"20"," Auf der anderen Seite steht eine Mutter, die vielleicht einen alzheimerkranken Vater pflegen muss, die morgens die Kinder in die Schule oder in den Kindergarten bringen muss — sie hat damit vielleicht ein Riesenproblem — und die zwischendrin arbeiten gehen muss, meistens eine Putzstelle."
"21"," Sie kommt abends kommt total fertig nach Hause und muss dann noch die Hausaufgabenbetreuung übernehmen."
"22"," Leistung muss sich wieder lohnen."
"23"," Das ist der Hintergrund, warum wir sagen:"
"24"," Wir brauchen das Gute-Kita-Gesetz, das Starke-Familien-Gesetz; denn man muss genau hinsehen und überlegen, wo man ansetzt."
"25"," Diesen Menschen können wir steuerlich gar nicht helfen, weil sie gar keine Steuern bezahlen."
"26"," Das gehört zur Ehrlichkeit dazu."
"27"," Deshalb Vorsicht:"
"28"," Wer sagt, er wolle durch Steuersenkung den Armen helfen, der will sie hinter die Fichte führen."
"29"," Das ist völlig klar."
"30","Manchmal lügen Zahlen, aber manchmal sagen sie auch die Wahrheit."
"31"," Kann mir jemand sagen, ob wir die Steuern seit 1991 erhöht oder gesenkt haben? Die Antwort ist:"
"32"," Wir haben die Steuern genau zweimal erhöht, einmal durch den Soli — darum geht es ja neuerdings wieder — und zum Zweiten durch die Reichensteuer — was ganz Dramatisches:"
"33"," ab 250 000 Euro Einkommen 3 Prozentpunkte mehr Steuern."
"34"," Wir haben die Steuern zweimalLothar Bindinglächerlich angehoben, aber die Sätze dramatisch gesenkt."
"35"," Man muss aber natürlich auch auf die Bemessungsgrundlage schauen — da hat Herr Gutting recht -, die diesen Sätzen zugrunde liegt."
"36","Machen wir es mal etwas konkreter."
"37"," Wenn jemand 20 000 Euro pro Jahr verdient, hat er einen Steuersatz nach der Splittingtabelle von 16 Prozent, muss aber im Durchschnitt 1 Prozent Steuern bezahlen."
"38"," Jemand, der 40 000 Euro verdient, hat einen Steuersatz von 26 Prozent; der Durchschnittssteuersatz beträgt aber nur 12 Prozent."
"39"," Jemand, der ein Einkommen von 1 Millionen Euro hat — das ist relativ viel —, muss 45 Prozent bezahlen; der Durchschnittssteuersatz liegt bei 42 Prozent."
"40","Jetzt fragen wir mal nicht, was die Menschen bezahlen, sondern was ihnen bleibt."
"41"," Dem, der 20 000 Euro verdient, bleiben 19 700 Euro."
"42"," Die Steuerlast beträgt 300 Euro, also relativ wenig; das mag er hinnehmen."
"43"," Bei 40 000 bleiben ihm 34 900 Euro."
"44"," Ich mache einen Schritt nach vorne:"
"45"," Bei einem Einkommen von 1 Millionen Euro bleiben dem Steuerzahler heute 560 000 Euro übrig."
"46","Wenn jemand 560 000 Euro übrig hat und meint, andere müssten mit 10 000, 12 000, 14 000 Euro zurechtkommen, dem sage ich, er ist mit einem super Steuersatz bedient.
 Vizepräsident Wolfgang "
