"","V1"
"1",""
"2","Nächster Redner ist der Kollege Marcus Weinberg, CDU/CSU."
"3"," Marcus Weinberg:"
"4","Vielen Dank."
"5"," — Herr Präsident! Liebe Kolleginnen und Kollegen! Ich möchte gerne etwas zur Begrifflichkeit des Gesetzes sagen."
"6"," Herr Bartsch, ich würde gerne viel sagen zur Abwandlung des Sozialstaates, zum Thema Kindergrundsicherung."
"7"," Aber wir machen Gesetze für Menschen in diesem Land."
"8"," Deswegen würde ich mal darauf schauen, wie sich durch dieses Gesetz die Situation vieler Familien in schwierigen Lagen ändert."
"9"," Das tut es."
"10"," Es ist ein Milliardengesetz."
"11"," Die Alleinerziehende in Dortmund oder Hamburg fragt sich nicht, in welche Richtung sich der Sozialstaat in den letzten sieben Jahren entwickelt hat."
"12"," Sie fragt sich:"
"13"," Was habe ich am Abend für meine Familie in der Tasche? Wenn man sich das Gesetz anschaut, kommt man sehr schnell dazu, zu sagen:"
"14"," Das verbessert die Lebenssituation."
"15","Nehmen wir eine Alleinerziehende mit einem Kind."
"16"," Sie verdient 1 300 Euro brutto in Teilzeit."
"17"," Jetzt, im Februar 2019, hat sie inklusive aller Leistungen 1 584 Euro zur Verfügung."
"18","Präsident Dr.
 Wolfgang "
