"","V1"
"1",""
"2"," Nächster Redner in der Debatte ist für die Fraktion der SPD der Abgeordnete Sören Bartol."
"3"," Sören Bartol:"
"4","Herr Präsident! Meine lieben Kolleginnen und Kollegen! Herr Bernhard, wenn man Ihre Rede gehört hat, fragt man sich einfach, was in Ihrem Leben schiefgelaufen ist."
"5"," Mehr ist dazu nicht zu sagen."
"6"," Als ich 2002 zum ersten Mal in den Deutschen Bundestag gewählt wurde, gab es viele wichtige Themen, über die die Menschen in diesem Land geredet haben, die sie beschäftigt haben."
"7"," Aber über eines hat man damals nicht geredet:"
"8"," über zu teure Wohnungen."
"9"," Selbst in Großstädten wohnten auch Studierende in großzügigen Altbauwohnungen, oft zu Schnäppchenpreisen."
"10"," Heute ist das anders."
"11"," Überall, auf Elternabenden, Geburtstagen, werden Horrorstorys von überlaufenen Wohnungsbesichtigungen ausgetauscht, von Familien, die seit Monaten eine größere Wohnung suchen und keine finden."
"12"," Ich sage einmal:"
"13"," Die Statistik bestätigt die gelebte Realität vieler Menschen in unserem Land."
"14"," Der Bericht der Bundesregierung, über den wir heute reden, konstatiert nüchtern:"
"15","Im Berichtszeitraum hat sich die seit 2012 zu beobachtende angespannte Lage auf den Wohnungsmärkten in einer Reihe von Städten und Regionen verschärft."
"16","Besonders Unistädte wie Marburg oder Heidelberg können ein Lied davon singen."
"17"," Zu Semesterbeginn sind temporäre Notquartiere keine Seltenheit mehr."
"18"," Wenn man sich fragt, wie es dazu kommen konnte, kann man der Politik sowohl im Bund als auch in den Ländern berechtigterweise vorwerfen, geschlafen zu haben."
"19","Es reicht aber nicht, die Fehler der Vergangenheit nur zu analysieren."
"20"," Deshalb arbeiten wir in dieser Regierung auch mit Hochdruck daran, die Lage für die Menschen auf dem Wohnungsmarkt zu verbessern."
"21"," Ein gutes Beispiel dafür ist das Tempo, mit dem wir auf demSören BartolWohnungsgipfel beschlossene Maßnahmen umsetzen."
"22"," Der Wohngipfel fand im September letzten Jahres statt."
"23"," Insgesamt sind dort über 30 Maßnahmen für investive Impulse, für den Wohnungsbau, die Sicherung der Bezahlbarkeit des Wohnens und die Senkung der Baukosten sowie zur Fachkräftesicherung beschlossen worden."
"24"," In meiner Rede, die ich hier im Plenum zu den Ergebnissen des Wohngipfels gehalten habe, habe ich diese Beschlüsse begrüßt, aber auch eine zügige Umsetzung angemahnt."
"25"," Umso mehr freut es mich, dass wir wirklich Fortschritte verzeichnen können."
"26"," Das Mietrechtsanpassungsgesetz, das die Mietpreisbremse wirksamer macht und den Umlagesatz nach Mod g auf 8 Prozent senkt, ist seit Anfang dieses Jahres in Kraft."
"27","Damit ist beim Mietrecht noch nicht Schluss."
"28"," Wir werden das Mietrecht weiter reformieren, unter anderem, indem wir den Betrachtungszeitraum bei der ortsüblichen Vergleichsmiete von vier auf sechs Jahre verlängern."
"29"," Ebenfalls extrem wichtig für mehr bezahlbare Wohnungen ist eine aktive und nachhaltige Bodenpolitik."
"30"," Diesbezüglich habe ich sehr hohe Erwartungen an die Expertenkommission „Nachhaltige Baulandmobilisierung und Bodenpolitik“, die im Sommer 2019 konkrete Vorschläge zur nachhaltigen Mobilisierung von Bauland vorlegen wird."
"31","Auch bei der Bundesanstalt für Immobilienaufgaben hat ein Richtungswechsel stattgefunden."
"32"," Mit der Verabschiedung des Haushaltsgesetzes 2018 kann sie den Kommunen ihre entbehrlichen Liegenschaften zum Zwecke des sozialen Wohnungsbaus mit erheblichen Vergünstigungen zur Verfügung stellen."
"33","Auf dem Wohngipfel wurde auch beschlossen, dass das Verbot der Umwandlung von Miet- in Eigentumswohnungen wirksamer gestaltet werden muss; denn die Entmietung durch Umwandlung ist ein massives Problem in unseren Städten."
"34"," Das muss jetzt zügig in ein Gesetzgebungsverfahren eingebracht werden."
"35"," Aber das sind nur erste Schritte."
"36"," Hohe Mieten, Wohnungsmangel und Spekulationen werden wir damit allein kein Ende setzen können."
"37"," Hier muss noch mehr passieren."
"38","Die gute Nachricht ist, dass wir bereits sehr gute und sehr konkrete Vorschläge für eine nachhaltige Trendwende in der Wohnungspolitik haben."
"39"," Andrea Nahles hat zusammen mit Thorsten Schäfer-Gümbel im vergangenen Jahr einen Zwölf-Punkte-Plan für die Mietenwende vorgelegt."
