"","V1"
"1",""
"2"," Herr Kollege Weinberg, mögen Sie antworten?Marcus Weinberg:"
"3","Das mache ich gern und kurz."
"4"," — Herr Müller, ich finde es immer schade, dass Sie von Ihrer Fraktion keine Redezeit bekommen; denn Sie sind ja für den familienpolitischen Bereich von hoher Bedeutung."
"5"," Ich habe Beispiele genannt, und diese Beispiele sind Normalbeispiele."
"6"," Sie werden viele Beispiele dafür finden, dass die Veränderungen nicht so wirken, wie man es sich wünscht."
"7"," Aber machen wir es dann mal abstrakt:"
"8"," Mit diesem Programm wird 1 Milliarde Euro zusätzlich für die Familien ausgegeben, die in finanziell schwierigen Situationen sind."
"9"," Das ist eine gute Leistung."
"10"," Deswegen sage ich noch einmal:"
"11"," Dieses Gesetz wirkt gut, weil es zielgenau ist und Dinge vereinfacht."
"12","Im Familienausschuss können wir gerne über viele Beispiele diskutieren."
"13"," Unterm Strich wird es so sein, dass sehr viele Familien in diesem Land sehr stark davon profitieren werden."
"14"," Das ist ein gutes Ergebnis."
"15"," Präsident Dr.
 Wolfgang "
