"","V1"
"1",""
"2"," Herr Kollege Dr."
"3"," Michelbach, ich gehe davon aus, Sie wollen antworten."
"4","Dr."
"5"," h."
"6"," c."
"7"," Hans Michelbach:"
"8"," Herr Glaser, Sie betreiben Wortklauberei."
"9"," Natürlich ist es eine Steuerentlastung, wenn jemand diese Steuern nicht zahlen muss."
"10"," Es ist klar, dass es durch die kalte Progression zu einer höheren Steuerbelastung käme."
"11"," Ich darf sagen:"
"12"," Natürlich hat derjenige, der weniger Steuern zahlt, den Eindruck, dass er steuerlich entlastet wird."
"13"," Wir haben ja die Situation, dass wir durch das Familienentlastungsgesetz in den Jahren bis 2022 eine Entlastung von 35 Milliarden Euro haben."
"14"," Darin ist die Rechtsverschiebung des Tarifes berücksichtigt."
"15"," Deswegen ist insgesamt von einer Steuerentlastung für die Bürgerinnen und Bürger zu sprechen, und das sollten Sie zur Kenntnis nehmen.
 Vizepräsident Wolfgang "
