"","V1"
"1",""
"2"," Nein, keine Zwischenfrage."
"3","Thomas Lutze:"
"4","Nächstes Thema."
"5"," In einem zugegebenermaßen weitreichenden Forderungskatalog soll die öffentliche Verwaltung digitalisiert werden."
"6"," Die Blockchain-Technologie, also das Ausschalten von bisherigen Mitteldienstleistern, ist ein neuer technischer Trend."
"7"," Das kann ein gutes Vorhaben sein, aber es hängt davon ab, wie es im Detail umgesetzt wird."
"8"," Wichtig ist, dass alle Datenschutzaspekte und die technische Implementierung unter die Lupe genommen werden."
"9"," Das Ziel ist weniger Verwaltungsaufwand, mehr Sicherheit und vor allem Vertrauen für alle Beteiligten, weil niemand die sogenannte Blockchain-Technologie manipulieren können soll."
"10","Es reicht daher nicht, liebe Kolleginnen und Kollegen der FDP, mit technischen Begriffen wie „Blockchain“ einen modernen Anschein erwecken zu wollen."
"11"," Alle Beteiligten müssen diese komplexen Vorgänge verstehen können."
"12"," Nur so entsteht Vertrauen, und nur so entsteht die Bereitschaft, solche Technologien zu verwenden."
"13"," Nächstes Thema."
"14"," In der Verwaltung sollen bestimmte Vorgänge automatisiert werden."
"15"," Wir sagen:"
"16"," Maschinelles Lernen, wie Sie es anregen, sollte aber nur dann eingesetzt werden, wenn die Vorgänge nachvollziehbar, transparent und damit auch kontrollier- und handhabbar sind."
"17"," Algorithmen, also digitale Programme, können nur eine informierte Unterstützung für Verwaltungsmitarbeitende sein, wenn sie verstehen, wie die Ergebnisse und Vorschläge des Algorithmus zustande kommen."
"18"," Ansonsten laufen wir Gefahr, mit intransparenten Vorgängen konfrontiert zu werden."
"19"," Das, liebe Kolleginnen und Kollegen, widerspricht der Idee einer demokratischen Verwaltung."
"20"," Nächster Punkt."
"21"," eGovernment und die damit verbundene Möglichkeit von Open Data kann ein großartiger Gewinn für die Gesellschaft sein."
"22"," Allerdings muss bei einer vollständigen Digitalisierung der Verwaltung beachtet werden, dass es immer Menschen geben wird, die keinen Internetzugang haben."
"23"," Und manche wollen vielleicht gar nicht online sein, oder ihnen fehlt die notwendige Kompetenz, um von zu Hause aus ihre Verwaltungsangelegenheiten regeln zu können."
"24"," Aus unserer Sicht muss der Staat für diese Bürgerinnen und Bürger in den Rathäusern Ansprechpartnerinnen und Ansprechpartner bereitstellen, die sämtliche Verwaltungsakte digital in die Wege leiten können."
"25"," Wie so etwas aussehen kann, macht zum Beispiel Estland vor, das mit einem solchen Modell sehr gute Erfahrungen macht und es damit zu einer 99-prozentigen digitalen Verwaltung geschafft hat."
"26","Last, but not least."
"27"," Unsere Verantwortung, meine Damen und Herren, ist es, eine digitale Spaltung der Gesellschaft nicht weiter zu vertiefen."
"28"," Deshalb sind wir gut beraten, diese Aspekte im Ausschuss ergebnisoffen zu diskutieren und nach Möglichkeit dazu auch Expertinnen und Experten einzuladen."
"29","Vielen Dank und ein herzliches Glückauf!Präsident Dr.
 Wolfgang "
