"","V1"
"1",""
"2"," Michael Kuffer, CDU/CSU, ist der nächste Redner."
"3"," Michael Kuffer:"
"4"," Herr Präsident! Kolleginnen und Kollegen! Im Jahr 2016 mussten die Feuerwehren in Deutschland rundMichael Kuffer3 800 000-mal zu Einsätzen ausrücken."
"5"," Mittlerweile sind es rund 4 Millionen Einsätze, die die Feuerwehren jedes Jahr in Deutschland zu bewältigen haben."
"6","Etwa ein Drittel der Einsätze werden von den freiwilligen Feuerwehren im ganzen Land geleistet."
"7"," Ich glaube, dass ich mir an der Stelle anmaßen kann, für das gesamte Haus zu sprechen, wenn ich einfach einmal ein herzliches Vergelt’s Gott — vielen Dank - für diese Leistung, für diese Arbeit an 24 Stunden am Tag, 7 Tagen die Woche und 365 Tagen im Jahr sage."
"8"," Und zwar — das will ich an dieser Stelle hinzufügen - ist es ein Dankeschön an die Helferinnen und Helfer, an die Feuerwehrleute, aber auch an die Familien, die die Belastungen, die mit solchen Ehrenämtern verbunden sind, mittragen."
"9","Deshalb haben wir als Bundesgesetzgeber, der wir für die Tätigkeit der Feuerwehren im Rahmen des Zivilschutzes verantwortlich sind, unsere Unterstützung in dieser Legislaturperiode gerne noch einmal erheblich ausgebaut."
"10"," So haben wir etwa im Bereich des erweiterten Katastrophenschutzes durch ein Sofortprogramm 100 Millionen Euro on top für die Beschaffung von Fahrzeugen bei der freiwilligen Feuerwehr bereitgestellt."
"11"," Herr Kollege Strasser, Sie kennen die Auslieferungshistorie."
"12"," Sie haben verschwiegen, dass es Zertifizierungsprobleme gegeben hat, für die wir als Gesetzgeber nun mal nichts können."
"13"," Dass das Problem der Fahrzeuge mittlerweile gelöst, dass sie ausgeliefert werden, haben Sie leider verschwiegen."
"14"," Wir verbessern mit diesen Mitteln ganz konkret die Ausstattungssituation der Feuerwehren vor Ort."
"15"," Ich füge hinzu:"
"16"," Das ist auch ein wichtiger Beitrag für die Motivation der Helferinnen und Helfer und für die Nachwuchsgewinnung."
"17","Ich denke, es gibt wenige Bereiche, in denen sich die Unterstützung des Bundes so sehr auszahlt wie im Bevölkerungsschutz und insbesondere im Bereich der Feuerwehren."
"18"," Aber die eigentlichen Leistungen der Feuerwehren lassen sich nicht materiell ausdrücken."
"19"," Das Herausragende, liebe Kolleginnen und Kollegen, am Feuerwehrdienst ist nämlich die enorme persönliche Leistungs- und Opferbereitschaft, die die Feuerwehrleute jeden Tag an den Tag legen."
"20","Diese Männer und mittlerweile auch Frauen sind in ihrer alltäglichen Arbeit in diesem Ehrenamt mit Situationen konfrontiert, die sich die allermeisten Menschen nicht einmal vorstellen können."
"21"," Sie müssen auf der einen Seite mit Gefahren umgehen, die eigene Gefährdung manchmal auch die Lebensgefahr —- in Kauf nehmen, um auf der anderen Seite Leben retten zu können."
"22"," Sie müssen vieles können, vieles lernen und das Gelernte immer wieder üben - alles davon in der Freizeit."
"23"," Sie müssen ein ganz hohes Maß an Verantwortung tragen."
"24"," Wenn Sie einmal Kräfte, die Ihnen anvertraut worden sind, unter zum Teil extremsten Bedingungen in einen Gefahren- oder Schadensraum haben hineinführen, wieder herausführen und gesund nach Hause bringen müssen, dann wissen Sie, was ich meine."
"25"," Mit alledem sind die Feuerwehrleute nicht nur Leistungsträger, sondern auch Vorbilder:"
"26"," für Mut, für Verantwortung, für Leistungs- und Opferbereitschaft, für Hilfsbereitschaft, für Kameradschaft."
"27"," All diese tollen Menschen tragen nicht nur das Abzeichen ihrer Wehr am Arm, sie tragen vor allem auch das Herz am richtigen Fleck, liebe Kolleginnen und Kollegen."
"28"," Ein letztes Wort zu Ihnen, liebe Kollegen von der FDP."
"29"," Diese Menschen sind vor allem Macher."
"30"," Mit Geschwurbel können die nur relativ wenig anfangen."
"31"," Deshalb muss ich Ihnen sagen:"
"32"," Mit so einem lieblosen Antrag, wie Sie ihn vorgelegt haben, können wir das Problem hier nicht lösen."
"33"," Sie ergehen sich in Allgemeinplätzen wie die „Zukunft der Feuerwehren modern und attraktiv gestalten“, die Ausstattung verbessern."
"34"," Das wird dann noch allgemeiner:"
"35"," Vorkehrungen treffen, Strategien entwickeln."
"36"," — Ihr Antrag enthält keinen einzigen konkreten Vorschlag."
"37"," Sie könnten einen machen, und darüber könnten wir diskutieren."
"38"," Sie könnten auch mal dafür sorgen, dass Ihre Reihen ordentlich besetzt sind, wenn Sie einen eigenen Antrag einbringen."
"39"," Von uns ist der Fraktionsvorsitzende da; es ist 17 Uhr."
"40"," Bei Ihnen ist gerade noch eine Handvoll Abgeordnete da."
"41","Ich glaube, dass Sie die tollen Leute bei der Feuerwehr draußen beleidigen, die es ganz konkret brauchen würden, —Präsident Dr.
 Wolfgang "
