"","V1"
"1",""
"2"," Sabine Poschmann, SPD, hat als Nächste das Wort."
"3"," Sabine Poschmann:"
"4","Sehr geehrter Herr Präsident! Liebe Kolleginnen und Kollegen! Liebe Besucher auf der Tribüne und — Sie mögen es mir verzeihen — liebe Freunde aus meiner Heimatstadt Dortmund! Über das Handwerk wird breit diskutiert."
"5"," Die Medien sind voll mit Berichten über gut laufende Geschäfte, aber eben auch über fehlende Fachkräfte und lange Wartezeiten für Verbraucher."
"6"," Hier im Bundestag — wir haben es gerade schon gehört — hatten wir erst im Dezember letzten Jahres eine Plenardebatte und am Mittwoch dieser Woche eine Anhörung zum Meisterbrief."
"7"," Ich finde, diese Aufmerksamkeit haben die mehr als 5,5 Millionen Menschen, die bundesweit im Handwerk arbeiten, auch verdient."
"8","Die Diskussionen der vergangenen Wochen und Monate haben zweierlei gezeigt."
"9","Erstens."
"10"," Bei der Rückkehr des Meisterbriefs — das richtet sich vor allem an die AfD — stehen wir kurz vor der Zielgeraden."
"11"," Wie im Koalitionsvertrag vereinbart, haben wir genauestens geprüft, welchen Weg wir dafür gehen müssen."
"12"," Die Rückkehr zur Meisterpflicht in einigen Gewerken muss EU- und verfassungskonform ausgestaltet sein."
"13"," Die Koalitionsarbeitsgruppe hatte dazu mehrere Gespräche:"
"14"," mit den Handwerkern, mit den Gewerkschaften, mit der Wissenschaft."
"15"," Vor drei Wochen gab es die zweitägige Anhörung im Wirtschaftsministerium."
"16"," Alle betroffenen Gewerke konnten ihre Gründe darlegen, warum sie sich für oder gegen die Wiedereinführung aussprechen."
"17","In den Sommerferien wird der Gesetzentwurf erarbeitet, im Herbst wollen wir das Verfahren abschließen."
"18"," So viel lässt sich jetzt schon sagen:"
"19"," Die bereits bestehenden und zulassungsfreien Betriebe erhalten natürlich Bestandsschutz."
"20"," Sie sehen, meine Damen und Herren von der AfD, Ihr Gesetzentwurf ist überflüssig."
"21","Die zweite Erkenntnis, die wir bei den Gesprächen gewonnen haben:"
"22"," Der Meisterbrief ist längst nicht die einzige Baustelle."
"23"," Es gibt deutlich mehr."
"24"," Ja, wir werden das Meister-BAföG ausbauen, die Gebühren für bestandene Meisterprüfungen erlassen und eine Mindestausbildungsvergütung einführen."
"25"," Das alles soll 2019 kommen."
"26"," Wir setzen damit neue Anreize für eine Meisterausbildung, kurbeln die Zahl der Betriebsgründungen an und sorgen so für mehr Gleichwertigkeit von akademischer und beruflicher Bildung."
"27","Aber all das können nur flankierende Maßnahmen sein."
"28"," Eines der drängendsten Probleme ist der Fachkräftebedarf."
"29"," Und der ist mittel- und langfristig nur zu decken, wenn sich das Handwerk als attraktiver Arbeitgeber mit guten Verdienstmöglichkeiten präsentiert."
"30"," Deshalb müssen wir alles daransetzen, die Tarifbindung im Handwerk wieder zu stärken; denn Tarifverträge stehen für gute Arbeitsbedingungen und gute Löhne."
"31"," Wir brauchen wieder mehr junge Menschen, die in Handwerksberufen eine Perspektive für die Zukunft sehen und die sich nach ihrer Ausbildung nicht in die Industrie oder in andere, besser bezahlte Branchen verabschieden."
"32"," Ich sehe vor allen Dingen die Handwerksverbände und die Innungen in der Pflicht."
"33"," Das soll noch einmal ein Aufruf sein."
"34"," Sie sind die öffentlich-rechtlichen Institutionen, die mit den Gewerkschaften eigentlich Tarifverträge für ihre Mitglieder aushandeln sollen."
"35"," Leider tun sie es immer weniger."
"36"," Da werden wir in Zukunft ansetzen müssen, und wenn es nicht freiwillig geht, müssen wir den Druck erhöhen."
"37","Fachkräftesicherung, Digitalisierung, Stärkung der Tarifbindung — die Themen stapeln sich."
"38"," Daher sollte der Branchendialog im Handwerk vom Wirtschaftsministerium fortgeführt werden — mit verbindlichen Vereinba Sabine Poschmannrungen."
"39"," Placebos und schöne Worte helfen uns an dieser Stelle nicht weiter."
"40","Herzlichen Dank."
"41"," Präsident Dr.
 Wolfgang "
