"","V1"
"1",""
"2","Herzlichen Dank, Frau Kollegin Stumpp."
"3"," — Als nächste Rednerin hat das Wort die Kollegin Dr."
"4"," Dietlind Tiemann, CDU/CSU-Fraktion."
"5"," Dr."
"6"," Dietlind Tiemann:"
"7","Sehr geehrter Herr Präsident! Liebe Kolleginnen und Kollegen! Liebe Frau Bull-Bischoff, liebe Frau Stumpp, ich muss an dieser Stelle etwas vorwegschicken:"
"8"," Wir leben den Föderalismus, und wir dürfen nicht immer ver Dr."
"9"," Dietlind Tiemann suchen, ihn auszuhebeln, wenn es uns vielleicht gerade passt."
"10","In erster Linie sind die Länder für Bildung zuständig."
"11","Die Länder sind auch dafür verantwortlich, dass die Komt sind, damit sie ihre Aufmunen gaben auch wahrnehmen kénnen."
"12"," Darüber hinaus möchte ich Ihnen folgende Gedanken darlegen:"
"13"," Immer mehr Menschen in Deutschland sind leider für populistische Parolen empfänglich."
"14"," Das kann man so im Raum stehen lassen; denn es ist natürlich nicht aus der Luft gegriffen."
"15"," Vielmehr macht das die Shell-Jugendstudie deutlich."
"16"," Die Erhebung, die seit 1953 durchgeführt wird, zeigt, auf welche Weise junge Menschen mit Herausforderungen umgehen, welche Verhaltensweisen, Einstellungen und Mentalitäten sie herausbilden."
"17"," Wir haben hierbei eine gesamtgesellschaftliche Verantwortung; das wird ganz deutlich."
"18","Ich zitiere aus den Kernergebnissen der Shell-Jugendstudie aus dem Jahr 2019:"
"19","In der Shell-Jugendstudie wurden die Jugendlichen auch zu ihrer Position zu bestimmten populistischen Aussagen befragt."
"20","Wir alle hier merken, dass es wichtig ist, sich damit auseinanderzusetzen,dass 39 Prozent der Jugendlichen eher weltoffen orientiert sind, während 33 Prozent eher populistisch orientiert sind."
"21"," 28 Prozent sind nicht eindeutig positioniert."
"22","Das macht zwar deutlich, wo die Sorgen und Probleme liegen, zeigt aber auch, dass sich der überwiegende Teil der Jugendlichen weltoffen orientiert."
"23","Nach wie vor besteht ein starker Zusammenhang zwischen Bildungserfolg und sozialer Herkunft; auch das macht die Studie noch einmal deutlich."
"24"," Genau dort setzen wir an:"
"25"," Wir wollen die politische und zivilgesellschaftliche Bildung in Elternhäusern, Schulen und im Ehrenamt stärken."
"26"," Nur so ermöglichen wir es den Kindern und Jugendlichen, kritisches Denken und Hinterfragen von vermeintlichen Fakten zu erlernen."
"27"," Nur so machen wir sie möglichst immun gegen Verschwörungstheorien."
"28"," Das sollte unsere Aufgabe sein; darauf sollten wir unser Augenmerk richten."
"29","Soziale Herkunft und Lebensort haben allerdings noch immer einen zu großen Einfluss auf den Bildungserfolg."
"30"," Das wird auch gar nicht geleugnet, aber es geht darum, die Verantwortung auch dort zu suchen, wo sie liegt."
"31"," Wir machen mit dem, was wir heute zum Beschluss vorlegen, einmal mehr deutlich, dass es uns als Bund darum geht, den Föderalismus zu leben, aber an einigen Stellen auch Verantwortung zu übernehmen, indem wir sagen:"
"32"," Ja, wir gehen Hand in Hand gemeinsam mit den Ländern."
"33"," Das, was wir Ihnen heute zum Beschluss vorlegen, soll sich an der Realität orientieren."
"34"," Wir haben die Unterstützung für begabte Kinder und Jugendliche auf den Weg gebracht."
"35"," Jetzt ist es unsere Aufgabe, den Kindern und Jugendlichen zu helfen, die insbesondere in den Schulen ihre Bildung erfahren, in denen wir Nachholbedarf sehen."
"36"," Leider arbeiten dort an verschiedenen Stellen noch immer Quer- und Seiteneinsteiger, die nicht unbedingt die entsprechende Qualifikation haben."
"37"," Auch darauf muss ein Augenmerk gelegt werden, aber bitte schön von den Ländern."
"38","Das föderale System mit seiner Initiative „Schule macht stark“ soll Abhilfe schaffen."
"39"," Der Bund bringt sich über einen Zeitraum von zehn Jahren mit insgesamt 125 Millionen Euro ein, um dieses gemeinsame Aufgabengebiet zu bewältigen."
"40"," Es ist ein nachhaltiges Programm; denn es ist doch ganz bemerkenswert, wie viel Geld hier über zehn Jahre in die Hand genommen wird, und zwar zugunsten der Bildung und zugunsten der Länder, um dort Unterstützung zu leisten."
"41"," Das heißt aber auch, dass die Länder das Geld auch im Bewusstsein ihrer Verantwortung verwenden müssen."
"42","Wir schließen an vorhandene Programme an, die in den 16 Bundesländern bereits existieren."
"43"," Wir wollen helfen, den manchmal hier und da vorhandenen Flickenteppich in der Bildungspolitik damit ein bisschen einheitlicher zu gestalten."
"44","Liebe Frau Völlers von der SPD, herzlichen Dank für unsere tolle Zusammenarbeit."
"45"," Ich glaube, wir freuen uns alle über den baldigen Start und über die Auswahl der 200 Schulen für die Modellphase."
"46"," Kein Kind und kein Jugendlicher darf aufgrund seiner oder ihrer Herkunft, des Wohnortes oder sozialer Rahmenbedingungen strukturell benachteiligt werden."
"47"," Wir handeln und beschließen heute „Schule macht stark“."
"48","Herzlichen Dank.
 Vizepräsident Wolfgang "
