"","V1"
"1",""
"2"," Vielen Dank."
"3"," — Nächste Rednerin in der Debatte ist die Kollegin Gülistan Yüksel für die Fraktion der SPD."
"4"," Gülistan Yüksel:"
"5","Sehr geehrter Herr Präsident! Sehr geehrte Damen und Herren auf den Tribünen und vor den Bildschirmen! Liebe Kolleginnen und Kollegen! Sie haben die Zahlen gehört."
"6"," Immer mehr Menschen reisen."
"7"," Sie erleben nicht nur neue Kulturen und Landschaften, sondern unterstützen auch die regionale Wirtschaft und Infrastruktur."
"8"," So fördert Tourismus die Völkerverständigung und die ökonomische Entwicklung."
"9"," Aber so viele positive Aspekte das Reisen auch hat, es trägt zur hten Klimaschädigung bei."
"10"," Wir alle, die wir reisen, sei es beruflich oder privat, sind somit Teil des Problems."
"11","Gülistan YükselMit einem ganz ähnlichen Eingeständnis begann der Klimaexperte Hans Joachim Schellnhuber seine Rede aufdem Tourismusgipfel des Bundesverbandes der Deutschen Tourismuswirtschaft."
"12"," Der Gründer des PotsdamInstituts für Klimafolgenforschung war eingeladen, um der Branche ihre doppelte Herausforderung aufzuzeigen:"
"13"," Tourismus lebt von seinen Reisenden und ist angewiesen auf eine intakte Natur, zerstört aber als ein Treiber des Klimawandels ebendiese."
"14","Die nationale Tourismusstrategie wird diese doppelte und globale H g natürlich nicht alleine lösen können."
"15"," Hier bedarf es auf nationaler und internationaler Ebene Anstrengungen von beiden Seiten, der Regierungen, aber auch der Branche und jedes Einzelnen; denn nur wenn alle an einem Strang ziehen, können wir unsere Erde für künftige Generationen erhalten."
"16"," Eine Herausforderung ist, mit neuen Technologien und Standards dem Klimawandel entgegenzuwirken."
"17"," Mit dem Klimapaket leisten wir bereits jetzt einen wichtigen Beitrag."
"18"," Förderung von umweltfreundlichen Initiativen, Entwicklung von CO,-armen Technologien sowie gesetzliche Anreize für Investitionen im Bereich Nachhaltigkeit werden uns in allen Lebensbereichen begleiten, selbstverständlich auch im Tourismus."
"19"," Nur unter der Prämisse der umfassenden Nachhaltigkeit ist touristisches Wachstum überhaupt wünschenswert und zukunftsfähig."
"20"," Genau deshalb wollen wir Tourismusförderung im Sinne der Agenda 2030 konsequent gestalten."
"21","Sehr geehrte Damen und Herren, nach Deutschland kommen viele Touristen auch wegen der einzigartigen Landschaft und Kultur, die wir gerade in ländlichen Regionen häufig finden."
"22"," Sie erinnern sich vielleicht an meine Werbung für den Bayerischen Wald in der letzten Sitzungswoche."
"23"," Für uns bedeutet Nachhaltigkeit aber nicht nur Klimaschutz, sondern auch soziale und ökonomische Nachhaltigkeit."
"24"," Darunter verstehen wir faire Löhne, gute Arbeitsund Ausbildungsbedingungen sowie eine gute soziale Absicherung; Frau Hiller-Ohm ist eben darauf eingegangen."
"25","Wir fordern in unserem Antrag unter anderem, den Bundeswettbewerb „Nachhaltige Tourismusdestinationen in Deutschland“ wieder aufzunehmen und den Praxisleitfaden für Nachhaltigkeit im Deutschlandtourismus weiterzuentwickeln."
"26"," Neben der Förderung dieser Projekte verbessern wir zudem die Anbindung touristischer Ziele durch die Bahn; mein Kollege Martin Burkert wird nachher näher darauf eingehen."
"27","Wir fördern aber nicht nur Projekte in Deutschland, sondern auch in Entwicklungsländern."
"28"," So ermöglichen wir, dass Tourismus mit guter Ausbildung, der Beteiligung der lokalen Bevölkerung sowie mit dem Schutz der natürlichen Ressourcen einhergeht."
"29","Liebe Kolleginnen und Kollegen, Tourismus ist nachhaltig, wenn er nicht auf Kosten der Umwelt und Natur stattfindet, wenn er zu lokalem Wohlstand und Gleichberechtigung beiträgt und wenn er kommende Generationen berücksichtigt."
"30"," Die 46 Punkte in unserem Antrag tragen dazu bei."
"31"," Wenn manch einer kritisiert, es seien zu viele, dann kann ich nur sagen:"
"32"," Schade, dass Sie von der AfD und Sie, Herr Kollege Klinge von der FDP, gar keine Ideen haben."
"33"," Wir haben in unserem Antrag 46 Projekte und Initiativen, die den Tourismus in Deutschland und der Welt nachhaltig weiterentwickeln und gestalten werden."
"34"," Liebe Kolleginnen und Kollegen, sehr geehrte Damen und Herren, neben diesen wichtigen Einzelmaßnahmen ist es aber auch wichtig, die ursprüngliche Bedeutung des Tourismus wiederzubeleben:"
"35"," die Begegnung mit Menschen und Kulturen."
"36","Vielen Dank und ein schönes Wochenende.
 Vizepräsident Thomas "
