"","V1"
"1",""
"2","Vielen Dank, Herr Kollege."
"3"," — Als nächste Rednerin hat die Kollegin Corinna Rüffer, Bündnis 90/Die Grünen, das Wort."
"4"," Corinna Rüffer:"
"5","Sehr geehrter Herr Präsident! Liebe Demokratinnen und Demokraten! Wir haben in den letzten Jahren hier im Parlament und auch außerhalb des Parlamentes erlebt, dass die AfD wirklich keinen Zugang zu politischem Anstand und Respekt hat."
"6"," Was die AfD mit ihrem Antrag heute macht, ist der Versuch, die Regeln des Anstands und Respekts aus den Regeln des Petitionsausschusses zu streichen, und das lassen wir ihr einfach nicht durchgehen."
"7"," Das haben ja auch die Vorrednerinnen und Vorredner so gesehen."
"8"," Die Frage ist doch:"
"9"," Was will die AfD eigentlich erreichen? Der stellvertretende Chefredakteur der „Zeit“ — Bernd Ulrich ist sein Name — hat letzte Woche geschrieben:"
"10"," Der Zweck, den die AfD verfolgt, ist die Enthemmung."
"11"," — Ich glaube, das ist die Erfahrung, die viele hier von uns mit der AfD in der Vergangenheit gemacht haben."
"12"," Nun möchte die AfD auch den Petitionsausschuss missbrauchen, um diese gesellschaftliche Enthemmung voranzutreiben."
"13"," Das ist der einzige Grund, warum wir heute überhaupt über die Veränderung von Regeln sprechen."
"14","Weil es so schön ist, möchte ich Artikel 17 unseres Grundgesetzes zitieren, nach dem wir arbeiten:"
"15","J edermann — damit ist natürlich auch jede Frau gemeint— und alle Diversen hat das Recht, sich einzeln oder in Gemeinschaft mit anderen schriftlich mit Bitten oder Beschwerden an die zuständigen Stellen und an die Volksvertretung zu wenden."
"16","Das ist, wie gesagt, ein wertvolles Grundrecht, und das ist der Kern dessen, womit wir es jede Woche im Petitionsausschuss zu tun haben."
"17","Im Grundgesetz steht eben nicht, dass jedermann oder auch jede Frau oder jede Diverse oder jeder Diverse das Recht hat, Hass und Hetze zu verbreiten, unwahre Behauptungen in die Welt zu setzen, andere Meinungen zu beschimpfen und Menschen zu diskreditieren."
"18"," Das ist aber genau das, was die AfD beabsichtigt."
"19"," Sie wollen Hass und Hetze verbreiten und das Vertrauen in die öffentliche Debatte, in demokratische Verfahren und auch in dieses Parlament, in dem wir hier arbeiten, untergraben."
"20"," Das haben wir doch anhand der Petition zum UNMigrationspakt erlebt; insofern ist das hier keine Spekulation."
"21"," Darauf verweisen Sie dann auch in der Begründung dieses Antrags ganz ausdrücklich."
"22"," Sie haben sich auch hierhingestellt und darauf verwiesen, worauf es Ihnen ankommt, nämlich darauf, diese hetzenden Petitio Corinna Rüffer nen in den Mittelpunkt unserer Arbeit zu stellen, anstatt den Bürgerinnen und Bürgern unter die Arme zu greifen."
"23"," Ich zitiere aus dem „Tagesspiegel“ vom 14."
"24"," April 2019:"
"25"," Dieser Abgeordnete— gemeint ist Martin Hebner; ich weiß nicht, ob er heute da istist Mitglied des Petitionsausschuss, und aus seinem Büro wurde erfolgreich eine Petition gegen den Migrationspakt lanciert und begleitet."
"26"," Bewusst wurden im Zuge der Petitionskampagne Zweifel gesät und Debatten mit Falschnachrichten und inszenierter Stimmungsmache vergiftet."
"27"," Ausschussmitarbeiter — Mitarbeiter, nicht Abgeordnete — wurden hier öffentlich an den Pranger gestellt, der Ausschussvorsitzende wurde bedroht und beschimpft mit Wörtern, die man eigentlich nicht wiederholen möchte; aber ich tue das hier einmal, damit alle verstehen, worum es hier geht:"
"28"," „Migrationsfaschist“, „Merkel-Dreckstück“ usw."
"29"," Das lassen wir uns als Parlament, als Vertretung der Bürgerinnen und Bürger in diesem Land, nicht länger gefallen! Ich möchte sagen, wohin das führt; denn es bleibt eben nicht bei diesen Beschimpfungen und Beleidigungen und Verleumdungen."
"30"," Der Artikel im „Tagesspiegel“ endet mit:"
"31","Und es geht keineswegs nur um bloße Worte, denn diese können schnell zu Waffen werden."
"32"," Als Mitte März ein Mann im neuseeländischen Christchurch 50 Muslime erschießt, steht auf seiner Maschinenpistole:"
"33"," „Hier ist euer Migrationspakt."
"34","“Wir haben es mit Leuten zu tun, die tatsächliche Gewalt provozieren."
"35"," Darüber reden wir heute, und deswegen lehnen wir alle, hoffentlich, diesen Antrag ab."
"36","Herzlichen Dank.
 Vizepräsident Wolfgang "
