"","V1"
"1",""
"2"," Zwei Zusatzfragen gibt es nicht."
"3"," — Aber Ihr Kollege hat noch eine weitere Frage."
"4","Dr."
"5"," Rainer Kraft:"
"6","Vielen Dank."
"7"," — Herr Präsident! Herr Staatssekretär, auf welche Bereiche des Internets wird sich Ihr Paket für die sogenannte Bekämpfung von Hasskriminalität im Internet beziehen? Sind davon Social-Media-Dienste betroffen? Wird es sich allgemein auf Forendienste beziehen? Wird es möglicherweise auch auf die Chatfunktionen innerhalb von Onlinecomputerspielen angewendet werden? Wo ist die Grenze, oder gilt es allgemein für alles, was im Netz passiert?Stephan Mayer, Parl."
"8"," Staatssekretär beim Bundesminister des Innern, für Bau und Heimat:"
"9","Herr Präsident! Ich beantworte die Frage des Kollegen wie folgt:"
"10"," Ich habe das Gesetzespaket des federführend zuständigen Bundesjustizministeriums erwähnt."
"11"," DiesesParl."
"12"," Staatssekretär Stephan MayerGesetzespaket befindet sich jetzt in der internen Ressortabstimmung der Bundesregierung."
"13"," Es findet beispielsweise heute Nachmittag ein bilaterales Gespräch der Bundesjustizministerin mit dem Bundesinnenminister bezüglich insbesondere dieses Gesetzespaketes statt."
"14"," Es ist zum jetzigen Zeitpunkt beim besten Willen noch nicht möglich, konkret zu erläutern, welche Endfassung dieses Gesetz haben wird."
"15","Um konkreter auf Ihre Nachfrage einzugehen:"
"16"," Natürlich macht sich Hetze im Netz in allen Konstellationen, in allen Facetten breit."
"17"," Die von Ihnen angesprochene Möglichkeit, sich über Computerspiele in Chaträumen zu bewegen und zu unterhalten, hat beispielsweise auch eine Rolle gespielt im Zusammenhang mit dem schrecklichen antisemitisch motivierten Anschlag vom 9."
"18"," Oktober in Halle."
"19"," Vor diesem Hintergrund gibt es aus meiner Sicht durchaus auch gute Gründe dafür, nicht nur soziale Netzwerke, sondern beispielsweise auch Chaträume von Computerspielen in den Adressatenkreis dieses Gesetzes einzubeziehen.
Vizepräsident Thomas "
