"","V1"
"1",""
"2"," Vielen Dank, Herr Kollege Stein."
"3"," — Damit schließe ich die Aussprache."
"4","Tagesordnungspunkt 27 a."
"5"," Interfraktionell wird Überweisung der Vorlage auf Drucksache 19/6007 an die in der Tagesordnung aufgeführten Ausschüsse vorgeschlagen."
"6"," Die Federführung ist jedoch strittig."
"7"," Die Fraktionen von CDU/CSU und SPD wünschen Federführung beim Finanzausschuss."
"8"," Die Fraktion der AfD wünscht Federführung beim Ausschuss für Verkehr und digitale Infrastruktur."
"9","Ich lasse zuerst abstimmen über den Überweisungsvorschlag der Fraktion der AfD, Federführung beim Ausschuss für Verkehr und digitale Infrastruktur."
"10"," Wer stimmt diesem Uberweisungsvorschlag zu? — Wer stimmt dagegen? — Wer enthält sich? — Keiner."
"11"," Dann ist dieser Überweisungsvorschlag gegen die Stimmen der AfD-Fraktion mit den Stimmen der übrigen Fraktionen des Hauses abgelehnt."
"12","Ich lasse nun abstimmen über den Überweisungsvorschlag der Fraktionen von CDU/CSU und SPD, Federführung beim Finanzausschuss."
"13"," Wer stimmt diesem Überweisungsvorschlag zu? — Gegenprobe! — Enthaltungen? — Keine."
"14"," Dann ist dieser Uberweisungsvorschlag gegen die Stimmen der AfD-Fraktion mit den Stimmen der übrigen Fraktionen des Hauses angenommen."
"15","Tagesordnungspunkt 27 b."
"16"," Interfraktionell wird Überweisung der Vorlage auf Drucksache 19/7902 an die in der Tagesordnung aufgeführten Ausschüsse vorgeschlagen, wobei die Federführung beim Ausschuss für Verkehr und digitale Infrastruktur liegen soll."
"17"," Sind Sie damit einverstanden? — Das ist der Fall."
"18"," Dann ist die Überweisung so beschlossen."
"19","Ich rufe den Tagesordnungspunkt 28 auf:"
"20","Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Arbeit und Soziales zu dem Antrag der Abgeordneten Susanne Ferschl, Sabine Zimmermann, Katja Kipping, weiterer Abgeordneter und der Fraktion DIE LINKEArmut in Deutschland den Kampf ansagen Drucksachen 19/1687, 19/7131Ich bitte, den Platzwechsel zügig vorzunehmen, damit wir rechtzeitig ins Wochenende kommenNach einer interfraktionellen Vereinbarung sind für die Aussprache 27 Minuten vorgesehen."
"21"," — Ich höre keinen Widerspruch."
"22"," Dann ist das so beschlossen."
"23","Liebe Kolleginnen und Kollegen, ich eröffne die Aussprache und erteile als erster Rednerin der Kollegin Angelika Glöckner, SPD-Fraktion, das Wort."
"24"," Angelika Glöckner:"
"25","Sehr geehrter Herr Präsident! Liebe Kolleginnen und Kollegen! Vorweg sage ich den Kollegen der Fraktion Die Linke Danke für diesen Antrag."
"26"," Denn Sie geben uns hier einmal mehr Gelegenheit, über ein wichtiges Thema zu sprechen, nämlich über Armut."
"27"," Überall da, wo Armut herrscht, muss Politik handeln."
"28","Gleichwohl — das sage ich auch — enthält Ihr Antrag einige Klischees."
"29"," Wenn man Ihren Antrag liest, gewinnt man den Eindruck, als würde bei uns in Deutschland die Massenverelendung anwachsen, als würden überdurchschnittlich viele Menschen ausgebeutet oder unter ganz schlechten Bedingungen arbeiten."
"30","Ich finde, dieses Bild ist zu drastisch."
"31"," Denn wenn man Deutschland mit den übrigen EU-Mitgliedsstaaten vergleicht, zeichnet sich ein anderes Bild ab."
"32"," Wir haben eine sehr gute Beschäftigungsquote, die höchste seit der Wiedervereinigung."
"33"," Wir haben positive Entwicklungen bei Nettolöhnen von Vollzeitbeschäftigten, und der Politik wird bescheinigt, dass wir viel gegen Armut und Art haben."
"34"," Sie sehen:"
"35"," Deutschland ist besser, als Sie es zeichnen."
"36"," Ich will aber auch sagen:"
"37"," Nicht alle Menschen in diesem Land partizipieren an dieser positiven Entwicklung."
"38"," Ich nenne beispielhaft Rentnerinnen und Rentner mit niedrigen Lebenserwerbseinkommen, Menschen mit Behinderung, Alleinerziehende, Langzeitarbeitslose und natürlich auch deren Kinder."
"39"," Ja, wir müssen einiges tun."
"40","Angelika GlöcknerMachen wir uns ehrlich, Kollegen von der Linken:"
"41"," Es wird und es wurde auch vieles getan."
"42","Ich will auf einige Beispiele eingehen."
"43"," Ich nenne die Brückenteilzeit, die ermöglicht, dass Beschäftigte nach einer Teilzeitphase wieder auf Vollzeit umswitchen können."
"44"," Das verändert natürlich das Einkommen zum Positiven und hilft auch, Altersarmut entgegenzuwirken."
"45"," Ich nenne den sozialen Arbeitsmarkt:"
"46"," Wir ermöglichen vielen Menschen, die lange in Arbeitslosigkeit verharren, wieder in Arbeit zu kommen."
"47"," Wir wollen die Menschen nicht in Arbeitslosigkeit verwalten; wir wollen, dass sie in Arbeit kommen."
"48"," Ich nenne das Starke-Familien-Gesetz, das wir auf den Weg gebracht haben."
"49"," Es stärkt die Familien und wirkt der Kinderarmut entgegen."
"50"," Ja, die SPD-Fraktion will auch das Bürgergeld und die Grundrente ohne Bedürftigkeitsprüfung."
"51"," Das sind für uns wichtige Schritte."
"52"," Wir wollen einen modernen Sozialstaat, der für die Menschen da ist, wenn sie ihn brauchen."
"53"," Wir wollen nicht, dass Menschen zwischen Ämtern und Behörden hin und her laufen müssen, und wir wollen Mitarbeiter in den Behörden, die genügend Zeit haben, sich um die Menschen zu kümmern."
"54"," Ihr Antrag enthält einige Vorschläge."
"55"," Wir haben ein umfassendes Konzept, um den Sozialstaat zu modernisieren."
"56"," Ich denke, Kolleginnen und Kollegen der Linken, es liegt auf der Hand:"
"57"," Wir haben das bessere Konzept."
"58"," Ihren Antrag müssen wir leider ablehnen.
 Vizepräsident Wolfgang "
