"","V1"
"1",""
"2","Vielen Dank, Kollege Dr."
"3"," Spaniel."
"4"," — Als Nächstes spricht zu uns der Kollege Dr."
"5"," Hermann-Josef Tebroke, CDU/CSU-Fraktion."
"6"," Dr."
"7"," Hermann-Josef Tebroke:"
"8","Herr Präsident! Liebe Kolleginnen und Kollegen! Meine sehr verehrten Damen und Herren! Im Koalitionsvertrag ist festgeschrieben - ich zitiere —:"
"9","Wir wollen die Klimaziele von Paris erreichen und dabei soziale Belange berücksichtigen, die Wettbewerbsfähigkeit der Industrie gewährleisten und bezahlbare Mobilität sicherstellen."
"10"," Dafür bedarf es eines ganzen Bündels von Maßnahmen, wie z."
"11"," B."
"12"," der Förderung von ElektromobilitätDas zeigt:"
"13"," Die Union sagt — erstens — Ja zur Sicherung der Mobilität und Ja zum Klimaschutz."
"14"," Auch in der Mobilitäts- und Kraftstoffstrategie des Verkehrsministers werden diese Grundsätze aufgegriffen und konkretisiert."
"15","Sie erkennen, meine Damen und Herren, dass es nicht gegen die Verbrennungsmotoren geht, dass auch nicht einseitig interessengetrieben entschieden wird, auch nicht ideologisch verblendet, sondern pragmatisch, technologieoffen und offen für neue Erkenntnisse, und es wird nachvollziehbar entschieden."
"16"," Auch aus der Abwägung, ob Elektromotoren oder andere alternative Antriebe vorzuziehen sind, wird genau dies deutlich."
"17"," Aber das Ziel, möglichst schnell und möglichst deutlich CO; zu reduzieren, führt dazu, dass gegenwärtig der Einführung der Elektromobilität ein Vorzug zu geben ist, und zwar dann, wenn regenerativer Strom eingesetzt wird."
"18"," Deswegen erfolgt eine besondere Förderung der Forschung und Produktion, aber auch des Absatzes von Elektroantrieben durch steuerliche Anreize und vielleicht auch Vorzüge bei der Maut."
"19"," Natürlich, meine Damen und Herren, werden auch weitere Kriterien in die Betrachtungen mit einbezogen, natürlich die Kompatibilität mit dem Vorgehen in Nachbarstaaten, natürlich auch die Auswirkungen auf die Automobil- und die Energiewirtschaft, natürlich wird auch die Verfügbarkeit der notwendigen Infrastruktur getestet — und, und, und."
"20","Wenn aber — die Elektromobilität ist keineswegs abschließend überzeugend — die CO,-Ziele nicht alleine durch die Elektrofahrzeuge erreicht werden, werden wir weitersuchen, werden wir weiterforschen und auch neue Antriebskonzepte untersuchen, und zwar technologieoffen."
"21"," Auch das ist im Koalitionsvertrag sehr deutlich so formuliert worden, und auch jüngst im CSU-Papier von Seeon wird das sehr deutlich - ich darf wieder zitieren —:"
"22","Wir wollen die Wissenschaft beim Heben von Klimainnovationen unterstützen."
"23"," Durch neue Technologien und Methoden zur Emissionsreduktion kön Dr."
"24"," Hermann-Josef Tebrokenen die Potenziale in allen Sektoren ausgeschöpft werden, wie z."
"25"," B."
"26"," synthetische KraftstoffeAusdruck dieser Technologieoffenheit ist unser — zweitens — klares Ja zur Förderung innovativer Antriebssysteme, insbesondere auch synthetischer Kraftstoffe, und zwar in der Hoffnung und der Erwartung, dass der entscheidende Nachteil dieser Technologie, nämlich die Ineffizienz bei der Produktion, ausgeglichen und aufgehoben werden kann, wenn hinreichend regenerative Energien für die Erzeugung dieser Kraftstoffe zur Verfügung stehen."
"27"," Das ist im Moment noch nicht der Fall."
"28","Vorteile sehen wir natürlich dann, wenn wir daraus eine führende Position der Branchen in der Welt erreichen können, wenn die Technologie der Verbrennungsmotoren hier bei uns weiterentwickelt und genutzt werden kann, wenn wir vorhandene Infrastruktur nutzen können."
"29"," Deswegen gibt es die ausgeprägte Forschungsförderung auf der Anbieter- und Herstellerseite."
"30"," Der Bundestag ist da schon lange unterwegs."
"31"," Dazu gibt es viele Belege, und nicht zuletzt — die Anfrage der FDP hat das deutlich gemacht — Förderprojekte des Bundesministeriums für Bildung und Forschung, des Bundesministeriums für Wirtschaft und Energie, aber auch des Bundesministeriums für Umwelt, Naturschutz und nukleare Sicherheit."
"32"," Immer wieder und überall geht es darum, diese Technologie weiterzuentwickeln, um sie für die Zukunft nutzbar zu machen."
"33"," Das ist gut so."
"34"," Das ist auch strategisch konsistent."
"35"," Weiter so! Aber, meine Damen und Herren, solange ein Angebot nicht in ausreichender Menge verfügbar ist, macht es auch keinen Sinn, auf der Nachfrageseite Anreize zu setzen."
"36"," Deswegen sagen wir — drittens — heute Nein zur steuerlichen Gleichstellung des Verbrenners mit synthetischen Kraftstoffen mit Elektrofahrzeugen."
"37"," Es ist frustrierend, es ist kontraproduktiv, wenn eine Nachfrage angetriggert wird, die gar nicht befriedigt werden kann."
"38"," Deswegen sagen wir auch Nein zu dem Antrag der AfD, die dieses viel zu früh fordert oder aber mit ihrem Antrag zu spät ist, weil die Debatte über die synthetischen Kraftstoffe längst läuft und auch die Forschung längst vorangetrieben wird.
Vizepräsident Wolfgang "
