"","V1"
"1",""
"2","Vielen Dank, Agnieszka Brugger."
"3"," — Nächste Rednerin:"
"4"," Elisabeth Motschmann für die CDU/CSU-Fraktion."
"5"," Elisabeth Motschmann:"
"6","Frau Präsidentin! Liebe Kolleginnen und Kollegen! Als genau vor 100 Jahren Marie Juchacz, eine tapfere Sozialdemokratin, als erste Frau eine Rede in der Weimarer Nationalversammlung hielt, löste das laut Protokoll Heiterkeit aus."
"7"," Heute, 100 Jahre später, reden wir über feministische Außenpolitik, und wieder gibt es diese Heiterkeit."
"8"," — Ihr Männer dort drüben seid wirklich sehr, sehr berechenbar; aber es ist nicht klug."
"9"," Heiterkeit kann etwas Schönes sein — ich bin gerne dabei -; aber es gibt auch eine abschätzige Heiterkeit."
"10"," Wir Frauen kennen das."
"11"," Hinter dieser Heiterkeit verbirgt sich die Frage vieler — nicht aller — Männer, die ich in den letzten Tagen häufig gehört habe:"
"12"," „Was soll das denn jetzt?“ oder:"
"13"," „Habt ihr keine anderen Probleme?“ oder:"
"14"," „Wie albern ist das denn?“."
"15"," Elisabeth MotschmannUbrigens ist diese Heiterkeit nicht selten der Humus für Chauvi-Witze, und davon haben wir Frauen genug! Was bedeutet nun „feministische Außenpolitik“?Sie bedeutet erstens die aktive Teilhabe von Frauen an der Außen- und Sicherheitspolitik."
"16"," Zu den Grünen, die den Antrag gestellt haben:"
"17"," Ihr habt leider keine einzige Frau als ordentliches Mitglied im Auswärtigen Ausschuss."
"18"," Das kann auch noch besser werden."
"19"," So viel zur feministischen Außenpolitik."
"20","Zweitens."
"21"," Inhaltlich geht es — das wurde eben schon gesagt — um die Interessen, die Rechte und den Schutz von Frauen vor Gewalt und Unterdrückung."
"22"," Wir müssen als Frauen in der Außenpolitik Anwältinnen der Schwächsten sein, die sich nicht selbst verteidigen können."
"23"," Wenn mehr Frauen in der Außen- und Sicherheitspolitik agieren, ändert sich der Blickwinkel auf diese."
"24"," Forscher aus Berlin, Genf und Amsterdam haben Friedensverträge ausgewertet und festgestellt:"
"25"," Frieden ist nachhaltiger, wenn Frauen mit am Verhandlungstisch gesessen haben."
"26"," Leider ist Außenpolitik in unserem Land und weltweit nach wie vor eine Männerdomäne."
"27"," Wenn es um Krieg und Frieden geht, sitzen keine bzw."
"28"," nur sehr, sehr wenige Frauen an den Verhandlungstischen, und das genau muss sich ändern."
"29","An dieser Stelle höre ich dann oft:"
"30"," Was wollt ihr denn? Ihr habt doch eine Bundeskanzlerin."
"31"," — Wunderbar."
"32"," Ihr seid so berechenbar und so — Entschuldigung - blöd."
"33"," — Ja, die haben wir, und sie ist außenpolitisch gut unterwegs und auch sehr erfolgreich."
"34"," Aber Angela Merkel warnt selber — Zitat -:"
"35"," „Aus der Tatsache, dass es mich gibt, darf kein Alibi werden."
"36","“ Immer noch dominieren dunkle Herrenanzüge die Parlamente."
"37"," Es ginge auch anders."
"38"," Übrigens, auch bei der Münchner Sicherheitskonferenz dominieren die dunklen Herrenanzüge, obwohl es in diesem Jahr einige wenige Frauen mehr gab."
"39"," Auch das ginge anders."
"40","Frauen wollen und können außenpolitisch tätig sein."
"41"," Frauen sind dafür auch besonders geeignet."
"42"," Wir sind gute Diplomatinnen, gute Brückenbauerinnen."
"43"," Nicht Konfrontation, sondern Ausgleich der verschiedenen Interessen ist unser Grundprinzip, und dies alles im Interesse der Schwächsten, der Frauen und im Interesse des Friedens in der Welt."
"44"," Es gibt gute Ansätze."
"45"," Vieles von dem, was im vorliegenden Antrag steht, wird schon umgesetzt."
"46"," Ich nenne drei Punkte:"
"47"," erstens den nationalen Aktionsplan der Bundesregierung zur Umsetzung der Resolution 1325, zweitens die EU-Taskforce zu Frauen, Frieden und Sicherheit und drittens die Unterstützung des African Women Leaders Network durch die Bundesregierung."
"48","Der vorliegende Antrag ist ein Weckruf."
"49"," Das finde ich durchaus gut."
"50"," Allerdings — ich komme zum Ende, Frau Präsidentin — überfrachten Sie mit 33 Forderungen an die Bundesregierung auf neun Seiten das Thema und verzetteln sich."
"51"," Weniger wäre mehr."
"52"," Deshalb lehnen wir den Antrag ab."
"53"," Elisabeth Motschmann Ich will am Ende sagen:"
"54"," Am Beginn meiner politi schen Arbeit vor 40 Jahren hätte ich allergrößte Probleme mit dem Begriff „Feminismus“ gehabt."
"55","Wenn es aber um die Rechte und um die Teilhabe von Frauen in allen Bereichen unserer Gesellschaft und weltweit geht, dann habe ich heute kein Problem mehr mit dem Feminismus.
 Vizepräsidentin Claudia "
