"","V1"
"1",""
"2","Danke sehr."
"3"," — Jetzt bitte ich im ersten Teil der Regierungsbefragung zunächst Fragen zu dem Themenbereich zu stellen, über den soeben der Bundesaußenminister berichtet hat."
"4","Die erste Frage stellt der Kollege Petr Bystron, AfD."
"5","Petr Bystron:"
"6","Lieber Herr Minister! Erst mal außerhalb der Redezeit:"
"7"," Ich will mich persönlich bei Ihnen bedanken."
"8"," Sie waren einer der Ersten, der auf Twitter das abscheuliche Attentat auf unseren Kollegen Frank Magnitz verurteilt hat."
"9"," Ich sage dafür noch mal Danke an Ihr Twitter-Team."
"10","Jetzt zu unserem Thema „Auswärtige Kultur- und Bildungspolitik“:"
"11"," Sie haben hier gerade sehr eindrucksvoll dargelegt, dass es in diesem Bereich darum geht, ein positives Bild Deutschlands in der Welt zu zeichnen."
"12"," Sie haben hier die größte Kommunikationskampagne vorgestellt, die Ihr Amt in diesem Zusammenhang gestartet hat."
"13"," Über 11 000 Beamte des Auswärtigen Amtes, 3 500 Mitarbeiter der Goethe-Institute und weitere Tausende Mitarbeiter in den anderen Institutionen setzen sich jahrzehntelang für dieses Ziel ein."
"14","Wie bewerten Sie es dann, wenn eine Kollegin aus der Bundesregierung, Ihre Kollegin, diese Arbeit zunichtemacht und komplett an den Fakten vorbei Fake News in die Welt setzt und behauptet, es habe in Chemnitz Hetzjagden gegeben? Sprechen Sie mit Frau Merkel in der Bundesregierung darüber? Sprechen Sie so etwas an? Das würde mich sehr interessieren."
"15"," Danke."
"16","Präsident Dr.
 Wolfgang "
