"","V1"
"1",""
"2","Vielen Dank."
"3"," — Herr Bundesminister Maas, Sie müssen nicht jedes Mal in den Bereich der roten Ampel kommen."
"4"," Eigentlich ist das eine Grenze und keine Mindestanforderung."
"5"," — Martin Rabanus, SPD, stellt die nächste Frage."
"6","Martin Rabanus:"
"7","Herr Minister, herzlichen Dank für den Bericht."
"8"," Durch den Bericht und auch durch den Austausch, den wir in den letzten Minuten hier hatten, ist klar geworden, dass Auswärtige Kultur- und Bildungspolitik keine Schönwetterveranstaltung ist, sondern vor allen Dingen dann wichtig ist, wenn die Situation unbequemer ist."
"9"," Deswegen will ich die Gelegenheit nutzen - im grünen Bereich, Herr Präsident —, den Mittlerorganisationen und all denjenigen, die vor Ort tätig sind, ein herzliches Dankeschön auszusprechen."
"10"," Es ist nicht selbstverständlich, dass sie das machen."
"11"," Vor diesem Hintergrund ist 2014 mit ausdrücklicher Unterstützung und auch auf Wunsch des Deutschen Bundestages ein Programm beschlossen worden, das sich mit der Ostlichen Partnerschaft auseinandersetzt, und zwar das Programm ,,Ausbau der Zusammenarbeit mit der Zivilgesellschaft in den Landern der Ostlichen Partnerschaft und Russland“; so heißt das."
"12"," Mich würde interessieren, Herr Minister, wie Sie das bewerten und wie es damit weitergeht."
"13","Heiko Maas, Bundesminister des Auswärtigen:"
"14","Vielen Dank und Entschuldigung, Herr Präsident, dass ich meine Redezeit permanent überschreite."
"15"," Ich bin einfach irritiert, weil Sie gesagt haben, ich soll reden, sobald das Licht am Mikrofon dauerhaft Rot ist."
"16"," — Nein, dauernd reden nicht, nur, wenn es dauerhaft Rot ist."
"17","Herr Abgeordneter, es stimmt:"
"18"," Das ist für uns ein auBerordentlich wichtiges Thema."
"19"," Wir haben 2018 bereits 17 Millionen Euro zur Verfügung gehabt."
"20"," Wir unterstützen insbesondere Projekte - um nur einige Länder zu nennen - in der Ukraine, in Moldau, in Kirgisien, in Armenien, in Aserbaidschan und auch in Russland und wollen dadurch die Zusammenarbeit der Zivilgesellschaften fördern."
"21"," Ich glaube, dass es außerordentlich wichtig ist, sich mit diesen Ländern auseinanderzusetzen."
"22"," Es gibt einen sehr hohen Bedarf."
"23"," Es gibt vielfältige Initiativen, an die wir anknüpfen können."
"24"," Deshalb halte ich dies, insbesondere um die Östliche Partnerschaft auch im Bereich der Auswärtigen Kultur- und Bildungspolitik fortzuführen, für eine gute Schwerpunktsetzung."
"25","Präsident Dr.
 Wolfgang "
