"","V1"
"1",""
"2","Wer möchte antworten?Heiko Maas, Bundesminister des Auswärtigen:"
"3","Herr Präsident, ich würde diese Frage aus dieser saarländischen Fragerunde gerne an den Kollegen aus dem Verkehrsministerium weitergeben."
"4"," Steffen Bilger, Parl."
"5"," Staatssekretär beim Bundesminister für Verkehr und digitale Infrastruktur:"
"6","Vielen Dank, Herr Kollege, für die Frage."
"7"," — Wir haben heute Vormittag im Ausschuss schon ausführlich, auch mit dem Minister, über diese ganzen Fragen diskutieren können."
"8"," Wir haben uns gefreut, dass im Ausschuss mit Ausnahme Ihrer Fraktion sehr breite Zustimmung zu den Entscheidungen bei der Lkw-Maut vorhanden war."
"9","Mir sind, um konkret auf Ihre Frage zu antworten, keine Nebenabreden bekannt."
"10"," Im Gegenteil:"
"11"," Wir sehen die positiven Effekte."
"12"," Wir können jetzt die Lkw-Maut mit dem wirtschaftlichen Vorteil, der durch das Wirtschaftlichkeitsgutachten erwiesen ist, in unsere Hand nehmen."
"13"," Ich glaube, das wird uns sehr stark dabei helfen, den Investitionshochlauf gut abwickeln zu können."
"14","Wir erwarten in Zukunft Einnahmen in Höhe von 7,7 Milliarden Euro aus der Lkw-Maut."
"15"," Mit Toll Collect haben wir gute Erfahrungen gemacht."
"16"," Das liegt zurzeit in der Verantwortung des Bundes, und in Zukunft soll das dauerhaft so sein, verbunden mit einem wirtschaftlichen Nutzen."
"17"," Die Pkw-Maut oder Infrastrukturabgabe soll zum Oktober 2020 in Kraft treten."
"18"," Hier gibt es durchaus Synergieeffekte, die wir zum Vorteil von beiden Systemen nutzen können.
 Vizeprasident Thomas "
