"","V1"
"1",""
"2"," Haben Sie Nachfragen?Judith Skudelny:"
"3","Ich habe eine Nachfrage zum Verständnis:"
"4"," Die Bundesregierung hält also Maßnahmen, die privaten Silvesterfeuerwerke zur Einhaltung der Feinstaubgrenzwerte einzuschränken, für nicht notwendig? Dies frage ich, da die Deutsche Umwelthilfe in anderen Bereichen Klagen nicht nur erfolgreich durchgeführt, sondern auch weitere angedroht hat, was jetzt zur Änderung des Bundes-Immissionsschutzgesetzes führt, wo die Bundesregierung sich nachträglich doch eine Meinung gebildet hat."
"5"," Hier gehen Sie nicht davon aus, dass es notwendig und auch eine gute Maßnahme ist, private Feuerwerke einzuschränken?Florian Pronold, Parl."
"6"," Staatssekretär bei der Bundesministerin für Umwelt, Naturschutz und nukleare Sicherheit:"
"7","Das ist richtig."
"8"," Wir haben das natürlich auch wissenschaftlich untersucht."
"9"," Es ist so, dass in Deutschland durch Feuerwerke etwa 15 Prozent der jährlich im StraBenverkehr abgegebenen Feinstaubmenge hervorgerufen werden."
"10"," Diese fallen fast ausschließlich im Zeitraum zwischen 17 Uhr am 31."
"11"," Dezember und 7 Uhr am 1."
"12"," Januar an, weil das der Zeitraum ist, wo Feuerwerk ermöglicht wird."
"13"," Das führt dazu, dass es in diesem Zeitraum in fast allen Städten und Regionen zu erhöhten Feinstaubbelastungen kommt."
"14","Meiner Kenntnis nach ist es in einer einzigen Stadt, in Stuttgart, in den letzten Jahren zweimal dazu gekommen, dass sich die Feinstaubbelastung über die zulässigen Werte hinaus entwickelt hat."
"15"," Deswegen sieht die Bundesregierung keinen Handlungsbedarf, in Traditionsfeste einzugreifen, auch wenn es natürlich insgesamt geboten ist, die Feinstaubbelastung so gut wie möglich zu reduzieren."
"16","Vielleicht noch zur Information:"
"17"," An 35 Tagen im Jahr darf der Feinstaubgrenzwert von 50 Mikrogramm pro Kubikmeter überschritten werden."
"18"," Wir schaffen mit der Silvestertradition natürlich schon einen Tag am 1."
"19"," Januar.
Vizepräsident Thomas "
