"","V1"
"1",""
"2"," Eine Zusatzfrage? — Nein, scheint mir erschöpft zu sein."
"3"," — Vielen Dank."
"4","Dann kommen wir zur Frage 4, die der Abgeordnete Hubertus Zdebel von der Fraktion Die Linke stellt:"
"5","Vizepräsident Thomas OppermannWelche gesetzgeberischen Initiativen wird die Bundesregierung ergreifen, damit sich illegale Ablagerungen wie die von Ölpellets aus einer BP-Raffinerie der Ruhr Oel GmbH in Gelsenkirchen in der dafür ungeeigneten Tongrube Mühlenberg im nordrhein-westfälischen Hünxe/Schermbeck nicht wiederholen und BP als Erzeuger der Ölpellets in vollem Umfang fürdie Auskofferung der Tongrube finanziell aufkommt?Bitte sehr, Herr Staatssekretär."
"6","Florian Pronold, Parl."
"7"," Staatssekretär bei der Bundesministerin für Umwelt, Naturschutz und nukleare Sicherheit:"
"8","Herr Kollege Zdebel, wir haben die Frage im Ausschuss bereits ausführlich beantwortet."
"9"," Ich will dies aber gerne auch hier tun."
"10","Die Bundesregierung plant im Zusammenhang mit dem konkreten Vorfall keine gesetzgeberischen Initiativen, und zwar deswegen, weil es sich um einen illegalen Vorgang handelt, der schon gegen das bestehende Recht verstoßen hat und derzeit in einem staatsanwaltschaftlichen Ermittlungsverfahren aufgeklärt wird."
"11"," Nach Auffassung der Bundesregierung reichen die bestehenden Regelungen im Abfallrecht aus."
"12"," Diese werden von den Ländern entsprechend der Kompetenzzuweisung des Grundgesetzes in eigener Verantwortung vollzogen."
"13","Nach dem Kreislaufwirtschaftsgesetz obliegen sowohl die ordnungsgemäße und schadlose Verwertung als auch die gemeinwohlverträgliche Beseitigung von Abfällen dem Abfallerzeuger."
"14"," Da aber BP — das ist die Firma, um die es bei diesen Olpellets geht — zu dem Zeitpunkt der illegalen Ablagerung in die Tongrube Mühlenberg nicht mehr die unmittelbare oder mittelbare Sachherrschaft über die mit mineralischen Abfällen vermischten Ölpellets innehatte, kann BP nicht als Abfallerzeuger oder Abfallbesitzer im Sinne des Abfallrechts angesehen werden, was die Heranziehung von BP unmöglich macht."
"15"," Aber derjenige, gegen den das Strafverfahren läuft, ist natürlich auch in der Verpflichtung, die Folgen des Gesetzesverstoßes zu beseitigen und alles zu tun, damit es hier zu keinem Eintrag in die Umwelt kommt.
Vizepräsident Thomas "
