"","V1"
"1",""
"2","Vielen Dank, Herr Kollege Jung."
"3"," — Als nachste Rednerin erhalt das Wort die Kollegin Ulla Schmidt, SPD-Fraktion."
"4"," Ulla Schmidt:"
"5","Herr Präsident! Liebe Kolleginnen und Kollegen! Ich rede hier als ein Mitglied dieses Parlaments, das an den Diskussionen um den $ 218 beteiligt war."
"6"," Es ging um die schwierige Lösung des Konfliktes zwischen dem Selbstbestimmungsrecht der Frau und dem Schutz des ungeborenen Lebens."
"7"," Bei dem Ringen ging es immer wieder darum, Frau von Storch, sich an die Seite des Lebens zu stellen, und zwar nicht nur an die Seite des ungeborenen Lebens."
"8"," Wir wollten das Ja von Familien zum Kind erleichtern und das Leben mit Kindern durch den immer weiteren Ausbau von familienpolitischen Leistungen, durch die Vereinbarkeit von Beruf und Familie und durch vieles andere mehr besser machen, weil das auf der Tagesordnung stand."
"9"," Frau Kollegin Bauer, Sie haben in der Diskussion hier von „zutiefst beschämend‘“ und vielen anderen Dingen geredet."
"10"," 1992 hat der Deutsche Bundestag auf einen Gruppenantrag hin, der von den Freien Demokraten und den Sozialdemokratinnen und Sozialdemokraten initüert wurde, die Fristenregelung auf den Weg gebracht."
"11"," Im Grunde genommen ging es um die Frage, was in der DDR galt und welche Regelungen wir auch angesichts unserer Verfassung und Artikel 1, wonach die Würde des Menschen unantastbar ist, auf den Weg bringen können."
"12","Der $ 218 sah damals eine Fristenregelung von zwölf Wochen, eine ergebnisoffene Beratung und eine Finanzierung durch die gesetzliche Krankenversicherung vor, damit die Frauen auch eine ärztliche Hilfe in Anspruch nehmen konnten."
"13"," Im Übrigen:"
"14"," Von 10 der damals 13 Mitglieder der PDS erhielt er Ja-Stimmen, und auch 6 der damals 8 Grünen stimmten zu."
"15"," Der $ 219a ist damals so, wie er jetzt im Gesetz steht, verabschiedet worden, und keiner hatte den Versuch gemacht, ihn zu streichen."
"16"," Dieses Gesetz ist 1993 vom Bundesverfassungsgericht als nicht konform mit Artikel 1 des Grundgesetzes angesehen worden."
"17"," Es hat gesagt:"
"18"," Der Schutz des Lebens kommt zu kurz."
"19"," — Deshalb haben wir — auch wieder gemeinsam:"
"20"," FDP, SPD und CDU/CSU - das Schwangerenund Familienhilfegesetz auf den Weg gebracht, das ganzUlla Schmidtentscheidende Regelungen und auch eine Anderung des § 219 in Bezug auf die Beratung brachte."
"21","Der § 219a ist auch damals nicht angetastet worden, weil wir in einem Konflikt standen."
"22"," Auf der einen Seite war ganz klar, dass das keine medizinische Leistung wie jede andere ist — deshalb durfte das von den Krankenkassen nach den Auflagen des Bundesverfassungsgerichts auch nicht mehr finanziert werden —, und auf der anderen Seite wurde Werbung nicht als angemessen angesehen."
"23"," Deshalb wurde das alles mit unser aller Stimmen — nur damit wir immer bei der Wahrheit bleiben — verabschiedet.
 Vizepräsident Wolfgang "
