"","V1"
"1",""
"2","Nächster Redner ist für die Fraktion der SPD der Kollege Helge Lindh."
"3"," Helge Lindh:"
"4","Sehr geehrter Herr Präsident! Liebe Kolleginnen und Kollegen! Herr Dr."
"5"," Jongen, Sie haben so unrecht, und in einem Punkt haben Sie recht."
"6"," Sie haben so unrecht; denn wie können wir ausverkaufen, was uns zu großen Teilen gar nicht gehört? Das ist Ausverkauf von Raubgut."
"7"," Und in einem Punkt — ich hätte nie gedacht, dass ich so was sagen würde — haben Sie recht."
"8"," Sie sagten sinngemäß, es ginge nicht um eine Wertschätzung von Objekten."
"9"," Tatsächlich:"
"10"," Nein, darum geht es nicht."
"11"," In allererster Linie geht es um die Wertschätzung von Menschen und Opfern und ihren Nachgeborenen."
"12"," Es gibt ja, uns allen mehr oder weniger bekannt, international den Aufruf:"
"13"," Let’s take back control! Wir kennen das aus dem Zusammenhang mit dem Brexit, von Trump und anderen."
"14"," Mein Appell heute wäre der gegensätzlicheHelge LindhSpruch als Anleitung fir uns in dieser Debatte:"
"15"," Let’s give up control! Denn wir alle wissen, dass Erinnerung eben nicht versklavend einengt, sondern dass Erinnerung gerade an eine solche Geschichte, die von Versklavung — Versklavung von Menschen, von Köpfen, von Ideen, von Identitäten — geprägt ist, befreit."
"16"," Und wir merken auch — da ist die Große Anfrage der AfD der beste Beweis —, dass dieser Kolonialismus offensichtlich bis heute — das haben viele nicht gemerkt — eine schwere Traumatisierung inmitten unserer Gesellschaft hinterlassen hat."
"17"," Sie sprachen von Psychopolitik."
"18"," Es gibt eine Anekdote von Freud."
"19"," Ein Mann kommt zu Freud in die Praxis und sagt:"
"20"," Eines sage ich Ihnen gleich, ich habe keinen Mutterkomplex."
"21"," — Die Pointe ist:"
"22"," Er hat natürlich einen Mutterkomplex."
"23"," Ich will Ihnen jetzt nicht unterstellen, dass Sie einen Mutterkomplex haben, obwohl das vieles erklären würde."
"24"," Aber zumindest haben Sie einen ausgeprägten kolonialen Komplex."
"25"," Denn Sie sind zutiefst geprägt, geradezu besessen von dieser Thematik."
"26"," Genau das zeigt die Traumatisierung Ihrer selbst in dieser Frage."
"27","Sie erwähnen doch tatsächlich, dass wir nicht restituieren sollten, weil die kuratorische und konservatorische Kompetenz in Afrika nicht sichergestellt sei."
"28"," Zum Ersten stimmt das überhaupt nicht."
"29"," Das hätten Sie gemerkt, wenn Sie sich mal ein bisschen kundig gemacht hätten."
"30"," Zum Zweiten ist es völlig irrelevant."
"31"," It’s not our business."
"32"," Es ist nicht unsere Aufgabe, darüber zu entscheiden."
"33"," Es ist nicht an uns, zu entscheiden, ob unrechtmäßig enteignete Güter in den Keller oder in den Hof gestellt, in Rituale eingespeist werden oder sonst was damit gemacht wird."
"34"," Wir sind nicht in der Position, Bedingungen zu stellen, Sie erst recht nicht."
"35"," AuBerdem haben Sie sich ja eben wieder auf den Marxismus und postkoloniale Theorien bezogen.
Vizeprasident Thomas "
