"","V1"
"1",""
"2"," Vielen Dank, Herr Kollege Dr."
"3"," Lindner."
"4"," — Damit ist die Aussprache geschlossen."
"5","Interfraktionell wird Überweisung der Vorlage auf Drucksache 19/7727 an die in der Tagesordnung aufgeführten Ausschüsse vorgeschlagen."
"6"," Sind Sie damit einverstanden? — Ich sehe, das ist der Fall."
"7"," Dann ist die Überweisung so beschlossen."
"8","Ich rufe die Tagesordnungspunkte 21 a bis 21 c auf:"
"9","a) Beratung des Antrags der Abgeordneten Matthias Gastel, Stefan Gelbhaar, Stephan Kühn, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNENDie Eisenbahn zum Rückgrat der Verkehrswende machenDrucksache 19/7452Überweisungsvorschlag:"
"10","Ausschuss für Verkehr und digitale Infrastruktur FinanzausschussAusschuss für Wirtschaft und EnergieAusschuss für Umwelt, Naturschutz und nukleare SicherheitHaushaltsausschussb) Beratung des Antrags der Abgeordneten Sabine Leidig, Dr."
"11"," Gesine Lötzsch, Lorenz Gösta Beutin, weiterer Abgeordneter und der Fraktion DIE LINKE Abbau von Bahninfrastruktur stoppen Drucksache 19/7907 Überweisungsvorschlag:"
"12"," Ausschuss für Verkehr und a Infrastruktur Ausschuss für Wirtschaft und E Ausschuss für Umwelt, Naturschutz:"
"13"," Und nukleare Sicherheit Ausschuss für Tourismus Haushaltsausschussc) Beratung des Antrags der Abgeordneten Dr."
"14"," DirkSpaniel, Wolfgang Wiehle, Matthias Büttner, weiterer Abgeordneter und der Fraktion der AfDDie Eisenbahn nicht gegen andere Verkehrsträger ausspielen — Keine Erhöhung der Energiesteuer und CO2-Abgabe für Diesel um 30 Cent je Liter - Kein Stopp des Autobahnund BundesstraßenbausDrucksache 19/7941Überweisungsvorschlag:"
"15","Ausschuss für Verkehr und digitale Infrastruktur Ausschuss für Umwelt, Naturschutz und nukleare Sicherheit HaushaltsausschussNach einer interfraktionellen Vereinbarung sind für die Aussprache 38 Minuten vorgesehen."
"16"," - Ich höre keinen Widerspruch."
"17"," Dann ist das so beschlossen."
"18","Ich eröffne die Aussprache und erteile als erstem Redner dem Kollegen Matthias Gastel, Bündnis 90/Die Grünen, das Wort."
"19"," Matthias Gastel:"
"20","Herr Präsident! Liebe Kolleginnen! Liebe Kollegen! Die Ausgangslage im Verkehrsbereich macht deutlich:"
"21"," Es stehen grundlegende Entscheidungen an."
"22"," Es gilt, den Klimaschutz im Verkehrsbereich endlich ernst zu nehmen und umzusetzen."
"23"," Es gilt, den Ressourcenschutz im Ver Matthias Gastelkehrsbereich endlich ernst zu nehmen und umzusetzen."
"24"," Dazu brauchen wir höhere Verkehrsanteile der Bahn."
"25"," Die Menschen wollen die Bahn."
"26"," Man merkt das daran, dass immer mehr Menschen die Bahn nutzen."
"27"," Aber so, wie sie sich heute präsentiert, ist sie, was Pünktlichkeit und Zuverlässigkeit angeht, alles andere als zufriedenstellend."
"28"," Genau hier setzt unser Antrag „Die Eisenbahn zum Rückgrat der Verkehrswende machen“ an."
"29"," Wir wollen erstens eine Angebotsoffensive."
"30"," In den letzten Jahren und Jahrzehnten wurden ganze Regionen und viele Großstädte von der Bahn abgekoppelt."
"31"," Wir müssen wieder dahin kommen, dass man mit der Bahn die Orte in der Fläche und die großen Städte erreicht und die Taktungen entsprechend stimmen."
"32"," Wir sind sehr froh, dass beim Thema Deutschland-Takt im Bundestag ein breiter Konsens herrscht:"
"33"," bessere Vertaktungen, besseres Umsteigen; Ziele, die heute nur schlecht erreichbar sind, werden wieder besser erreichbar."
"34"," Von Union und SPD wird aber die Frage nicht beantwortet, was passiert, wenn Angebote, die im Zielfahrplan vorgesehen sind, nicht eigenwirtschaftlich erbracht werden können."
"35"," Dazu sagen wir:"
"36"," Natürlich haben Wettbewerb und Eigenwirtschaftlichkeit Vorrang."
"37"," Wo es aber einen Wettbewerb nicht gibt und Eigenwirtschaftlichkeit nicht gegeben ist, muss der Staat Angebote ermöglichen, damit der Fahrplan, das Umsteigen und die Vertaktung tatsächlich funktionieren."
"38"," Zweitens brauchen wir faire Wettbewerbsbedingungen."
"39"," Wenn man sich anschaut, wie lang die Lkw-Kolonnen auf den Autobahnen inzwischen geworden sind, dann merkt man, dass es nicht richtig ist, wie das läuft."
"40"," Deswegen sagen wir:"
"41"," Alle Fahrzeuge ab 3,5 Tonnen müssen bemautet werden; Dieselsubventionen müssen schrittweise abgebaut werden; Kerosin gehört besteuert; die Trassenpreise für die Bahn gehören, wie auch die EU es möchte, auf das Grenzkostenprinzip abgesenkt, nicht nur für den Schienengüterverkehr und auch nicht befristet, wie es beschlossen wurde."
"42"," Drittens brauchen wir eine Investitionsoffensive."
"43"," Seit 1992 gab es im Bereich Straße ein Investitionsplus von 40 Prozent."
"44"," Die Investitionen im Bereich Schiene sind seither um 20 Prozent geschrumpft."
"45"," Jetzt ist endlich mal die Schiene dran."
"46"," Die Bedarfsplanmittel im Haushalt müssen hochgesetzt werden."
"47"," Wir brauchen ein Elektrifizierungsprogramm."
"48"," Wir brauchen ein Reaktivierungsprogramm, damit die Bahn wieder in die Fläche kommt."
"49","Viertens brauchen wir eine Strukturreform bei der Deutschen Bahn."
"50"," Wir brauchen hier endlich die Konzentration aufs Kerngeschäft."
"51"," Konzernteile wie Schenker oder Arriva, die kaum Gewinne an den Konzern abführen, braucht es nicht."
"52"," Wir brauchen keine Gewinnerzielungsabsicht in den Infrastruktursparten."
"53"," Die wollen wir in einem ersten Schritt zusammenlegen."
"54"," In einem zweiten Schritt wollen wir — das ist bekannt — zugunsten des Wettbewerbs und als saubere Lösung die Trennung von Infrastruktur und Verkehrssparten."
"55","Als Fazit kann ich festhalten:"
"56"," Wer die Bahn stärken, wer die Bahn tatsächlich zum Rückgrat der Verkehrswende machen will, der sorgt für bessere Angebote, und zwar überall im Land, der schafft faire Wettbewerbsbedingungen — zugunsten der Bahn — und der investiert gezielt in die Bahnknoten, und zwar nicht irgendwann, sondern jetzt.
 Vizepräsident Wolfgang "
