"","V1"
"1",""
"2"," Vielen Dank."
"3"," — Nächster Redner ist der Kollege Ansgar Heveling, Fraktion CDU/CSU."
"4"," Ansgar Heveling:"
"5","Herr Präsident! Liebe Kolleginnen und Kollegen! „Ich will nie etwas besitzen“, das soll Alexander von Humboldt in einem Brief aus Havanna an einen Freund geschrieben haben."
"6"," Jedenfalls habe ich dieses Zitat in einem Beitrag von Frau Professor Bénédicte Savoy im „Tagesspiegel“ vom 18."
"7"," Januar 2017 so gelesen."
"8","Beinahe ironisch muten diese Worte an, wenn wir heute über den Umgang mit Sammlungsgut aus kolonialen Kontexten sprechen."
"9"," Man bedenke, wie eng das Lebenswerk beider Humboldt-Brüder doch mit unserer einzigartigen modernen Museumslandschaft in Deutschland verwoben ist."
"10"," So sind sie auch Namensgeber eines ambitionierten Projektes, des Humboldt Forums in Berlin, in dem das Thema Kolonialismus breiten Raum einnehmen wird."
"11","Sowohl dessen bevorstehende Eröffnung als auch die Veröffentlichung eines Berichtes in Frankreich mit dem Titel „Die Restitution des afrikanischen Kulturerbes“, der die sofortige ungeprüfte Rückgabe aller Kulturgüter aus Frankreich fordert, erarbeitet von der eben von mir genannten Frau Professor Savoy in Zusammenarbeit mit Felwine Sarr, haben in den letzten Monaten die Diskussion um den Umgang mit kolonialem Erbe erneut intensiviert."
"12"," Auch wenn Deutschland vergleichsweise spät und kurz Kolonialmacht war, so ist doch der gesellschaftliche Diskurs darüber absolut notwendig."
"13","Zur Aufarbeitung der deutschen Kolonialgeschichte bekennt sich dementsprechend auch der Koalitionsvertrag explizit."
"14"," Wir haben dort verankert, dass wir die kulturelle Zusammenarbeit mit Afrika verstärken, einen stärkeren Kulturaustausch befördern, die Digitalisierung der deutschen Museumsbestände und die Aufarbeitung der Provenienzen voranbringen wollen."
"15"," Auch unsere Staatsministerinnen Monika Grütters und Michelle Müntefering haben dies in einem gemeinsamen Gastbeitrag in der „FAZ“ vom 15."
"16"," Dezember 2018 hervorgehoben."
"17","So wichtig die Aufgabe ist, so komplex gestaltet sich aber auch ein adäquater Umgang mit den Kulturgütern; denn Sammlungsgut aus kolonialen Kontexten befindet sich eben nicht nur in ethnologischen Museen, wie sich auf den ersten Blick vielleicht vermuten ließe, nein, beinahe alle Museumsgattungen sind hier in der Pflicht."
"18"," Dem „Leitfaden zum Umgang mit Sammlungsgut aus kolonialen Kontexten‘ des Deutschen Museumsbundes kann man entnehmen, dass es neben den ethnologischen auch um die naturkundlichen, historischen — auch stadtund militärhistorischen —, kunst- und kulturhistorischen, archäologischen und anthropologischen sowie Technikund Volkskundemuseen und -sammlungen geht."
"19","Genauso sind die Objektgruppen, über die wir sprechen, ganz unterschiedlicher Natur."
"20"," So gehören neben menschlichen Überresten zeremonielle Objekte und Herrschaftszeichen, aber auch technisches Gerät, Waffen, Uniformen, Kolonialwaren, Werbung für ebendiese, Objekte kolonialer Propaganda, Alltagsgegenstände sowie Objekte bildender Kunst dazu."
"21"," Sie stammen nicht allein aus den ehemaligen deutschen Kolonien, sondern aus der ganzen Welt."
"22","Mit welchen Schwierigkeiten die Rückgabe sensibler Kulturgüter verbunden sein kann, zeigt exemplarisch ein aktueller Fall, mit dem sich der Verfassungsgerichtshof Baden-Württemberg gerade in diesen Tagen befasst hat."
"23","Ansgar HevelingEine Bibel und eine Peitsche des namibischen Nationalhelden Hendrik Witbooi, gelagert im Linden-Museum in Stuttgart, sollten am 1."
"24"," Marz nach Namibia zurtickgebracht werden."
"25"," Dagegen hatte die Vereinigung der Nama-Stammesiltesten, deren Stamm Hendrik Witbooi angehörte, eine einstweilige Verfügung beim Verfassungsgerichtshof in Baden-Württemberg beantragt, die heute zurückgewiesen worden ist, sodass das Kulturgut jetzt doch nach Namibia zurückkehren kann."
"26","Wir können sicherlich auch nicht einfach hingehen und Verfahrensweisen, die wir im Umgang mit nationalsozialistischer Raubkunst entwickelt haben, auf den Umgang mit kolonialem Sammlungsgut eins zu eins übertragen."
"27"," Es ist auch keinem damit geholfen, kurzerhand eine Erinnerungsstätte zu bauen."
"28"," Die Entscheidung darüber kann nicht am Anfang einer Debatte stehen."
"29"," Man nehme nur den Vorschlag von Professor Parzinger, einen Raum der Stille zum Gedenken an die Opfer von Kolonialismus im Humboldt Forum einzurichten, mit dem er eine breite Diskussion ausgelöst hat."
"30","Wie geht es nun weiter? Zunächst steht seit Jahresbeginn über das Deutsche Zentrum Kulturgutverluste ein eigener Etat zur Förderung von Projekten der Provenienzforschung zum Sammlungsgut aus kolonialen Kontexten sowie zur thematischen Grundlagenforschung zur Verfügung."
"31"," Es wird also mehr Geld bereitgestellt, und ein erster wichtiger Schritt seitens des Bundes ist damit getan."
"32","Weiter haben im Oktober des vergangenen Jahres Bund und Länder eine Arbeitsgruppe im Rahmen der Kulturministerkonferenz gegründet, die eine gemeinsame Positionierung zum Umgang mit Kulturgut aus kolonialen Kontexten konzipieren soll; denn es geht ja eben gerade nicht nur um den Bund."
"33"," Unsere föderale Struktur im Kulturbereich zeigt eben, dass auch die Länder und die Kommunen eingebunden werden müssen."
"34","Außerdem wird die zweite Fassung des Leitfadens des Deutschen Museumsbundes in Bälde mit einer Erweiterung um eine internationale Perspektive erscheinen."
"35"," Die Ergebnisse beider Berichte werden unsere Beratungen sicher positiv beeinflussen und in eine Empfehlung zum Umgang mit Kunst- und Kulturgütern aus kolonialen Kontexten einfließen können."
"36","Stärker noch als bei der Aufarbeitung von NS-Raubkunst ist in dem vorliegenden Kontext aber sicherlich auch die Einbettung in einen international anerkannten Handlungsrahmen von Bedeutung."
"37","Ich möchte zum Schluss unterstreichen, dass die groBe Mehrheit der Fraktionen im Deutschen Bundestag die Aufgabe der Aenndeze zipe mit der deutschen und te und ihre Bedeutung für unsere als Gesellschaft sehr ernst nimmt."
"38"," Dementsprechend freuen wir uns auf konstruktive weitere BeratungenVielen Dank.
Vizeprasident Thomas "
