"","V1"
"1",""
"2","Vielen Dank."
"3"," — Weitere Wortmeldungen liegen nicht vor."
"4"," Ich schließe die Aussprache."
"5","Interfraktionell wird die Überweisung der Vorlage auf Drucksache 19/7735 an den Ausschuss für Kultur und Medien vorgeschlagen."
"6"," Sind Sie damit einverstanden? — Dann ist die Überweisung so beschlossen."
"7","Bevor ich den nächsten Tagesordnungspunkt aufrufe, möchte ich darauf hinweisen, dass wir mittlerweile 45 Minuten hinter der Zeit liegen, sodass, wenn alles so weiterläuft, die Debatte bis 2 Uhr morgen früh dauert und ich deshalb — auch mit Rücksicht auf die Mitarbeiter — von jetzt an eine strikte Einhaltung der Redezeiten durchsetzen werde."
"8"," Dafür haben Sie ganz sicher Verständnis; stellen Sie sich bitte darauf ein."
"9","Ich rufe Tagesordnungspunkt 11 auf:"
"10","Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes über steuerliche und weitere Begleitregelungen zum Austritt des Vereinigten Königreichs Großbritannien und Nordirland aus der Europäischen UnionDrucksache 19/7377 Beschlussempfehlung und Bericht des FinanzausschussesDrucksache 19/7959Hierzu liegen Anderungsantrage der Fraktion Die Linke sowie ein EntschlieBungsantrag der Fraktion der FDP vor."
"11","Nach interfraktioneller Vereinbarung sind für die Aussprache 38 Minuten vorgesehen."
"12"," — Das ist so beschlossen, da niemand widerspricht."
"13","Ich eröffne die Aussprache."
"14"," Als Erster hat der Kollege Metin Hakverdi für die Fraktion der SPD das Wort."
"15"," Metin Hakverdi:"
"16","Sehr geehrter Herr Präsident! Meine lieben Kolleginnen und Kollegen! Bis zum 30."
"17"," März sind es nur noch wenige Wochen."
"18"," Dennoch wissen wir immer noch nicht, was am 30."
"19"," März ganz genau passieren wird."
"20"," Das ausgehandelte Austrittsabkommen findet im britischen Unterhaus keine Mehrheit."
"21"," Daher ist es jetzt wichtig, dass wir auf den Ernstfall — ein No-Deal-Szenario — vorbereitet sind."
"22"," Deswegen treffen wir jetzt Notfallmaßnahmen für diesen Ernstfall."
"23"," Das Brexit-Steuerbegleitgesetz ist ein Baustein dieser Notfallmaßnahmen."
"24"," Schon jetzt danke ich den Mitarbeiterinnen und Mitarbeitern des Finanzministeriums und auch den Kolleginnen und Kollegen der Fraktionen hier im Hause für die gute Zusammenarbeit."
"25","Das britische Unterhaus steckt in einer Sackgasse."
"26"," Es gibt keine Mehrheit für das Austrittsabkommen."
"27"," Einig ist man sich im britischen Unterhaus, dass man die Europäische Union nicht ohne Austrittsabkommen verlassen will."
"28"," Gleichzeitig will man in London aber nur dann einem Abkommen zustimmen, wenn der Backstop, also die Auffanglösung für das irische Grenzregime, neu verhandelt wird."
"29","Es ist doch offensichtlich, liebe Kolleginnen und Kollegen, dass es im Hinblick auf das irische Grenzregime einen Zielkonflikt gibt:"
"30"," Wir, die EU und deren Mitgliedstaaten, wollen die Integrität unseres Binnenmarktes nicht gefährden."
"31"," London andererseits will die eigene Souveränität über die Grenzen und Handelsfragen zu 100 Prozent zurückhaben."
"32"," In diesem Zielkonflikt gibt es eine Schnittmenge:"
"33"," Es ist sowohl im Interesse der Europäischen Union als auch Londons, dass die Grenzen auf der irischen Insel nach dem Ausscheiden des Vereinigten Königreichs aus der Europäischen Union offen bleiben."
"34"," Der gefundene Kompromiss ist meiner Meinung nach für beide Seiten hinnehmbar."
"35"," Ich weiß nicht, wie in dieser Frage fünf vor zwölf eine bessere Lösung gefunden werden soll."
"36","Kolleginnen und Kollegen, in dieser Gemengelage können wir uns nicht auf London verlassen, können wir nicht auf das Unterhaus hoffen."
"37"," Daher sind unsere Notfallmaßnahmen dringend geboten."
"38"," Und das muss man hier und heute noch einmal unterstreichen:"
"39"," Dies sind Notfallmaßnahmen."
"40"," Wir würden einen geordneten Austritt dieser Notfallversion natürlich vorziehen, müssen aber für den Fall des ungeordneten Brexits mit diesemMetin HakverdiGesetz verhindern, dass Menschen in unserem Land allein wegen des Brexits steuerlich belastet werden."
"41"," Wir wollen die schützen, die darauf vertraut haben, dass das Vereinigte Königreich Mitglied der EU bleibt."
"42"," Wir regeln deshalb auch die steuerliche Förderung von Altersvorsorge innerhalb der Riester-Rente, die einen Brexit-Bezug hat."
"43"," Wichtiges Anliegen dieses Gesetzes ist schließlich, eventuelle Gefahren für die Stabilität unserer Finanzmärkte abzuwenden."
"44"," Daher geben wir der BaFin die notwendigen Kompetenzen, damit sie mit angemessenen Instrumenten ausgestattet ist, um Gefahren für unsere Finanzmärkte abzuwenden."
"45","Das sind im Kern die Ziele, die wir mit diesem Gesetz verfolgen."
"46"," Das Gesetz dient aber mitnichten dem Wettbewerb um Finanzplätze."
"47"," Es geht nicht darum, die europäischen Partner in einem Wettbewerb um den besten Finanzplatz in der Post-Brexit-Ära auszustechen."
"48"," Es geht nicht darum, möglichst viel vom britischen Finanzgeschäft abzugreifen."
"49"," Ein solches Ansinnen wäre unsolidarisch gegenüber unseren Partnern in der EU."
"50"," Wichtiger noch:"
"51"," So ein Verhalten ist kurzsichtig und steht im Widerspruch zu unseren nationalen Interessen."
"52"," Unser Finanzminister hat recht, wenn er Europa zu unserem wichtigsten Anliegen erklärt."
"53"," Das hat mit Pathos oder Idealismus nichts zu tun."
"54"," Es geht um handfeste deutsche Interessen."
"55"," Unser Interesse gilt einer geeinten EU und nicht Positionsgewinnen im Wettbewerb um Finanzmarktstandorte."
"56"," Liebe Kolleginnen und Kollegen von der FDP, wir lehnen Ihre Änderungsanträge ab, weil wir den Geist dieses innereuropäischen Wettbewerbs einfach nicht teilen."
"57"," Den Änderungsantrag der Linken lehnen wir ab, weil wir ihre rechtliche Bewertung hinsichtlich der Risikoträger nicht teilen."
"58","Kolleginnen und Kollegen, die europäische Solidarität ist das Fundament unserer wirtschaftlichen Prosperität."
"59"," Minister Altmaier kommt in diesen Stunden mit den EU-Handelsministern zusammen, um über den Handelskonflikt mit den USA zu beraten."
"60"," Mit einer geeinten EU können wir unsere eigenen nationalen Interessen besser vertreten."
"61","Zum Schluss deshalb ein Gesichtspunkt, der mir besonders am Herzen liegt."
"62"," Unabhängig davon, was beim Brexit am Ende herauskommt:"
"63"," Wir Deutsche und ganz Europa sind mit dem Vereinigten Königreich in einer Schicksalsgemeinschaft verbunden."
"64"," Das ergibt sich aus der Geografie unseres Kontinents, aber auch aus unserer gemeinsamen Geschichte."
"65","Daher sollte uns die Suche nach den kleinen Positionsgewinnen nicht die Sicht auf das große Ganze verstellen."
"66"," Die Münchner Sicherheitskonferenz hat uns alle daran erinnert:"
"67"," Es bildet sich immer deutlicher eine G-2-Welt mit den beiden Blöcken USA und China."
"68"," Wenn wir in dieser Welt bestehen und unsere Art zu leben in Freiheit, Sicherheit und Wohlstand erhalten wollen, dann brauchen wir eine geeinte Europäische Union und eine starke Partnerschaft mit dem Vereinigten Königreich."
"69","Vielen Dank für Ihre Aufmerksamkeit.
Vizepräsident Thomas "
