"","V1"
"1",""
"2"," Jetzt erteile ich das Wort der Kollegin Joana Cotar, fD."
"3"," Joana Cotar:"
"4","Sehr geehrter Herr Präsident! Werte Kollegen! Digitalisierung gestalten, Arbeit 4."
"5","0, Gigabit-Gesellschaft, Big Data, Disruption — Buzzwörter, die mittlerweile in keiner einzigen Bundestagsrede mehr fehlen dürfen."
"6"," Sie sollen zeigen:"
"7"," Wir haben verstanden! Die Regierung kümmert sich."
"8","Die Reden klingen gut, die Versprechen sind groß."
"9"," Doch die Realität sieht — leider — anders aus."
"10"," Das wichtige Querschnittsthema Digitalisierung wird in dieser Bundesregierung eben nicht wirklich ernst genommen."
"11"," Das wird auch in diesem Umsetzungspapier sehr deutlich:"
"12"," Es ist reines Stückwerk und keine koordinierte Strategie — symptomatisch für die Digitalpolitik der Bundesregierung."
"13"," Es gibt in Deutschland kein Digitalministerium, in dem alle Fäden zusammenlaufen; jeder kocht sein eigenes Süppchen."
"14"," Es gibt eine Digitalstaatsministerin ohne eigenes Budget, eine Abteilung für Digitalpolitik im Kanzleramt, ein Digitalkabinett und einen Digitalrat."
"15"," In allen Ministerien gibt es unzählige Referate, Abteilungen, Projekte, Kommissionen und Agenturen, die sich um die Digitalisierung kümmern."
"16"," Alle wollen sie mitreden, und niemand hat den Überblick."
"17"," Und genau das ist einer der Hauptgründe, warum all die schönen Versprechen in Sachen Digitalisierung, die wir seit Jahren hören, nicht umgesetzt werden."
"18"," Etwas zur Chefsache zu erklären, meine Damen und Herren von der Regierungsbank, sieht wirklich anders aus."
"19"," Ein Beispiel."
"20"," Jahr für Jahr verspricht uns die Regierung schnelles Netz für alle."
"21"," Schon 2009 versprach Angela Merkel „flächendeckendes Breitband für alle bis 2010“; 2010 wurde das Versprechen wieder einkassiert."
"22"," Dafür versprach die Kanzlerin dann, dass bis 2014 75 Prozent der Haushalte über „mindestens 50 Megabit“ verfügen sollten."
"23"," Bald gab sie zu:"
"24"," Auch das wird nichts."
"25"," — Dann ein neues Versprechen:"
"26"," Spätestens 2025 werde Deutschland mit Gigabitnetzen die beste digitale Infrastruktur der Welt haben."
"27"," Und schon jetzt wissen wir:"
"28"," Auch dieses Ziel wird nicht erreicht werden."
"29"," Eine Bankrotterklärung, liebe Bundesregierung! Bei Internetgeschwindigkeiten liegt Deutschland im internationalen Vergleich auf Platz 25 hinter Ländern wie Rumänien oder Lettland."
"30"," Beim Mobilfunk sieht es nicht viel besser aus; das weiß jeder Bürger, der verzweifelt versucht, auf Bahnfahrten längere Telefonate zu führen."
"31","Eines der wichtigsten Themen der heutigen Zeit:"
"32"," Cybersecurity."
"33"," Ohne Sicherheit ist diese schöne neue Welt nichts wert."
"34"," Auch die Regierung möchte die Cybersicherheit stärken und gründet dafür — mal wieder — eine Agentur; wir haben davon ja so wenig."
"35"," Gleichzeitig möchte die Regierung aber nur ihr bekannte Sicherheitslücken in IT-Produkten nicht schließen, sondern nutzen, wohl wissend, was für Schäden solche Exploits anrichten können."
"36"," Und Backdoors in Soft- und Hardware werden auch nicht abgelehnt; die Uberwachung muss schlieBlich umfassend sein."
"37"," Mit Verlaub, so steigern Sie die Sicherheit nicht, so fahren Sie auch das Thema Cybersecurity vor die Wand, meine Damen und Herren."
"38"," Wenn ich dann lese, dass man sich in dem Papier auch über das Internet auslässt und die Medienkompetenz der Menschen stärken will, dann schlage ich vor, dass wir gleich hier im Bundestag und auch auf EU-Ebene beginnen."
"39"," Wer allen Ernstes die Freiheit des Internets mit der Einführung von Upload-Filtern zerstören möchte, wer Zensur im großen Stil einführen möchte, weil er nicht verstanden hat, dass Algorithmen völlig ungeeignet sind, um Urheberrechtsverletzungen zu erkennen, der sollte bei digitalen Themen schlichtweg den Mund halten, liebe Kollegen von der Union und der SPD."
"40"," Im Koalitionsvertrag haben Sie Upload-Filter als unverhältnismäßig abgelehnt, nur um dann auf EU-Ebene umzufallen und die Anwendung genau dieser Filter zu beschließen."
"41"," Eine Petition mit fast 5 Millionen Unterschriften interessiert Sie nicht."
"42"," Beschwerdemails von jungen Menschen werden ignoriert, ja, mehr noch, diese Menschen werden von Ihnen wahlweise als Bots oder als Mob beschimpft."
"43"," Schämen Sie sich, meine Damen und Herren! Schämen Sie sich in Grund und Boden! Ihr Koalitionsvertrag ist das Papier nicht wert, auf dem er steht, und das ist mit dieser visionslosen Umsetzungs-,,‚Strategie‘“ für die Digitalisierung leider nicht anders:"
"44"," Viele Worte, verstreute Einzelmaßnahmen, wenig dahinter."
"45"," So bringen Sie Deutschland nicht nach vorne, und das Nachsehen hat wieder einmal der Bürger."
"46"," Präsident Dr.
 Wolfgang "
