"","V1"
"1",""
"2","Der nächste Redner ist der Kollege Karsten Hilse für die AfD-Fraktion."
"3"," Karsten Hilse:"
"4"," Herr Präsident! Meine Damen und Herren! Mit Erlaubnis des Präsidenten beginne ich mit einem Zitat:"
"5","Fast 200 Tote Jahr für Jahr, und das über viele Jahrzehnte hinweg:"
"6"," im Frieden ein hoher Blutzoll."
"7"," Russland hatte ihn im 19."
"8"," Jahrhundert zu leisten."
"9"," Fast 200 Menschen fielen jährlich dem gefährlichsten Raubtier zum Opfer, das Europa kannte:"
"10"," dem WolfDas stammt nicht von einer Verschwörungsseite."
"11"," So beginnt ein Artikel der Zeitung „Welt“ vom 13."
"12"," Dezember 2018."
"13","In meiner letzten Rede zum Thema Wolfsmanagement habe ich auf mehrere Probleme hingewiesen, die es zu lösen gilt."
"14"," Erstens:"
"15"," konkret festlegen, welche Tiere geschützt werden sollen."
"16"," Mit der allgemein gehaltenen Artbezeichnung Canis lupus sind laut Berner Konvention und FFH-Richtlinie alle Wolfsarten, wie zum Beispiel Polarwolf, Indischer Wolf, Arabischer Wolf und Ägyptischer Wolf, als heimisch zu betrachten und streng zu schützen."
"17"," Zweitens:"
"18"," feststellen, welche Tiere hier leben."
"19"," Mit der Genanalyse, die das Senckenberg-Institut verwendet, ist nicht festzustellen, ob es sich um Wolfsmischlinge handelt."
"20"," — Schreien Sie ruhig, Herr Trittin."
"21"," Kein Problem."
"22"," — Hier bedarf es Schädelanalysen, wie von Herrn Gerhards vom Verein Sicherheit und Artenschutz bereits durchgeführt."
"23"," Das Ergebnis war für alle, die nicht nur links-grüne Tagträumer sind, sondern sich mit dem Thema ernsthaft auseinandersetzen, erwartbar:"
"24"," Alle sechs untersuchten Schädel stammten von Wolf-Hund-Hybriden."
"25"," Kollegen aus Kanada und Finnland - die sollten es wissen - kamen schon bei der Analyse der zugesandten Fotos zum selben Ergebnis."
"26"," Das größte Problem aber ist, dass es sich um ein unverantwortliches und folgenschweres Experiment handelt, ein vorrangig in sehr dünn oder gar nicht besiedelten Gebieten lebendes großes Raubtier in ein dicht besiedeltes Gebiet zu bringen — wohl wissend um die möglichen Folgen."
"27"," Niemand hat Ihnen das Recht gegeben, dieses Experiment durchzuführen."
"28"," Die Folgen laufen genau wie bei der großen Transformation aus dem Ruder."
"29"," Während die große Transformation Mord, Totschlag und Vergewaltigung in nie dagewesenem Ausmaß und eine Verrohung der Gesellschaft bringt, verursacht das Wolfsexperiment Schäden in Höhe von Hunderttausenden von Euro."
"30"," Was ist seit der letzten Debatte passiert? Und vor allen Dingen:"
"31"," Was ist aus den Forderungen in dem von der CDU eingebrachten Antrag geworden? Gar nichts! Der Wahlverlierer Kretschmer zieht immer noch durchs schöne Sachsen und erzählt den Leuten, was sie zum Wolf hören wollen und dass man sich kümmert."
"32"," Nebenbei werden noch Wahlgeschenke gemacht, natürlich von dem Geld, was den Bürgern sowieso gehört."
"33","Karsten HilseFrau Kramp-Karrenbauer hat bestatigt, dass die CDU ihren Transformationsprozess hin zu einer sozialdemokratischen Partei offensichtlich vollzogen hat."
"34"," Die FDP holt ihren Antrag wieder hervor, nachdem in den Medien berichtet wurde, dass sich die Zahl der Wolfsangriffe in einigen Gebieten verdoppelt hat — wohl wissend, dass diese Bundesregierung nie ein Gesetz vorlegen wird, das Ihre Forderungen enthält."
"35"," Vernunft bei dieser Bundesregierung? Fehlanzeige! Der links-grüne Träumerblock hält am Weiter-so in der Wolfspolitik fest."
"36"," Der Wolf ist das zu verehrende heilige Tier."
"37"," Derweil werden tausende Nutztiere teilweise bei lebendigem Leibe gefressen."
"38"," Das bringt mich dazu, den Tierfreunden an den Bildschirmen mal deutlich zu machen, dass Wölfe ihre Beute eben nicht immer, wie es Raubkatzen tun, mit einem Kehlbiss töten."
"39"," Die Beute wird oft genug bei lebendigem Leibe gefressen."
"40"," Die Tiere sterben qualvoll irgendwann an Blut- un Massemangel."
"41"," Solche Details werden den Wolfspaten in den Großstädten natürlich vorenthalten."
"42"," Es könnte ja sein, dass ihre monatlichen Spenden ausbleiben und sich einige Wolfsmanager einen neuen Job suchen müssen."
"43"," Was sagt nun aber die betroffene Landbevölkerung? Was macht der Weidetierhalter, wenn Isegrim ihn zum wiederholten Male heimgesucht hat, wenn er am Morgen auf die Weide kommt und er mehrere seiner Schafe gerade noch lebendig, mit aufgerissenen Bäuchen, herausquellenden Gedärmen oder angefressenen Hinterläufen vorfindet? Er schreitet zur Tat."
"44","Wenn eine Regierung die Menschen mit ihren Sorgen allein lässt und sie gleichzeitig bei der Migrationspolitik tausendfachen Rechtsbruch begeht,sinkt die Hemmschwelle der Betroffenen, das Problem allein zu lésen."
"45"," So wie einige auf anderen Gebieten die Lehren aus derGeschichte nicht ziehen, aus den Erfahrungen der vorherigen Generationen nicht lernen, so ignorieren Sie auch beim Thema Wolf die bekannten Gefahren — sogar für den Menschen."
"46"," In dem schon erwähnten Artikel heißt es dazu sehr treffend:"
"47","Zu Beginn des 21."
"48"," Jahrhunderts ist der Wolf, unterstützt von Umweltschützern und Naturromantikern, wieder zurückgekehrt in die freie Wildbahn — und man wartet nur, nach Dutzenden Attacken auf Schafe und andere Nutztiere auf den ersten Angriff auf einen Menschen."
"49"," Überrascht sein kann davon nur, wer den Kampf der Europäer gegen Canis lupus nicht kennt oder verdrängt hat."
"50","Vielen Dank."
"51","Vizepräsident Dr.
 Hans-Peter "
