"","V1"
"1",""
"2","Nächste Rednerin ist die Fraktionsvorsitzende von Bündnis 90/Die Grünen, Katrin Göring-Eckardt."
"3","Katrin Göring-Eckardt:"
"4","Herr Präsident! Liebe Kolleginnen und Kollegen! Herr Seehofer! Herr Heil! Herr Seehofer, Sie hatten sich ja eigentlich vorgenommen, über Migration lieber gar nicht zu reden."
"5"," Einwanderung — das ist Migration — ist ja in Ihrem Duktus ,,die Mutter aller Probleme“."
"6"," In Wahrheit ist Einwanderung die Mutter vieler Lösungen, insbesondere beim Fachkräftemangel."
"7"," Ich finde, das müssen Sie endlich akzeptieren, statt weiter rumzuschwurbeln, einzuschränken und zurückzugehen."
"8"," Sie haben auch heute wieder mehr über Ordnung und Begrenzung geredet als darüber, dass wir tatsächlich Einwanderung brauchen in diesem Land, und zwar von Fachkräften."
"9"," Sie haben sich ja nicht mal getraut, das Gesetz so zu nennen."
"10"," Sie nennen es Fachkräfte- — und dann weiß man schon nicht mehr genau, wie man sagen soll."
"11"," Es ist ein Einwanderungsgesetz."
"12"," Wir sind ein Einwanderungsland."
"13"," Und dieses Einwanderungsland braucht ein modernes Einwanderungsgesetz."
"14"," Die Bundesregierung ist gerade sehr kreativ bei der Namensgebung von Gesetzen."
"15"," Für das, was Sie uns hier heute vorlegen, habe ich einen Vorschlag."
"16"," Ich sage:"
"17"," Das ist eher ein Fachkräfteei derungsverhinderungsg setz."
"18"," Es reicht nicht mehr, es zu unterlassen, Einwanderung aktiv zu verhindern."
"19"," Wir müssen sie jetzt fördern."
"20"," Wir müssen jetzt dafür sorgen, dass klar ist:"
"21"," Wir sind ein guter Standort."
"22"," Wir schaffen gute Bedingungen, übrigens auch für die Familien; denn Menschen, die als Fachkräfte hierherkommen, haben Familie, sie müssen abgesichert werden, und sie müssen auch eine Chance haben."
"23"," Deswegen:"
"24"," Geben Sie sich endlich einen Ruck bei der Beratung des Gesetzes, und sorgen Sie endlich dafür, dass es Einwanderung gibt, dass wir die besten Kräfte bekommen für die vielen Bereiche, in denen wir sie tatsächlich brauchen."
"25"," Wir als Grüne haben etwas vorgelegt, die FDP hat etwas vorgelegt, die SPD hat etwas vorgelegt."
"26"," Was wir jetzt haben, ist wieder mal nichts anderes als ein kleinster gemeinsamer Nenner."
"27"," Und die Unternehmen sind ja nicht mehr leise, sondern laut und sagen:"
"28"," Wir sind auf Einwanderung angewiesen."
"29"," Es geht um die Besetzung von Ausbildungsstellen, es geht um qualifizierte Fachkräfte, es geht um aktuell 1 Million unbesetzte Stellen."
"30","Liebe Frau Ferschl, ich glaube, dass wir uns sicher einig sind, wenn es darum geht, dass man Arbeitsbedin Katrin Göring-Eckardtgungen verbessern muss."
"31"," Aber zu der Behauptung, das würde dann schon reichen, wir brauchten keine Einwanderung, sage ich Nein."
"32"," Das wird nicht reichen, weder angesichts des Fachkräftemangels noch angesichts der demografischen Entwicklung."
"33"," Beides gehört für mich zusammen:"
"34"," gute Arbeitsbedingungen und Einwanderung."
"35"," Ich nenne ein paar Beispiele:"
"36"," energetische Sanierung von Häusern."
"37"," Darüber reden alle, das wollen alle."
"38"," Es fehlen jedoch aktuell 100 000 Handwerker."
"39"," In diesem Bereich gibt es besonders viele offene Stellen."
"40"," 20 Prozent der offenen Stellen entfallen auf den Industriesektor, 17 Prozent auf den Handel, 10 Prozent auf das Gesundheitswesen und hier vor allem auf die Pflege."
"41"," Es bringt auch nichts, dass wir hier immer wieder beschwören:"
"42"," Wir brauchen mehr Pflegekräfte."
"43"," Es bringt nichts, dass wir immer wieder beschwören, wo wir überall Veränderungen, Innovationen und Investitionen brauchen, wenn am Schluss die Leute fehlen, die es umsetzen können."
"44"," Herr Seehofer, Sie haben das in einem Nebensatz gesagt, aber eigentlich müsste darauf eine große Offensive folgen:"
"45"," Der Fachkräftemangel gefährdet den Wohlstand in Deutschland, unsere gute Entwicklung."
"46"," — Wenn man das erkannt hat, dann muss man doch aktiv werden und handeln."
"47"," Es muss doch allen klar sein:"
"48"," Dieses Deutschland wirbt in der ganzen Welt um die besten Kräfte."
"49"," Dieses Deutschland sorgt dafür, dass die Fachkräfte hierherkommen wollen, und es macht nichts Verschwurbeltes, das am Ende immer noch so wirkt, als wollten wir es eigentlich nicht, sondern seien nur getrieben."
"50"," Das ist der falsche Weg, meine Damen und Herren."
"51"," Die Beispiele sind vielfältig, wir kennen sie alle."
"52"," Unternehmensnachfolge:"
"53"," Googeln Sie mal „Kasseler Traditionsbäckerei kämpft ums Überleben“, „Berliner Bäckerin, 82, findet keinen Nachfolger“."
"54"," In so einer Situation muss die Botschaft doch klar sein:"
"55"," Wir strengen uns wirklich an."
"56","Wir Grünen haben einen Vorschlag gemacht:"
"57"," eine Talentkarte, mit der man sich in Deutschland ein Jahr lang nach Arbeit umsehen kann."
"58"," Den Lebensunterhalt dürfte man in dieser Zeit übrigens auch mit geringqualifizierter Tätigkeit bestreiten."
"59"," Wie sieht Ihre Regelung aus? Man darf für ein halbes Jahr kommen, aber man hat Arbeitsverbot in diesem halben Jahr."
"60"," Wer bitte schön soll das denn machen? Wer bitte schön soll so viel Geld mitbringen können, dass er oder sie sich dann hier einen Fachkräftejob suchen kann? Wer bitte schön soll denn, wenn er beispielsweise im Thüringer Wald in einem Krankenhaus arbeiten will, schon von zu Hause das Geld mitbringen können, um hier ein halbes Jahr zu überleben? Das ist impraktikabel."
"61"," Das geht nicht; das ist das Gegenteil dessen, was wir brauchen, meine Damen und Herren."
"62","Auch bei der Berufsausbildung ist es so:"
"63"," Sie öffnen die Tür einen ganz kleinen Spalt."
