"","V1"
"1",""
"2"," Ich schließe die Aussprache."
"3","Interfraktionell wird Überweisung der Vorlage auf Drucksache 19/9968 an die in der Tagesordnung aufgeführten Ausschüsse vorgeschlagen."
"4"," Sind Sie damit einverstanden? — Das ist der Fall."
"5"," Dann ist das so beschlossen."
"6","Wir kommen zu Tagesordnungspunkt 11:"
"7","Beratung der Beschlussempfehlung und des Berichts des Finanzausschusses zu dem Antrag der Abgeordneten Fabio De Masi, Jörg Cezanne, Klaus Ernst, weiterer Abgeordneter und der Fraktion DIE LINKEKonzerntransparenz gegen SteuerfluchtDrucksachen 19/7906, 19/8388 Wir werden über die Beschlussempfehlung später namentlich abstimmen."
"8","Interfraktionell sind 38 Minuten vereinbart."
"9"," — Es gibt keinen Widerspruch."
"10"," Dann ist das so beschlossen."
"11","Ich eröffne die Aussprache."
"12"," Der erste Redner ist der Kollege Lothar Binding für die SPD-Fraktion."
"13"," Lothar Binding:"
"14","Herr Präsident! Sehr verehrte Damen und Herren! Liebe Kolleginnen und Kollegen! Zunächst eine Vorbemerkung:"
"15"," Wir haben in Deutschland, glaube ich, eine einmalige Unternehmenslandschaft."
"16"," Wir haben hervorragende Konzerne, hervorragende Familienunternehmen, eine hervorragende Handwerkerlandschaft, wir haben hervorragende Arbeitnehmerinnen und Arbeitnehmer, die das Bruttoinlandsprodukt erarbeiten und die auch Vermögen schaffen."
"17","Wer auf eine Konzernseite geht, sieht, dass dort eine hohe Transparenz angekündigt wird."
"18"," Dort stehen Sätze wie:"
"19"," „Sie bekommen einen exklusiven Einblick in unseren global agierenden Konzern“ — Transparenzgewinn ist ein Wort, das ganz oft vorkommt -, „Sie können die Geschäfte etwas genauer kennenlernen“."
"20"," Und:"
"21"," „Wir wollen“ — ganz anständig — „viel an das Gemeinwesen zurückgeben“."
"22"," Sie finden wirklich ganz tolle Ankündigungen, und die glauben wir den Konzernen auch."
"23"," Sie haben allen Grund, öffentlich mit ihren Informationen umzugehen."
"24"," Deshalb ist es auch gut, dass es diesen Antrag gibt; denn der Antrag unterstützt genau diese Transparenz, diese Offenheit."
"25"," Er formuliert:"
"26","Würden Konzerne Kennzahlen wie Umsatz, Gewinn und Steuern für jedes Land einzeln ausweisen, ließe sich Gewinnverkürzung besser erkennen."
"27","Das ist die große Hoffnung."
