"","V1"
"1",""
"2","Vielen Dank."
"3"," — Die Kollegin Ute Vogt, SPD-Fraktion, die Kollegin Helin Evrim Sommer, Die Linke, der Kollege Olaf in der Beek, FDP-Fraktion, der Kollege Dr."
"4"," Georg Kippels, CDU/CSU-Fraktion, und die Kollegin Gabriela Heinrich, SPD-Fraktion, haben ihre Reden zu Protokoll gegeben."
"5","Damit ist die Aussprache geschlossen."
"6","Interfraktionell wird Überweisung der Vorlage auf Drucksache 19/6439 an die in der Tagesordnung aufgeführten Ausschüsse vorgeschlagen."
"7"," Sind Sie damit einverstanden? — Ich sehe, das ist der Fall."
"8"," Dann ist die Überweisung so beschlossen."
"9","Ich rufe den Tagesordnungspunkt 21 auf:"
"10","Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Umsetzung der zweiten Aktionärsrechterichtlinie FinanzausschussNach einer interfraktionellen Vereinbarung sind für die Aussprache 27 Minuten vorgesehen."
"11"," — Ich höre keinen Widerspruch."
"12"," Dann ist das so beschlossen."
"13","Ich eröffne die Aussprache und erteile als erstem Redner dem Parlamentarischen Staatssekretär Christian Lange für die Bundesregierung das Wort."
"14"," Christian Lange, Parl."
"15"," Staatssekretär bei der Bundesministerin der Justiz und für Verbraucherschutz:"
"16","Guten Abend, Herr Präsident! Liebe Kolleginnen und Kollegen! Mit dem Gesetzentwurf zur Umsetzung der zweiten Aktionä hterichtlinie — kurz:"
"17"," ARUG II — zieht die Bundesregierung weitere Konsequenzen aus der Finanzkrise."
"18"," Statt kurzfristiger Gewinnoptimierung muss der nachhaltige und langfristige Unternehmenserfolg ins Zentrum rücken."
"19"," Das gilt für das Management der Unternehmen, aber auch für die institutionellen Anleger."
"20","Hierzu stärken wir die Transparenz zwischen Unternehmen und Anlegern und fördern wir die langfristige Mitwirkung der Aktionäre börsennotierter Gesellschaften durch Maßnahmen in vier Bereichen:"
"21","Erstens."
"22"," Die Vergütung von Vorstand und Aufsichtsrat wird transparenter, und die Hauptversammlung wird stärker einbezogen."
"23","Zweitens."
"24"," Die Kommunikation zwischen der Gesellschaft und ihren Anlegern wird verbessert, um echte Aktionärsmitwirkung zu erleichtern."
"25","D Anlage 10 Drittens."
"26"," Die Ziele und Entscheidungsprozesse institutioneller Anleger, von Vermögensverwaltern und von Stimmrechtsberatern werden transparenter gestaltet und sollen sich stärker an den langfristigen Interessen der von ihnen repräsentierten Pensionäre und Versicherungsnehmer ausrichten."
"27","Viertens."
"28"," Wesentliche Geschäfte der Gesellschaft mit nahestehenden Personen — sogenannte Related Party Transactions —, die ein erhöhtes Risiko des Missbrauchs aufweisen, werden ungeachtet des schon bestehenden hohen Schutzniveaus unseres Aktienrechts weiteren Kontrollmechanismen unterworfen."
"29","Lassen Sie mich wenige Punkte besonders hervorheen:"
"30","Dass sich der europäische Gesetzgeber mit den Geschäften mit nahestehenden Personen — mit den Related Party Transactions — befasst, ist zu begrüßen."
"31"," Freilich enthält das deutsche Recht schon vernünftige, ausdifferenzierte Regelungen zur sachgerechten Behandlung dieser Fälle — allen voran unser Konzernrecht."
"32"," Durch eine behutsame Umsetzung des Richtlinieninhaltes ist es gelungen, diesen Standard im ARUG II zu erhalten und im Sinne der Richtlinie fortzuentwickeln."
"33","Der Entwurf wendet sich ferner den institutionellen Anlegern zu, die zwischen der Gesellschaft und den Endbegünstigten stehen."
"34"," Institutionelle Anleger und Vermögensverwalter müssen in Zukunft ihre Strategien offenlegen."
"35"," Institutionelle Anleger arbeiten im Interesse der Pensionäre und Versicherungsnehmer und nicht, um möglichst hohe Gebühren zu erzielen."
"36","Dies wird flankiert durch Maßnahmen zur Verbesserung des Informationsflusses zwischen der Gesellschaft und in- und ausländischen Anlegern gleichermaßen."
"37"," Gerade auch Kleinanlegern wird dadurch die Wahrnehmung ihrer Rechte erleichtert."
"38","Im Bereich der Vorstandsvergütung gehen wir den durch vorangegangene Gesetzesinitiativen eingeschlagenen Weg weiter."
"39"," Die Erstellung eines Vergütungssystems für den Vorstand wird zwingend."
"40"," Es gibt den Rahmen fir die konkrete Vergütung vor."
"41"," Für die ausbezahlte Vergütung wird ein zwingender Vergütungsbericht eingeführt, der auch auf die Entwicklung der Vorstandsvergütung und der durchschnittlichen Belegschaftsvergütung in den letzten Jahren eingehen muss."
"42"," Die Hauptversammlung muss also über das Vergütungssystem abstimmen."
"43","Wir schlagen ein beratendes Votum vor."
"44","Dies führt zu einer Einbindung sowohl der Eigentümer als auch der Arbeitnehmer; denn mit dem beratenden Votum obliegt die Letztentscheidung über das Vergütungssystem weiterhin dem mitbestimmten Aufsichtsrat, in dem sowohl Eigentümer als auch Arbeitnehmer repräsentiert sind."
"45","Die Vergütungskompetenz des Aufsichtsrats, seine Verantwortung und notfalls auch seine Haftung sind also zentrale Elemente der Corporate Governance."
"46"," Das wollen wir nicht verwässern."
"47"," Wir wollen den Aufsichtsrat nicht aus dieser Verantwortung entlassen."
"48","Parl."
"49"," Staatssekretär Christian LangeIch bitte Sie deshalb um Unterstützung des Gesetzentwurfs der Bundesregierung.
 Vizepräsident Wolfgang "
