"","V1"
"1",""
"2","Liebe Kolleginnen und Kollegen, die Kolleginnen und Kollegen Saskia Esken, SPD-Fraktion, Manuel Höferlin, FDP-Fraktion, Petra Pau, Die Linke, Dr."
"3"," Konstantin von Notz, Bündnis 90/Die Grünen, und Marian Wendt, CDU/ CSU-Fraktion, haben ihre Reden zu Protokoll gegeben."
"4","” Damit ist die Aussprache geschlossen."
"5","Tagesordnungspunkt 22."
"6"," Interfraktionell wird Überweisung der Vorlage auf Drucksache 19/9737 an die in der Tagesordnung aufgeführten Ausschüsse vorgeschlagen."
"7"," Sind Sie damit einverstanden? — Ich sehe, das ist der Fall."
"8"," Dann ist die Überweisung so beschlossen."
"9","Zusatzpunkt 12."
"10"," Interfraktionell wird Überweisung der Vorlage auf Drucksache 19/9929 an die in der Tagesordnung aufgeführten Ausschüsse vorgeschlagen."
"11"," Die Federführung ist jedoch strittig."
"12"," Die Fraktionen der CDU/CSU und SPD wünschen Federführung beim Ausschuss für Inneres und Heimat, die Fraktion der FDP wünscht Federführung beim Ausschuss Digitale Agenda."
"13"," Wir kommen jetzt zu einer Kampfabstimmung."
"14","Ich lasse zuerst über den Überweisungsvorschlag der Fraktion der FDP — Federführung beim Ausschuss Digitale Agenda — abstimmen."
"15"," Wer stimmt für diesen Überweisungsvorschlag? — Frau Brantner, ich danke Ihnen wirklich ganz herzlich."
"16"," — Wer stimmt dagegen? — Wer enthält sich? — Keiner."
"17"," Dann ist dieser Überweisungsvorschlag mit den beiden Stimmen der Mitglieder der FDP-Fraktion, der Fraktionen Bündnis 90/Die Grünen und der Linken gegen die Stimmen von CDU/CSU-, SPD- und AfD-Fraktion abgelehnt."
"18","Ich lasse nun abstimmen über den Überweisungsvorschlag der Fraktionen der CDU/CSU und SPD, Federführung beim Ausschuss für Inneres und Heimat."
"19"," Wer stimmt für diesen Überweisungsvorschlag? — Wer stimmt dagegen? — Die AfD-Fraktion muss sich entscheiden."
"20"," — Ich kann das auch so identifizieren:"
"21"," Enthaltungen keine."
"22","D Anlage 12Vizepräsident Wolfgang KubickiDann ist dieser Uberweisungsvorschlag mit den Stim- Wir sind damit am Schluss unserer heutigen Tagesmen von CDU/CSU und SPD und einigen Stimmen der | ordnung."
"23"," AfD-Fraktion on ."
"24"," Ich berufe die nächste Sitzung des Deutschen Bundestags auf heute, Freitag, den 10."
"25"," Mai 2019, 9 Uhr, ein."
"26"," gegen die Stimmen der anderen Mitglieder der AfD-Frak- Die Sitzung ist geschlossen."
"27"," Ich wünsche noch einention und der Restfraktion der FDP, der Fraktion Bünd- angenehmen Abend — oder eine angenehme Nacht."
"28"," nis 90/Die Grünen und der Fraktion Die Linke angenommen."
"29","Anlage 1Entschuldigte AbgeordneteAltmaier, Peter CDU/CSU Barley, Dr."
"30"," Katarina SPD Behrens, Manfred CDU/CSU Bleser, Peter CDU/CSU Brackmann, Norbert CDU/CSU Gnodtke, Eckhard CDU/CSU Hampel, Armin-Paulus AfD Hartmann, Verena AfD Held, Marcus SPD Helling-Plahr, Katrin FDP Heßenkemper, Dr."
"31"," Heiko AfD Höchst, Nicole AfD Lischka, Burkhard SPD Luksic, Oliver FDP Maas, Heiko SPD Magnitz, Frank AfD Magwas, Yvonne* CDU/CSU Marks, Caren SPD Mayer, Stephan CDU/CSU Merkel, Dr."
"32"," Angela CDU/CSU Müntefering, Michelle SPD Neu, Dr."
"33"," Alexander S."
"34"," DIE LINKE Nietan, Dietmar SPD Nord, Thomas DIE LINKE Petry, Dr."
"35"," Frauke* fraktionslos Post, Achim SPD Protschka, Stephan AfD Anlagen zum Stenografischen BerichtAbgeordnete AbgeordneteRaabe, Dr."
"36"," Sascha Remmers, IngridRief, JosefRoth, MichaelRüffer, CorinnaSchäfer, Anita Scheuer, AndreasSchmidt, Dagmar Schulz, JimmySchulz, MartinSchulz-Asche, KordulaSeitz, Thomas Steffel, FrankTauber, Dr."
"37"," PeterZimmermann, Sabine* aufgrund gesetzlichen MutterschutzesAnlage 2SPDDIE LINKE CDU/CSU SPDBÜNDNIS 90/ DIE GRÜNENCDU/CSU CDU/CSU SPD FDP SPDBÜNDNIS 90/ DIE GRÜNENAfD CDU/CSU CDU/CSUDIE LINKEErklärung nach $ 31 GOder Abgeordneten Canan Bayram und Erhard Grundl zu der namentlichen Abstimmung über die Beschlussempfehlung des Auswärtigen Ausschusses zu dem Antrag der Bundesregierung:"
"38"," Fortsetzung der Beteiligung bewaffneter deutscher Streitkräfte an der Multidimensionalen Integrierten Stabilisierungsmission der Vereinten Nationenin MaliDen Antrag der Bundesregierung, weiterhin Bundeswehrsoldaten nach Mali zu entsenden, lehnen wir ab undstimmen heute mit Nein."
"39","Ziel von MINUSMA ist die Umsetzung des Abkommens für Frieden und Aussöhnung in Mali, die Förde rung der nationalen Aussöhnung auf allen Ebenen - zwischen den Ethnien und Landesteilen —, die Entwicklung von Projekten zur Stabilisierung im Norden Malis, die Wahrnehmung von Beobachtungs- und Beratungsaufgaben und die Wahrnehmung von Schutz- und Unterstützungsaufgaben."
"40"," Dabei findet die Beteiligung deutscher Truppen im Rahmen einer Stabilisierungsmission der Vereinten Nationen statt."
"41"," Die angegebenen Ziele halten wir in der bestehenden UN-Mission bei der Lage in Mali für nicht machbar."
"42","Der malischen Regierung ist es bisher nicht gelungen, die notwendigen und geforderten Reformmaßnahmen umzusetzen."
"43"," Diese Anstrengungen wären aber die Grundlage einer substanziellen Besserung vor Ort und würden die Bundeswehrmission einbetten in einen erfolgreichen politischen Prozess."
"44"," Dies kann aktuell allerdings nicht beobachtet werden:"
"45"," Die Korruption im Land wird als sehr hoch beschrieben, die Sicherheitslage in einigen Landesteilen wird immer gefährlicher, und die MINUSMA-Mission hat kein hohes Ansehen und Legitimation in der Bevölkerung."
"46"," Die Umsetzung des Friedensvertrages wird von der malischen Regierung nicht forciert — ethnische Konflikte nehmen zu und werden teilweise von der malischen Regierung entweder nicht entschärft oder gar genutzt."
"47","Mithin wird deutlich, dass politische Konflikte nicht durch militärische Maßnahmen gelöst werden können."
"48"," Daher liegt es an der Bundesregierung, gerade im zivilen und politischen Bereich in Mali das Engagement zu intensivieren statt ihre Verantwortung mit dem militärischen Beitrag als geleistet anzusehen."
"49"," Die bisherige Strategie der Bundesregierung ist dementsprechend zum Scheitern verurteilt und sollte beendet werden."
"50","Festzuhalten bleibt an dieser Stelle, dass zivile und friedenssichernde Maßnahmen umgesetzt werden müssen."
"51"," Hier ist das Potenzial auch für die Unterstützung der Bundesrepublik Deutschland noch lange nicht ausgeschöpft."
"52"," Ein stärkeres Engagement bei der Umsetzung der angestrebten politischen Reformen, die finanzielle Unterstützung zivilgesellschaftlicher Akteure und die Auswertung der bisherigen Bemühungen in Mali sowie der internationalen Unterstützung wären zu leisten."
"53","MINUSMA gilt für die deutschen Soldaten — neben Afghanistan — als die gefährlichste aller Missionen, an der die Bundeswehr beteiligt ist."
"54"," Dieser Beteiligung kann nicht zugestimmt werden, weil keine ausreichenden politischen Maßnahmen zur Stabilisierung laufen."
"55"," Hier muss die Bundesregierung entschieden nachbessern und die notwendigen Schritte zügig und umfassend einleiten."
"56"," Das kann auf verschiedenen Ebenen passieren — finanziell, durch Aktivitäten vor Ort und durch internationale Unterstützung."
"57","So lange diese Seite der Unterstützung nicht ausreichend abgedeckt ist, ist die Stabilisierungsmission auch auf militärischer Seite zum Scheitern verurteilt und dementsprechend abzulehnen."
"58"," Die Entsendung von Bundeswehrsoldaten in diese Region halten wir für nicht verantwortbar."
"59"," Anlage 3 Erklärung nach $ 31 GOder Abgeordneten Canan Bayram und Erhard Grundl zu der namentlichen Abstimmung über die Beschlussempfehlung des Auswärtigen Ausschusses zu dem Antrag der Bundesregierung:"
"60"," Fortsetzung der Beteiligung bewaffneter deutscher Streitkräfte an der Militärmission der Europäischen Union als Beitrag zur Ausbildung der malischen StreitkräfteDen Antrag der Bundesregierung, dass weiterhin Bundeswehrsoldaten in Mali an der Ausbildung der malischen Streitkräfte beteiligt werden, lehnen wir ab und stimmen heute mit Nein."
"61","Ziel der EU-geführten Ausbildermission in Mali ist vor allem die Durchführung von militärischer Ausbildung malischer Sicherheitskräfte sowie von Sicherheitskräften der G-5-Sahel — Mauretanien, Mali, Niger, Burkina Faso, Tschad -, Beratung des malischen Verteidigungsministeriums und der operativen Führungsstäbe der malischen Streitkräfte sowie die Wahrnehmung von Schutz- und Unterstützungsaufgaben — auch zur Unterstützung von Personal bei MINUSMA."
"62","Gerade die Ausbildung der G-5-Sahel-Einsatztruppe muss absolut kritisch betrachtet werden."
"63"," Ein Fokus dieser Militäreinheit ist die „Terror- und Schleuserbekämpfung“."
"64"," Ausbildung von Truppen, die zur Antiterrorbekämpfung eingesetzt werden, ist durch das Bundeswehrmandat nicht abgedeckt."
"65"," Hier findet eine schleichende Ausweitung des Einsatzes statt."
"66"," Besonders negativ ist in diesem Zusammenhang die Beteiligung des Tschad an der G-5-Sahel zu nennen - ein Staat mit katastrophaler Menschenrechtssituation, massiven Verstößen gegen Presse- und Versammlungsfreiheit und einer katastrophalen Behandlung vonGeflüchteten."
"67","Immer noch besteht das Risiko, dass mit deutscher Militärhilfe eine gestärkte malische Armee nicht als stabilisierendes Element im Entwicklungsprozess sondern als eigenständiger Akteur auch in zukünftigen drohenden Machtkämpfen agiert."
"68"," Diese Befürchtung besteht auch deshalb, weil die Armee Malis schon einmal bis 2012 von deutschen Soldaten monatelang ausgebildet worden war, dann aber gegen die damals legitime Regierung geputscht hatte."
"69"," Diese Gefahr besteht immer noch, da die politische und wirtschaftliche Lage im Land immer fragiler wird."
"70"," Diesen Umstand beschreibt auch die Bundesregierung in ihren Anträgen."
"71"," Ein Weiter-so ist aufgrund dieser politischen Lage nur als grotesk zu bezeichnen."
"72","Das Ziel muss eigentlich sein, eine politische Stabilisierung Malis zu erreichen."
"73"," Dies kann aber nur einhergehen mit einer wirtschaftlichen und gesellschaftlichen Entwicklung, die darauf basiert, dass alle Länderteile in einen Entwicklungsprozess eingebunden sind."
"74","Für die Entwicklung in Mali wären andere Aufgaben primäre Ziele als die militärische Ausbildung einzelner von Militär und Polizei."
"75"," Dazu gehören die Moderationund Unterstützung des Versöhnungsprozesses, der Ausbau der wirtschaftlichen Aufbauhilfe, die Intensivierung der Korruptionsbekämpfung und massive finanzielle Mittel für Bildung und Ausbildung."
"76"," Um diese Maßnahmen umzusetzen, bedarf es aber keines Bundeswehreinsatzes, sondern einer langfristigen und nachhaltigen Strategie ziviler Maßnahmen."
"77","Die Entsendung von Bundeswehrsoldaten in diese Region halten wir für nicht verantwortbar."
"78","Anlage 4 Erklärung nach $ 31 GOder Abgeordneten Dr."
"79"," Tobias Lindner, Kerstin Andreae, Dr."
"80"," Danyal Bayaz, Dr."
"81"," Anna Christmann, Ekin Deligöz, Kai Gehring, Dr."
"82"," Bettina Hoffmann, Ottmar von Holtz, Dieter Janecek, Omid Nouripour, Tabea Rößner, Stefan Schmidt und Daniela Wagner zu der namentlichen Abstimmung über die Beschlussempfehlung des Auswärtigen Ausschusses zu dem Antrag der Bundesregierung:"
"83"," Fortsetzung der Beteiligung bewaffneter deutscher Streitkräfte an der durch die Europäische Union geführten EU NAVFOR Somalia Operation Atalanta zur Bekämpfung der Piraterie vor der Küste SomaliasSeit 2008 beteiligt sich Deutschland an der Mission EU NAVFOR Somalia Operation Atalanta."
"84"," Die Mission hat die Bekämpfung der Piraterie vor der Küste Somalias und am Horn von Afrika zum Ziel, dabei steht der Schutz humanitärer Hilfslieferungen des Welternährungsprogramms an die somalische Bevölkerung an erster Stelle."
"85"," Die Fraktion Bündnis 90/Die Grünen hat dem Mandat lange zugestimmt."
"86"," Unsere Unterstützung geschah im Wissen darum, dass diese Mission nur eine Symptombekämpfung sein kann, denn die Ursachen für die Piraterie liegt zuvörderst in der andauernden Krise des somalischen Staats."
"87","Im Jahr 2012 wurde das Mandat um die Möglichkeit ergänzt, auch an Land zu operieren."
"88"," Die Landoption ermöglicht es, in einem 2 Kilometer in das Landesinnere reichenden Küstenstreifen zu operieren, und hat den Charakter der Mission verändert."
"89"," Viele Expertinnen und Experten warnten damals davor, dass Operationen an Land zur Eskalation des Konflikts in Somalia beitragen und die Mission in innersomalische Kämpfe verwickeln könnten - zum Schaden ihres eigentlichen Ziels."
"90"," Aus diesem Grund hat sich die grüne Bundestagsfraktion bei den Abstimmungen zu diesem Mandat in den vergangenen Jahren mit großer Mehrheit enthalten."
"91"," In den vergangenen sieben Jahren hat allerdings Atalanta lediglich einmal an Land operiert."
"92"," Der Nutzen der Landoption muss also infrage gestellt werden."
"93"," Das Eskalationsrisiko bei einem erneuten Einsatz dieser Art besteht weiterhin."
"94","Gleichzeitig hat sich die humanitäre und politische Lage in Somalia in den vergangenen Jahren verändert."
"95"," Aufgrund der anhaltenden Dürren hat sich die Abhängigkeit der Bevölkerung von Hilfslieferungen deutlich verstärkt."
"96"," Die Zahl der Schiffe, die Hilfsgüter durch den Golf von Aden transportieren, ist gestiegen."
"97"," Dies bedingt einen höheren Schutzbedarf."
"98"," Auch im Jahr 2019 kam es zu versuchten Piratenangriffen, in Form von verdächtigen Annäherungen und Feuereröffnungen."
"99"," Wir müssen daher zwischen den schwerwiegenden Bedenken gegen einen möglichen Einsatz an Land und den Bedrohungen durch Piraterie für die humanitäre Versorgung der somalischen Bevölkerung abwägen."
"100","Wir kommen zu dem Schluss, dass wir dem Mandat zustimmen."
"101"," Wir wollen die Versorgung der Bevölkerung angesichts der weiterhin sehr ernsten humanitären Lage auf dem Seeweg sicherstellen."
"102"," Angesichts der bisher sehr zurückhaltenden Nutzung der Landoption und des wachsenden Ernsts der humanitären Lage ist unsere Entscheidung für eine Zustimmung zu dem Mandat gefallen."
"103"," Dies ist eine Gewissensentscheidung."
"104"," Davon unbenommen fordern wir mehr Anstrengungen, um die Ursachen dieser anhaltenden Krise nachhaltig zu beseitigen."
"105","Anlage 5 Zu Protokoll gegebene Redenzur Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Recht und Verbraucherschutz zu dem Antrag der Abgeordneten Katrin Helling-Plahr, Stephan Thomae, Renata Alt, weiterer Abgeordneter und der Fraktion der FDP:"
"106"," Rechtsanwaltsgebühren zukunftssicher gestaltenAlexander Hoffmann:"
"107"," Den vorliegenden Antrag der FDP haben wir in der Ausschusssitzung in dieser Woche diskutiert."
"108"," Bereits in dieser Ausschusssitzung, aber auch bei früheren Diskussionen im Ausschuss ist deutlich geworden, dass wir in der Sache einer Meinung sind:"
"109"," Die Rechtsanwaltsvergütungen wurden letztmalig im Jahr 2013 angepasst."
"110"," Vergegenwärtigt man sich alleine die Reallohnsteigerung in dieser Zeit, so wird deutlich, wie überfällig eine entsprechende Anpassung ist."
"111","Die Koalitionsfraktionen haben allerdings auch in den Ausschusssitzungen jeweils konkret deutlich gemacht, warum uns ein einfacher Beschluss in diesem Haus, so wie es sich FDP und AfD vorstellen, alleine nicht reicht."
"112","Denn wenn man die Sache konstruktiv voranbringen möchte, dann geht das nur mit der Zustimmung der Länder."
"113"," Auch dachten wir, dass wir bei den Betreuervergütungen die Umsetzung beschleunigen, wenn wir quasi mit der Brechstange ohne die Länder Beschlüsse dieser Art fassen."
"114"," Bei der Betreuervergütung hat das dazu geführt, dass wir im Bundesrat mit 16 :"
"115"," 0 gescheitert sind."
"116"," Dies erzeugt bis heute eine Verzögerung, die zu vermeiden gewesen wäre, hätten wir die Länder eingebunden."
"117","Wer also aus diesen Fehlern lernen will und es sachlich ernst mit der Anhebung der Rechtsanwaltsvergütung meint, der ist klug beraten, wenn er die Länder einbindet."
"118","Das hat das Ministertum mit einer Abfrage im April 2018 gemacht."
"119"," Natürlich hätte man das forcieren können und bereits die Abfrage mit einer Fristsetzung versehen können."
"120"," Sei’s drum, mittlerweile haben sich von 16 Ländern 15 zurückgemeldet."
"121"," Lediglich Hamburg fehlt, das sei mit Blick auf die Grünen, die dort in Verantwortung stehen, auch angemerkt."
"122","Nun geht es darum, ein Gesamtpaket zu schnüren."
"123"," Hier kann unter anderem auch die Frage eine Rolle spielen, ob nicht auch gleichzeitig eine Anpassung der Sachverständigenvergütung, der Zeugenentschädigung und der Gerichtsgebühren stattfinden kann."
"124","Im Interesse einer solchen Lösung auf lange Sicht sollten wir uns die Zeit nehmen."
"125"," Daher lehnen wir den Antrag ab."
"126","Sonja Amalie Steffen:"
"127"," Die FDP-Fraktion fordert mit ihrem Antrag die eee auf, ein Lan zept zur Reform des R vorzulegen, den Ländern eine Frist zur lee zu setzen und dabei auch über eine Indexierung der Rechtsanwaltsvergütung nachzudenken."
"128"," Liebe Kolleginnen und Kollegen, einige von Ihnen waren schon bei der letzten Gebührenerhöhung für die Rechtsanwälte dabei, denn sie ist im Jahr 2013 erfolgt,mit dem sogenannten 2."
"129"," Kost nisierungsgesetz."
"130","Es sei vorausgeschickt, dass wir in Deutschland eine besondere Situation haben."
"131"," Das RVG stellt ein gesetzliches Tarifsystem dar."
"132"," Dadurch entsteht Kostentransparenz, und der Zugang zum Recht wird für jedermann gesichert."
"133","Der Deutsche Anwaltverein und die Bundesrechtsanwaltskammer haben nun einen Forderungskatalog erarbeitet, den sie am 16."
"134"," April 2018 unserer Ministerin Katarina Barley tibergeben haben."
"135"," Die Forderungen vom DAV und BRAK sind nicht von der Hand zu weisen."
"136"," Da gibt es sehr verntinftige Ideen, zum Beispiel die Anhebung der Rahmengebühr im Sozialrecht."
"137"," Derzeit beträgt die PKH-Gebühr für ein komplettes sozialgerichtliches Verfahren mit Widerspruchsverfahren 916 Euro, also circa 750 Euro netto vor Steuer."
"138"," Und jeder, der Fälle im Sozialrecht kennt, weiß, wie betreuungsaufwendig sie sind."
"139","Ebenso wird die Anhebung des Verfahrenswertes in Kindschaftssachen gefordert."
"140"," Die Gebühr beträgt im VkH-Verfahren 621 Euro brutto, das sind circa 500 Euro netto."
"141"," Wenn man nun noch weiß, dass 70 Prozent der Fälle der kleinen Anwaltskanzleien sich aus Fällen mit geringem Streitwert rekrutieren, dann kann man verstehen, dass die Anwälte zu Recht eine Erhöhung fordern."
"142","Das Bundesministerium für Recht und Verbraucherschutz hat dieses Bedürfnis übrigens auch gesehen und daher den Vorschlag von BRAK und DAV an die Lander geschickt."
"143"," Die Zustimmung der Länder ist nämlich notwendig, da sie über die Ausgaben für Prozesskostenhilfe und Verfahrenskostenhilfe unmittelbar von der Erhöhung der Anwaltsgebühren betroffen sind."
"144"," Die Länder haben die Stellungnahme zunächst recht zögerlich abgegeben, aber inzwischen liegen 15 von 16 Stellungnahmen vor."
"145"," Die Länder haben uns zugesagt, dass sie sich Mitte Juni in der Justizministerkonferenz mit dem Thema umfassend beschäftigen wollen."
"146","Und nun zurück zu Ihrem Antrag, Kolleginnen und Kollegen von der FDP."
"147"," Sie werden sich vielleicht noch fragen:"
"148"," Warum sollten wir diese Konferenz abwarten, statt ein Bundesgesetz zu erlassen? Das erkläre ich Ihnen gern:"
"149"," Das Gesetz wäre ein sogenanntes Zustimmungsgesetz, das heißt, die Zustimmung der Länder über den Bundesrat ist für das Zustandekommen des Gesetzes zwingend erforderlich."
"150","Der Parlamentarische Staatssekretär Christian Lange hat uns am Mittwoch im Rechtsausschuss an dem Beispiel der Berufsbetreuer noch einmal vor Augen geführt, was passieren kann, wenn der Bund im Hauruckverfahren ein Gesetz erlässt, das wegen der auf die Länder zukommenden Kosten zustimmungspflichtig ist:"
"151"," Die Länder haben das Gesetz einstimmig abgelehnt."
"152"," Und dann ist es bedauerlicherweise in der letzten Legislaturperiode der Diskontinuität zum Opfer gefallen."
"153"," Das darfuns nicht noch einmal passieren."
"154"," Deshalb ist eine Kooperation mit den Ländern zwingend erforderlich."
"155","Allerdings besteht für die Länder kein wirklicher Grund zur Sorge, denn im Vergleich zu den Gesamtetats der Länderhaushalte sind die Ausgaben für PKH und VKH und Beratungshilfe extrem gering."
"156"," Diese Kosten machen nicht einmal 5 Prozent der Haushalte der Justizministerien aus."
"157"," Der Anteil am jeweiligen Gesamtetat der Länder liegt bei unter 0,2 Prozent."
"158"," Und wenn wir über eine Gebührenerhöhung reden, dann reden wir nur über einen Bruchteil davon."
"159"," Und andererseits:"
"160"," Bei einer Gebührenanpassung kommt es ja über die Umsatzsteuer auch wieder zu Mehreinnahmen der Länder, sodass die zusätzliche Belastung für die Länder noch geringer ausfälltWir sind uns jedenfalls alle einig, dass die Ermöglichung des Zugangs zum Recht für Bürger mit geringem Einkommen eine ureigene Aufgabe des Rechtsstaates ist und dafür ausreichende Steuermittel zur Verfügung gestellt werden müssen."
"161","Eine Erhöhung der Gerichtsgebühren wäre aus Sicht der SPD der falsche Weg, weil dies einseitig zulasten der Rechtssuchenden ginge."
"162","Wir sind gespannt auf die Ergebnisse der Jubiko und sollten anschließend in einen konstruktiven Dialog mit den Ländern treten."
"163"," Unser Ziel muss es sein, in dieser Legislaturperiode zu guten Ergebnissen zu gelangen, und zwar nicht nur für die Anwälte, sondern auch für die Berufsbetreuerinnen und -betreuer."
"164"," Denn gerade auch sie verdienen eine bessere Vergütung."
"165","Anlage 6 Zu Protokoll gegebene Redenzur Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur weiteren Ausführung der EU-Prospektverordnung und zur Anderung von FinanzmarktgesetzenAlexander Radwan:"
"166"," Am."
"167"," gestrigen Mittwoch hat der Finanzausschuss des Deutschen Bundestages das Gesetz zur weiteren Ausführung der EU-Prospektverordnung und zur Änderung von Finanzmarktgesetzen abschließend beraten."
"168","Ziele der CDU/CSU-Fraktion im Deutschen Bundestag bei der nun erfolgten Eins-zu-eins-Umsetzung der EU-Richtlinie sind in erster Linie die Stärkung des Anlegerschutzes, die Vereinfachung des Zugangs zum Kapitalmarkt für Unternehmen und Verbesserungen im Bereich des Crowdfundings."
"169"," Es ist uns wichtig, nicht darüber hinaus zu gehen."
"170","Gerade für KMU sind die damit eröffneten Möglichkeiten immens wichtig."
"171"," Auf diese Weise können sie sich am Markt refinanzieren und zukunftssicher aufstellen."
"172","Die Anhebung des Schwellenwertes für die Prospektpflicht von 5 Millionen Euro auf 8 Millionen Euro und der damit hergestellte Gleichlauf der Obergrenzen sichert den erleichterten Zugang zu Kapital und bewirkt für die hierzu zählenden Unternehmen, dass die Erstellung eines enorm zeitaufwendigen und vor allem sehr kostspieligen Wertpapierprospektes nunmehr entfällt."
"173"," Darüber hinaus wurde gerade dieser sehr positive Effekt durch die Einführung eines vereinfachten Prospekts für KMU noch verstärkt."
"174","Diese Ausweitung aufbis zu 8 Millionen Euro ist auch aus Stabilitätsgesichtspunkten gut vertretbar, da die intensive Regulierung der entsprechenden Institute hier für ein gesundes Fundament gesorgt hat."
"175","Für die Prospekte gilt vielmehr, dass der Umfang der für diese erforderlichen Informationen nun exakter definiert ist, was nicht nur für den Ersteller, sondern auch für den Verwender eine klare Verbesserung darstellt."
"176"," Kürzere und transparentere Fassungen sind grundsätzlich sehr zu begrüßen, was ebenfalls für die Prospektzusammenfassung von maximal sieben Seiten gilt."
"177","Ferner werden Erleichterungen für Sekundäremissionen und das Prospektbilligungsverfahren geschaffen."
"178","Unternehmen, die bereits auf öffentlichen Märkten vertreten sind und weitere Wertpapiere begeben möchten, können hierfür eben jenen vereinfachten Prospekt verwenden."
"179"," Und solche Unternehmen, die dies häufiger tun, können nunmehr ein einheitliches Registrierungsformular beanspruchen."
"180"," Dies bedeutet, dass es eine sogenannte Rahmenregistrierung geben wird, die es entsprechend der realen Marktanforderungen gestattet, ein verkürztes Billigungsverfahren nutzen zu können."
"181"," Ebenfalls marktgerechter ist der Umstand, dass entsprechende Prospekte künftig hauptsächlich die elektronische Form haben werden und durch einen von der ESMA kostenlos zur Verfügung gestellten Online-Zugang mit Suchfunktion Einsicht genommen werden kann."
"182","Der dem Deutschen Bundestag dankenswerterweise vom Bundesministerium der Finanzen zur Verfügung gestellte Evaluationsbericht vom 21."
"183"," März zu den durch das Kleinanlegerschutzgesetz eingeführten Befreiungsvorschriften in den §§ 2a bis 2c Vermögensanlagegesetz sorgte im Bereich des Crowdfundings für einen noch erheblichen Gesprächsbedarf."
"184","Dieser betraf die Änderung der Schwellenwerte, die Anderung der Einzelanlageschwelle oder auch mögliche Befreiungen von Prospektpflichten."
"185","Aber auch in diesem Sektor konnten wir für Verbesserungen sorgen, denn die bisherige Grenze bezüglich der Prospekterstellungspflicht in Höhe von 2,5 Millionen Euro konnte auf 6 Millionen Euro angehoben werden."
"186"," Dies entspricht einem großen Schritt in Richtung der von der Union geforderten Schwelle bei 8 Millionen Euro."
"187","Hierdurch kann gerade für Start-ups der so immenswichtige Bereich der Schwarmfinanzierung einfacher genutzt werden und so verhindert werden, dass sich innovative und junge Unternehmen aufgrund vermeidbarer Komplikationen der legislativen Rahmengebung attraktivere Standorte in anderen Ländern suchen."
"188","Hinsichtlich einer von der CDU/CSU-Bundestagsfraktion in diesem Kontext sinnvollerweise gewünschten Erweiterung der Befreiung von der Pflicht der Prospekterstellung bei der erstmaligen Veräußerung von GmbHAnteilen, die durch Crowdfunding finanziert werden sollen, hätten wir uns ein etwas mutigeres Vorgehen gewünscht."
"189"," Nichtsdestotrotz ist es zu begrüßen, dass dies im Rahmen des nächsten Evaluationsberichts aufgenommen sein wird."
"190"," Denn gerade aufgrund der Tatsache, dass ein Großteil der KMU in Deutschland als GmbH firmiert, ist es der Unionsfraktion wichtig, betroffene Unternehmen bestmöglich zu entlasten."
"191","Ebenso zu befürworten ist die Erweiterung der Befreiung der Prospektpflicht auf Genussrechte, was weitere dringend benötigte Spielräume eröffnen kann."
"192","Insgesamt geht also alles in die richtige Richtung — einer Verbesserung der Finanzierungsmöglichkeiten für Unternehmen am Markt, gepaart mit einem intensivierten Anleger- und Verbraucherschutz."
"193","Sarah Ryglewski:"
"194"," Mit dem vorliegenden Gesetz zur Umsetzung der EU-Prospektverordnung und den Änderungen weiterer Gesetze regeln wir die Berichtspflichten der Anbieter von Wertpapieren und unter welchen Bedingungen Ausnahmen von diesen Pflichten angemessen sind."
"195"," Grundsätzlich muss jedes Unternehmen, das das Geld für ein Vorhaben einwerben will, einen Prospekt erstellen, in dem es dieses Vorhaben darstellt."
"196"," Dieser Prospekt richtet sich an Investoren und klärt sie über Chancen und Risiken ihres Investments sowie über die Unternehmenstätigkeit auf."
"197","Investoren, das können auch Kleinanleger sein."
