"","V1"
"1",""
"2","Herr Kollege, gestatten Sie eine Zwischenfrage aus der AfD-Fraktion?Philipp Amthor:"
"3"," Herr Droese, bitte."
"4"," Siegbert Droese:"
"5","Kollege Amthor, vielen Dank für die Gestattung der Frage."
"6"," — Ich habe gerade meinen Ohren nicht getraut."
"7"," Wir hatten vor wenigen Wochen im Hohen Hause eine Türkei-Debatte."
"8"," Dort sagten Sie, Sie möchten nicht, dass die Türkei die Vollmitgliedschaft erreicht."
"9"," Das war der Sinn unseres Antrages."
"10"," Wir werden darüber noch diskutieren."
"11"," Aber ich hatte, ehrlich gesagt, ein völlig anderes Bild von der Union."
"12"," Können Sie mir das erklären? Jetzt entsteht nämlich für die Bevölkerung und uns hier im Hohen Hause der Eindruck, dass die Union nicht für ei Siegbert Droesenen Beitritt der Türkei stimmen würde."
"13"," Das klang jetzt ein bisschen anders."
"14","Danke."
"15","Philipp Amthor:"
"16","Herr Droese, nach Ihrer Wortmeldung entstünde der Eindruck, die AfD würde hier vernünftige Anträge vorlegen."
"17"," Das ist nicht der Fall."
"18"," Ich weiß ja nicht, was Sie bei der Debatte gemacht haben."
"19"," Vielleicht haben Sie den guten Argumenten unserer Redner nicht zugehört, die damals dargestellt haben, warum wir das ablehnen."
"20"," Dass die CDU/CSU-Bundestagsfraktion gegen eine Vollmitgliedschaft der Türkei in der Europäischen Union ist, können Sie in unserem Wahlprogramm nachlesen; da steht auch noch viel anderes drin."
"21"," Ich wünsche Ihnen eine angenehme Lektüre! Tut Ihnen sicher gut! — Herzlichen Dank dafür."
"22"," Aber ich war da angekommen, dass wir mit Blick auf den Westbalkan schon auch die geostrategische Bedeutung sehen müssen; die ist wichtig für Deutschland."
"23"," Die Aufnahme von Gesprächen zu einer Erweiterung bedeutet ja nicht, dass sie dann auch kommt."
"24"," Es gibt für uns keinen Rabatt auf die Beitrittskriterien."
"25"," Wir erwarten stabile Institutionen, einen besseren Kampf gegen Korruption, Rechtsstaatlichkeit, ein Bekenntnis zur Marktwirtschaft und eine Übernahme des EU-Acquis in den Regeln."
"26"," Das sind für uns die Kriterien."
"27","Aber ich will der AfD dann doch noch etwas Positives sagen:"
"28"," Herr Brandner, Sie bekommen von mir ja wirklich selten Lob."
"29"," Aber als Vorsitzender des Rechtsausschusses — ich war ganz erstaunt — haben Sie im November 2018 eine Delegationsreise nach Albanien und Kosovo gemacht."
"30"," — Hören Sie gut zu! — Bei dieser Reise haben Sie dann als Vorsitzender des Rechtsausschusses — ich lese Ihnen das einmal vor — folgende Abschlusserklärung unterschrieben - ich zitiere mit Erlaubnis des Präsidenten -:"
"31","Albanien ist ein Land in der Mitte Europas, dessen berechtigte Erwartung und Hoffnung, bald Beitrittsverhandlungen mit der EU zu führen, wir überall zu spüren bekommen haben."
"32","Und noch besser — ich zitiere weiter —:"
"33","Insgesamt war sich die Delegation einig, dass Kosovo Unterstützung verdient, um so früh wie möglich Mitglied der EU werden zu können."
"34"," Entweder wissen Sie nicht, was Sie da unterschrieben haben, oder Sie haben kein Gewicht in Ihrer Fraktion."
"35"," Beides tut mir leid für Sie."
"36","Wir lehnen Ihren Antrag ab."
"37"," Herzlichen Dank."
"38","Vizepräsident Dr.
 Hans-Peter "
