"","V1"
"1",""
"2"," Vielen Dank."
"3"," — Nächste Rednerin ist die Kollegin Lisa Paus von Bündnis 90/Die Grünen."
"4"," Lisa Paus:"
"5","Herr Präsident! Meine Damen und Herren! Konzerne zahlen selten volle Steuern in der Europäischen Union."
"6"," Das hat eine Studie im Auftrag der Grünen Anfang des Jahres offenbart."
"7"," Zwar liegt der durchschnittliche gesetzliche Steuersatz in der Europäischen Union für Unternehmen bei gut 23 Prozent; aber tatsächlich zahlen Unternehmen nur 15 Prozent Steuern."
"8"," Dadurch entgehen den Staaten jährlich geschätzt zwischen 50 und 190 Milliarden Euro, und der größte Verlierer dabei ist Deutschland."
"9"," Die Einnahmen aus Unternehmensteuern könnten in Deutschland um ein ganzes Drittel höher liegen, als sie es derzeit sind."
"10","Wie kann das sein? Der Steuerwettbewerb zwischen den Nationalstaaten findet eben nicht nur über Steuersätze, also darüber, wie hoch die Steuer ist, statt, sondern auch darüber, was wie besteuert wird."
"11"," So wir zum Beispiel so manches Eigenkapital, dessen Erträge in Deutschland mit 25 Prozent zu besteuern sind, wenn es die Grenze nach Luxemburg überschreitet, plötzlich zu Fremdkapital und damit zu einer Ausgabe, und damit wird es vom zu versteuernden Gewinn abgezogen."
"12"," Wir finden:"
"13"," Nicht das Unternehmen mit den schlechtesten Produkten, aber der aggressivsten Steuervermeidungsabteilung sollte im Wettbewerb erfolgreich sein, sondern das Unternehmen mit den besten Produkten, meine Damen und Herren."
"14"," Deshalb wollen wir gemeinsame Regeln, was wie besteuert wird in der Europäischen Union, also eine gemeinsame europäische Bemessungsgrundlage für Unternehmen."
"15"," Deshalb wollen wir Grüne europäische Mindeststeuersätze."
"16"," Ich weiß:"
"17"," Der rechten Hälfte dieses Parlamentes sind europäische Mindeststeuersätze ein Dorn im Auge."
"18"," FDP, AfD und Union lehnen das ab."
"19"," Sie singen unverdrossen weiter das neoliberale Lied von den heilsamen Wirkungen des nationalen Steuerwettbewerbs."
"20"," So weit, so bekannt."
"21","Aber warum Sie dann hier heute mit fast noch größerer Vehemenz dagegen sind, dass Unternehmen ihre Jahresergebnisse nach Nationalstaaten untergliedert veröffentlichen, damit mehr Transparenz in den Steuerwettbewerb kommt - das ist der einzige Inhalt dieses Antrages -, das können Sie keinem wirklich erklären."
"22"," Ihre Blockade ist weder im nationalen Interesse — ich habe dargelegt, dass tatsächlich Chancen bestehen, dass die Einnahmen um 30 Prozent steigen —, noch ist sie im Interesse eines gut funktionierenden Wettbewerbs."
"23"," Ludwig Erhard und Friedrich von Hayek würden sich im Grabe umdrehen."
"24"," Wenn man wie Sie Steuerwettbewerb will, sollte man bedenken:"
"25"," Es gibt gerade dann optimale Ergebnisse, wenn alle über die gleichen Informationen über die relevanten nationalen steuerlichen Rahmenbedingungen verfügen."
"26"," Wir haben dann einen fairen Wettbewerb zwischen den großen Konzernen mit großen Steuerabteilungen und dem exportorientierten Mittelstand mit normaler Steuerabteilung."
"27"," Wenn wir diesen Antrag beschließen, dann bekommen wir fairen Wettbewerb, nicht umgekehrt."
"28"," Das, was Sie machen, ist fadenscheinig, ist hohl und ist vorgeschoben."
"29"," Die Wahrheit ist:"
"30"," Sie schützen weiterhin die Steuertrickser, weil Sie nicht wollen, dass dauerhaft und nicht nur einmal durch eine grüne Studie bekannt wird, wie wenig Steuern nicht nur Konzerne wie Google und Amazon, sondern inzwischen auch deutsche Konzerne — Autokonzerne, Chemiekonzerne und andere — zahlen."
"31"," Das ungute rechte Bündnis aus Politik und Großkonzernen gegen faire Marktwirtschaft und Steuergerechtigkeit, das müssen wir aufbrechen."
"32"," Lisa PausAber was macht Olaf Scholz? Was macht die SPD? Scholz macht den Steigbügelhalter dieses unguten Bündnisses."
"33"," Er macht genau das Gleiche, was Katarina Barley und die SPD beim Uploadfilter und beim Artikel 13 gemacht haben."
"34"," Die SPD sagt:"
"35"," Ja, ja, ja."
"36"," Die Minister handeln:"
"37"," Nein, nein, nein."
"38","Heute ist die letzte Gelegenheit."
"39"," Alles ist fertig."
"40"," Die EU-Kommission hat ein Gesetz vorgelegt; das Europäische Parlament hat fraktionsübergreifend zugestimmt."
"41"," Deswegen fordere ich Sie ein letztes Mal auf:
 Überwinden wir diese Blockade der Bundesregierung! Schaffen wir heute mit der Zustimmung zum Antrag mehr Transparenz und Steuergerechtigkeit in der Europäischen Union! Vizepräsident Thomas "
