"","V1"
"1",""
"2","Vielen Dank, Frau Kollegin."
"3"," — Der letzte Redner zu diesem Tagesordnungspunkt ist der Kollege Peter Beyer, CDU/CSU-Fraktion."
"4"," Peter Beyer:"
"5","Herr Präsident! Meine sehr geehrten Damen und Herren! Verehrte Kolleginnen und Kollegen! Gemeinsam mit dem Einsatz in Afghanistan ist EUTM Mali der personalintensivste und sicherlich auch einer der gefährlichsten Einsätze der Bundeswehr."
"6"," Das machen wir nicht alleine, sondern dieser Einsatz ruht auf den Schultern von 22 EU-Mitgliedstaaten."
"7"," Und es zeigt, dass es ein Beleg für die Handlungsfähigkeit der Europäischen Union ist, gemeinsam auch schwierige Missionen mit militärischen Komponenten zu stemmen."
"8"," Es wurde in dieser Debatte schon mehrfach angeführt, dass sich die Vereinigten Staaten von Amerika global mehr und mehr zurückziehen."
"9"," Deswegen ist es gut, dass die Europäer diese Erfahrung machen."
"10","Die Bundeswehr ist dabei Teil des vernetzten Ansatzes der Bundesregierung und des umfassenden internationalen Ansatzes zur Stabilisierung der Region und des afrikanischen Kontinents insgesamt."
"11"," Der zentrale Auftrag ist und bleibt die Ausbildung und die Beratung der Streitkräfte."
"12"," Die Bundeswehr leistet damit einen essen Peter Beyerziellen Beitrag zur Wiederherstellung der militärischen Fähigkeiten Malis."
"13"," Fir ihren ehrenvollen und schwierigen Einsatz gilt der Dank von uns allen den deutschen Soldatinnen und Soldaten."
"14"," Klar ist dabei aber auch, dass Mali ohne funktionierende Streitkrafte in der Sicherheit akut gefahrdet bleibt."
"15"," EUTM Mali soll die malischen Streitkrafte befahigen, Malis territoriale Integrität zu gewährleisten und ein sicheres Umfeld zu garantieren."
"16"," Das Ziel der Mission ist, die malischen Soldaten hierbei zu ertüchtigen, selbst Verantwortung für die Sicherheit ihres Landes zu übernehmen."
"17"," Das geschieht durch Ausbildung der Streitkräfte, das geschieht durch Beratung des malischen Verteidigungsministeriums und auch durch sanitätsdienstliche Unterstützung."
"18","Es wurde schon mehrfach in der Debatte gesagt, dass mittlerweile 13 000 malische Soldaten ausgebildet worden sind."
"19"," Dabei ist immer auch wichtig, dass es Teil der Beratungs- und Ausbildungsmission ist, dass es eine Vermittlung von Kenntnissen im humanitären Völkerrecht, bei den Menschenrechten und beim Schutz der Zivilbevölkerung gibt."
"20"," Wir wollen vermehrt zu einer Ausbildung der Ausbilder kommen."
"21"," Es ist wichtig, die Verantwortung irgendwann komplett an die malische Regierung zu übertragen."
"22","Deutschland stellt — darauf wurde auch schon hingewiesen — mit Brigadegeneral Peter Mirow derzeit den Kommandanten."
"23"," Das Kommando wird im Juni, also im nächsten Monat, an Österreich übergeben."
"24"," Aber auch dann wird Österreich weiterhin auf Unterstützungsleistungen Deutschlands angewiesen sein."
"25","Meine Damen und Herren, zu Recht ist EUTM Mali eng verzahnt mit der vorhin debattierten MINUSMA-Mission."
"26"," Es besteht ein gemeinsames Ziel, Mali dauerhaft zu ertüchtigen, selbst für die Sicherheit und Stabilität des Landes zu sorgen und einen der großen Krisenherde Afrikas zu entschärfen."
"27","An dieser Stelle sei eine kurze Anmerkung zu der Kritik an der Ausbildung von Kampfschwimmern erlaubt."
"28"," Gestern haben wir im Auswärtigen Ausschuss eine Schilderung der Bundesregierung gehört."
"29"," Für die CDU/ CSU-Bundestagsfraktion waren diese Ausführungen der Bundesregierung schlüssig."
"30"," Das liegt zuvörderst daran, dass eine Gefahr, dass deutsche Soldatinnen und Soldaten in bewaffnete Konflikte in Niger hineingezogen werden, nicht besteht."
"31"," Deswegen ist eine Mandatierung hier nicht erforderlich."
"32"," Meine Damen und Herren, Islamisten und Rebellengruppen sorgen immer noch für hohe Gefahrenpotenziale in Mali und bedeuten ein permanentes Sicherheitsrisiko, aber nicht nur für Mali, sondern auch für uns."
"33"," Die Stichworte heißen:"
"34"," Fluchtursachenbekämpfung und Bekämpfung des internationalen Terrorismus."
"35"," Dabei bleibt für uns unverzichtbar, dass im Mittelpunkt die Sicherheit unserer Soldatinnen und Soldaten stehen muss."
"36"," Ihnen gebührt die bestmögliche Ausrüstung, es muss ein sinnvolles Ineinandergreifen der verschiedenen Mandate einhergehen."
"37"," Und es erfasst auch in die Zukunft gerichtet die Frage, wie wir das Mandat weiterentwickeln und auch in Zukunft effektiv gestalten wollen."
"38","Vizeprasident Dr.
 Hans-Peter "
