"","V1"
"1",""
"2","Der Kollege Michael Donth, CDU/CSU-Fraktion, der Kollege Torsten Herbst, FDP-Fraktion und die Kollegin Sabine Leidig, Die Linke, haben ihre Reden zu Protokoll gegeben."
"3",")Als nächster Redner hat der Kollege Matthias Gastel, Bündnis 90/Die Grünen, das Wort."
"4"," Matthias Gastel:"
"5","Sehr geehrter Herr Präsident! Liebe Kolleginnen! Liebe Kollegen! Jetzt, um kurz vor Mitternacht, könnten wir passenderweise auch über Nachtzüge debattieren."
"6"," Es geht aber um die EU-Richtlinie 2016/2370."
"7","Für was könnten die Ziffern 2, 3, 7 und O stehen? Die Ziffer 2 könnte für das Ziel stehen, die Anzahl der Fahrgäste bei der Bahn bis 2030 zu verdoppeln."
"8"," Dafür sind Spielregeln erforderlich, die mithilfe von EU-Richtlinien ausgestaltet werden können."
"9","Die Ziffer 2 könnte aber auch für die zwei Topbahnereignisse dieser Woche stehen:"
"10","D Anlage 9 Das Netzwerk Europäischer Eisenbahnen hat seine Schienengüterverkehrsstudie vorgelegt und deutlich gemacht, mit welchen Maßnahmen sich der Verkehrsanteil der Schiene im Güterbereich bis zum Jahr 2035 verdoppeln lässt."
"11"," Notwendig ist demnach der gezielte Ausbau des Schienennetzes im Rahmen der Umsetzung des Bundesverkehrswegeplans und durch zusätzliche eher kleinere Maßnahmen wie Streckenelektrifizierungen und Blockverdichtungen."
"12","Das zweite Topbahnereignis war die Vorstellung der Ergebnisse des Zukunftsbündnisses Schiene mit Forderungen wie dem Ausbau der Großknoten und Engpasskorridore sowie der Elektrifizierung und Digitalisierung."
"13","Zurück zur EU-Richtlinie 2016/2370."
"14"," Die Ziffer 3 könnte dafür stehen, dass die Haushaltsmittel für den Aus- und Neubau der Schienenwege auf 3 Milliarden Euro erhöht werden müssten."
"15"," Nur dann lassen sich die notwendigen Maßnahmen zur Netzerweiterung auch tatsächlich finanzieren."
"16","Die Ziffer 7 hingegen könnte für den Erwägungsgrund 7 der EU-Verordnung stehen."
"17"," Darin geht es um die Anforderungen zur Gewährleistung der Unabhängigkeit des Infrastrukturbetreibers."
"18"," Unsere grüne grundsätzliche Position ist klar:"
"19"," pro fairem Wettbewerb, pro freiem Netzzugang, pro Trennung von Verkehrs- und Infrastruktursparten bei der Deutschen Bahn."
"20"," Die Koalition aus Union und SPD hält aber am integrierten Konzern fest."
"21"," Ein solcher setzt eine weiterhin komplizierte bürokratische Regulierung voraus."
"22","Ein weiterer Punkt, der i in nationales Recht umgesetzt werden soll, betrifft die Eisenl ternehmen Sie sollen Notfallpläne aufstellen."
"23"," Die Unternehmen müssen sich abstimmen, um bei größeren Störungen den Fahrgästen beim Weiterkommen helfen zu können."
"24"," Das unterstützen wir natürlich."
"25"," Ich komme zur letzten Ziffer der Zahl 2370:"
"26"," Die 0 könnte für das stehen, was wir uns in der Bahnpolitik nicht leisten können, nämlich eine Nullrunde im nächsten Haushalt,damit nicht am Ende der Bundesverkehrswegeplan 2030 zum Bundesverkehrswegeplan 2050 wird."
"27"," Deswegen ist es wichtig, es nicht bei dem, was Sie wollen — die Einszu-eins-Umsetzung -, zu belassen, sondern wir als Grüne wollen ein „1:"
"28"," 0“ für die Bahn im Wettbewerb mit dem Auto, mit dem Lkw und mit dem Flugzeug, und wir sind auch bereit, dafür das entsprechende Geld bereitzustellen.
 Vizeprasident Wolfgang "
