"","V1"
"1",""
"2"," Danke sehr."
"3"," — Nachfrage? — Bitte."
"4","Amira Mohamed Ali:"
"5","Ich habe noch eine Nachfrage."
"6"," Die Antwort ist mir, offen gesagt, noch zu unkonkret."
"7"," Die Frage lautet:"
"8"," Wann ist das fertig? Haben Sie eine Prognose? Welche ganz konkreten Maßnahmen, gerade in Bezug auf die Landwirtschaft, gibt es? Ich bin im Agrarausschuss und höre dort durchaus andere Meinungen von der Landwirtschaftsministerin beztiglich des Einsatzes von Pestiziden und der Bereitschaft, jetzt sehr konkrete Schritte einzuleiten."
"9"," Wie wollen Sie dieses Spannungsfeld auflésen?Svenja Schulze, Bundesministerin für Umwelt, Naturschutz und nukleare Sicherheit:"
"10","Das Aktionsprogramm soll möglichst schnell kommen."
"11"," Es ist in der Kabinettsabstimmung."
"12"," Es liegt jetzt den verschiedenen Ministerien vor."
"13"," Wir warten auf die Rückmeldungen."
"14"," Der IPBES-Bericht wird sicherlich Rückenwind geben, damit es noch schneller bearbeitet wird."
"15"," Es soll so schnell wie möglich auf den Weg kommen."
"16","Zur Agrarpolitik."
"17"," Ich will — in aller Kürze gesagt —, dass Landwirtinnen und Landwirte für Naturschutzleistungen auch bezahlt werden."
"18"," Dafür müssen wir auf europäischer Ebene die Agrarpolitik grundlegend verändern."
"19"," Präsident Dr.
 Wolfgang "
