"","V1"
"1",""
"2"," Herr Ferlemann."
"3","Enak Ferlemann, Parl."
"4"," Staatssekretär beim Bundesminister für Verkehr und digitale Infrastruktur:"
"5","Es gibt überall Rechtsprechungen, die zeigen, dass das Vorgehen unserer Behörden in vergleichbaren Fällen vollkommen korrekt war."
"6"," Zuständig ist die Berufsgenossenschaft für die Verkehrswirtschaft, Dienststelle Schiffssicherheit."
"7"," Sie hat aus unserer Sicht einwandfrei gehandelt."
"8"," Es gibt keinen Anlass, dort im Wege der Rechts- oder Fachaufsicht einzugreifen."
"9"," Wir tun das ganz bewusst auch deshalb nicht, weil es hier nicht um die Frage geht, ob man für die Seenotrettung von Flüchtlingen im Mittelmeer ist, ja oder nein."
"10"," Es geht hier ausschließlich um die Fragen der Schiffssicherheit."
"11"," Deswegen ist das Vorgehen korrekt."
"12","Sie wissen, dass dieser Vorgang bei einem deutschen Gericht liegt."
"13"," Deswegen möchte ich darauf verzichten, die einzelnen Detailfragen, die vom Gericht beurteilt werden müssen, jetzt bundesregierungsseitig zu bewerten.
Vizepräsidentin Claudia "
