"","V1"
"1",""
"2"," Herr Ferlemann."
"3","Enak Ferlemann, Parl."
"4"," Staatssekretär beim Bundesminister für Verkehr und digitale Infrastruktur:"
"5","Herr Kollege, wir haben in der Tat eine Bewertung vorgenommen."
"6"," Es war außerordentlich schwierig, diese Infrastrukturleistung in ein positives Nutzen-Kosten-Verhältnis zu bringen."
"7"," Das ging nur dadurch, dass wir unterstellt haben, dass die Tschechen in einem angemessenen Umfang ihren Streckenabschnitt ausbauen."
"8"," Insofern ist es von herausragender Bedeutung, dass die Tschechen erklären, dass sie ihren Streckenabschnitt bauen bzw."
"9"," erst einmal planen."
"10"," Dann können wir uns anschließen."
"11"," Derzeit hat für die Tschechen der Ausbau der Strecke Dresden-Prag oberste Priorität, die ja auch Bestandteil der Planungsleistung sein soll."
"12"," Insofern müssen wir mit den Tschechen in der interministeriellen Arbeitsgruppe klären, ob sie dieselbe Priorität setzen wie wir und ob sie die Planung aufnehmen."
"13"," Dann können wir unseren Planungsauftrag auslösen — vorher nicht.
Vizepräsidentin Claudia "
