"","V1"
"1",""
"2"," Frau Bundesministerin."
"3","Svenja Schulze, Bundesministerin für Umwelt, Naturschutz und nukleare Sicherheit:"
"4","Wir sehen einen ganz dramatischen Rückgang der Insekten."
"5"," Das hat natürlich auch weitere Folgen."
"6"," Das hat Folgen für die Bestäubung von Pflanzen, das hat aber auch Folgen für all die, die in der Nahrungskette sind."
"7"," Man sieht jetzt schon, dass die Anzahl der Vögel zurückgeht."
"8"," Die Vögel, die wir früher noch kannten, zum Beispiel Feldlerche und Kiebitz, stehen enorm unter Druck."
"9"," Deswegen ist das Aktionsprogramm so wichtig."
"10"," Wir wollen mit dem Aktionsprogramm mehr Lebensraum für Insekten erreichen."
"11"," Wir wollen, dass sich die Landwitrtschaft verändert, dass sie weniger Pflanzengifte einsetzt."
"12"," Wir müssen gegen Lichtverschmutzung vorgehen, weil auch diese den Insekten Probleme bereitet."
"13"," Und wir wollen die Forschung ausdehnen."
"14"," Wir brauchen ein stärkeres Biodiversitätsmonitoring."
"15"," Wir wissen zwar schon genug, um zu handeln, aber wir müssen noch mehr über die Zusammenhänge lernen."
"16"," Deswegen wollen wir auch die Forschung und das Monitoring zur biologischen Vielfalt vorantreiben."
"17","Präsident Dr.
 Wolfgang "
