"","V1"
"1",""
"2","Vielen Dank."
"3"," — Nächster Redner ist für die Fraktion der AfD der Kollege Jochen Haug."
"4"," Jochen Haug:"
"5","Herr Präsident! Meine Damen und Herren! Es ist fast genau ein Jahr her, dass wir unseren Antrag zur Einsetzung einer Enquete-Kommission „Direkte Demokratie auf Bundesebene“ ins Plenum eingebracht haben."
"6"," Seitdem ist tagespolitisch viel geschehen."
"7"," Wir erleben zurzeit ein tragisches Brexit-Chaos."
"8"," Der Brexit, so argumentieren Gegner der direkten Demokratie, zeige doch, was passiert, wenn ein Volk über hochkomplexe Angelegenheiten mit Ja oder Nein zu entscheiden hat."
"9"," Direkte Demokratie spalte, statt zu einen."
"10"," Wir haben gerade Herrn de Vries gehört, deswegen bringe ich es auch in meiner Rede am Anfang:"
"11"," Das scheint das neue Totschlagargument gegen direkte Demokratie zu werden."
"12"," Dem muss selbstverständlich widersprochen werden."
"13","Eine Mehrheit in Großbritannien hat sich für einen Austritt aus der EU entschieden."
"14"," Die Briten, die für den Brexit gestimmt haben, wollen ihr Land nicht wirtschaftlich abschotten."
"15"," Sie wollen in Zukunft souverän über die Geschicke ihres Landes bestimmen."
"16"," Dies gilt es zu respektieren."
"17"," Das Chaos, das die öffentliche Wahrnehmung zu diesem Thema nunmehr beherrscht, hat nicht das Volk verursacht."
"18"," Es wurde angerichtet von Politikern, die das Thema im britischen Unterhaus für Machtkämpfe und Ränkespiele missbrauchten."
"19"," Es ist daher unredlich, im Nachgang zum Brexit-Referendum die direkte Demokratie zu diskreditieren."
"20"," Auch das immer wiederkehrende Argument, die Bürger seien mit der Entscheidung über weitreichende politische Fragen überfordert, ist zurückzuweisen."
"21"," Ich darf an dieser Stelle den ehemaligen schwedischen Ministerpräsidenten Olof Palme zitieren:"
"22"," Die Brexit-Entscheidung war auch ein Ventil für die Kritik an einer bürgerfernen, abgehobenen EU-Bürokratie."
"23"," Und mit dieser Kritik stehen die Briten nicht alleine."
"24"," Die Lehre aus der Brexit-Entscheidung kann daher nicht ein stures „Weiter-so“ oder gar die nun wieder beschworene Parole des „mehr Europa“ sein, was in Wirklichkeit nur mehr EU bedeutet."
"25"," Nein, die Lehre muss „mehr Mitbestimmung“ sein."
"26"," Der damalige Bundespräsident Gauck sagte im Jahr 2016:"
"27","Die Eliten sind gar nicht das Problem, die Bevölkerungen sind im Moment das ProblemWelch fatale Aussage eines Staatsoberhauptes! Dieser Satz symbolisiert alles, was im Moment falsch läuft in Deutschland und in der EU."
"28"," Die Politiker sehen das Volk nicht mehr als den Souverän, sondern als Problem an, die Bürger als Kleinkinder, die einfach nicht verstehen wollen, was gut für sie ist."
"29","So funktioniert Demokratie aber nicht."
"30"," Trauen wir den Bürgern mehr zu! Führen wir Volksabstimmungen auf Bundesebene ein! Eine überwältigende Mehrheit der Deutschen spricht sich laut Umfragen seit Jahren dafür aus."
"31"," Die Erfahrungen aus anderen europäischen Ländern und den Bundesländern zeigen, dass damit auch keine Schwächung des Parlamentes einherginge, Herr de Vries."
"32"," Vertreter der Koalitionsfraktionen und gerade auch Herr de Vries erklärten in der Plenardebatte vor einem Jahr, es brauche gar keine Enquete-Kommission, man habe sich im Koalitionsvertrag bereits auf die Einsetzung einer Expertenkommission verständigt."
"33"," Diese soll Vorschläge zur Ergänzung der repräsentativen Demokratie durch Elemente der Bürgerbeteiligung und direkter Demokratie erarbeiten."
"34"," Die Expertenkommission ist bis heute nicht eingesetzt, aber nicht nur das."
"35"," In einer Antwort auf meine Kleine Anfrage erklärte das Bundesinnenministerium vor einigen Wochen, dass man bis heute noch nicht einmal die Kriterien zur Auswahl der Experten bestimmt habe."
"36"," Das muss man sich auf der Zunge zergehen lassen."
"37"," Nach einem Jahr bleibt also nichts weiter übrig als vollmundige Versprechen und heiße Luft."
"38"," Jochen HaugWeiter weist das Bundesinnenministertum in der Antwort noch einmal ausdrücklich darauf hin, dass die grundsätzliche Zuständigkeit für die Einführung direkter Demokratie beim Bundestag liege."
"39"," Das ist so richtig wie selbstverständlich."
"40"," Aber dann holen wir auch das Thema in den Bundestag, und zwar mit einer Enquete-Kommission."
"41"," Mit ihr ließen sich die Grundlagen für einen fraktionsübergreifenden und mehrheitsfähigen Gesetzentwurf erarbeiten."
"42","Zum Abschluss, meine Damen und Herren, noch eine Anmerkung."
"43"," Wir haben heute Nachmittag in diesem Parlament wahrlich keine Sternstunde der Demokratie erlebt."
"44"," Das Ausgrenzen der größten Oppositionsfraktion bei der Wahl zum Bundestagspräsidium ist einer parlamentarischen Demokratie unwürdig."
"45"," Zeigen Sie, dass Sie es besser können."
"46"," Schließen Sie sich unserem Antrag auf Einsetzung einer Enquete-Kommission an."
"47","Danke.
Vizepräsident Thomas "
