"","V1"
"1",""
"2"," Vielen Dank."
"3"," — Nächster Redner ist für die Fraktion der CDU/CSU der Kollege Karl Holmeier."
"4"," Karl Holmeier:"
"5","Sehr verehrter Herr Präsident! Verehrte Kolleginnen und Kollegen! Meine sehr verehrten Damen und Herren! Der ländliche Raum ist ein starkes Stück Deutschland."
"6"," Der ländliche Raum ist nicht nur Landwirtschaft und gutes Wohnen, sondern ein starker Standort für Handwerk, Industrie und Tourismus."
"7"," Der ländliche Raum ist Deutschlands Kraftquelle und braucht sich keinesfalls zu verstecken."
"8"," Die Förderung und Sicherung gleichwertiger Lebensverhältnisse in Stadt und Land ist im Grundgesetz ja auch verankert."
"9"," Wir wollen mit unserem Antrag „Gesellschaftlichen Zusammenhalt stärken — Gutes Leben und Arbeiten auf dem Land gewährleisten“ diesem Verfassungsauftrag nachkommen."
"10"," Der ländliche Raum darf gegenüber den Städten nicht benachteiligt werden und muss für junge Menschen wieder attraktiver werden."
"11"," Dafür haben wir unter anderem die Kommission „Gleichwertige Lebensverhältnisse‘“ gegründet."
"12"," Mit Beteiligung der kommunalen Spitzenverbände werden hier Lösungen erarbeitet, um strukturschwache Regionen in Deutschland zu unterstützen."
"13"," Die Kommission wird nach Wegen suchen, um sowohl die Infrastruktur als auch das Wohlbefinden der Menschen im ländlichen Raum zu verbessern."
"14"," Es werden im ersten Halbjahr 2019 erste Ergebnisse und konkrete Vorschläge vorgelegt werden."
"15"," Wichtige Voraussetzung für die Schaffung gleichwertiger Lebensverhältnisse ist eine gute, flächendeckende Infrastruktur:"
"16"," Straße, Schiene, öffentlicher Personennahverkehr und natürlich Breitbandversorgung und Mobilfunknetz."
"17"," All das ist Daseinsvorsorge und schafft einen Standortvorteil im nationalen und internationalen Wettbewerb."
"18","Der flächendeckende Breitbandausbau in Deutschland schreitet voran."
"19"," In der vergang Legislaturperiode wurden dafür mehr als 4 Milliarden Euro ausgegeben, und in dieser Legislaturperiode sind bis zu 12 Milliarden Euro für den Ausbau der Gigabitnetze bereitgestellt."
"20"," Im Sommer letzten Jahres haben wir das bestehende Förderprogramm vereinfacht, verschlankt und beschleunigt."
"21"," Gefördert werden nur noch Glasfaseranschlüsse."
"22"," Seither wurden Anträge mit einem Gesamtvolumen in Höhe von 509 Millionen Euro gestellt."
"23"," Davon wurden bereits 202 Millionen Euro bewilligt."
"24"," 104 bereits bewilligte Projekte konnten in den letzten Monaten ihren Antrag auf Förderung umstellen, weg vom Kupferkabel hin zum modernen Glasfaserkabel."
"25"," Die letzte Meile zu den einzelnen Anschlüssen, ob Privathaushalt, landwirtschaftlicher Betrieb oder Gewerbebetrieb, wird bei diesen Projekten also nur noch mit Glasfaser bewältigt."
"26"," Seit November letzten Jahres sind alle Schulen, Gewerbegebiete und Krankenhäuser ohne Anschluss an das Gigabitnetz förderfähig."
"27"," Uber 6 400 Schulen haben bereits die Förderung eines Gigabitanschlusses beantragt."
"28","Zudem wird derzeit das „Weiße-Flecken-Programm“ überarbeitet, und es wird ein „Graue-Flecken-Programm“ kommen, das zurzeit mit der Europäischen Union abgestimmt wird."
"29"," Damit können alle Haushalte und Unternehmen in ganz Deutschland an gigabitfähige Netze angeschlossen werden."
"30"," Der Ausbau eines Mobilfunknetzes gerade im ländlichen Raum ist Schwerpunkt für die Stärkung des ländlichen Raums."
"31"," Zurzeit läuft die Ausbauverpflichtung aus der Versteigerung der Digitalen Dividende II aus dem Jahr 2015."
"32"," Diese Umsetzungsverpflichtung muss bis Ende 2019 abgeschlossen werden."
"33"," Wenn ich meine Region betrachte, kann ich sagen:"
"34"," WirKarl Holmeierwerden das schaffen."
"35"," Wir setzen ständig neue Masten in Betrieb."
"36"," Die Versteigerung der Mobilfunkfrequenzen für 5G neigt sich langsam dem Ende zu."
"37"," Hohe Versorgungsauflagen waren von Anfang an für die Union wichtig und bedeutend."
"38"," Die Umsetzung muss schnell erfolgen."
"39"," Lokales Roaming ist für eine flächendeckende Versorgung notwendig."
"40"," Wir brauchen aber nicht nur eine Versorgung der Haushalte und Unternehmen, sondern gerade für die Landwirtschaft brauchen wir eine Versorgung in der Fläche oder besser gesagt:"
"41"," der gesamten Fläche."
"42"," Daran werden wir weiter tatkräftig arbeiten."
"43"," Mit diesem Antrag wird der ländliche Raum noch attraktiver."
"44"," Der ländliche Raum ist stark."
"45"," Der ländliche Raum muss selbstbewusst auftreten und braucht sich in keiner Weise zu verstecken."
"46"," Verehrte Damen und Herren, wir haben mit unserem Antrag ein Gesamtkonzept entwickelt, von dem alle im ländlichen Raum profitieren werden."
"47"," Den Antrag der FDP lehnen wir ab, weil er zu kurz springt."
"48","Vielen Dank.
 Vizepräsident Thomas "
