"","V1"
"1",""
"2"," Vielen Dank, Frau Kollegin."
"3"," — Der nächste Redner:"
"4"," Dr."
"5"," Andreas Lenz, CDU/CSU-Fraktion."
"6"," Dr."
"7"," Andreas Lenz:"
"8","Sehr geehrter Herr Präsident! Sehr geehrte Damen und Herren! Liebe Kolleginnen und Kollegen, die Sie hier am späten Nachmittag oder am frühen Abend - die Sommerzeit hat ja da einiges geändert — zur Debatte zum schnelleren Netzausbau erschienen sind! Der schnellere Netzausbau ist in der Tat wichtig, und er wurde vom Minister zur Chefsache erklärt."
"9"," Es gab zahlreiche Netzausbaureisen."
"10"," Ich möchte schon feststellen:"
"11"," Es wird geliefert, und das auch in kurzer Zeit."
"12"," Niemand gibt auf."
"13"," Ganz im Gegenteil:"
"14"," Wir packen die Sache an."
"15","Kann der Windstrom aus dem Norden nicht in den Süden abtransportiert werden, müssen die Windkraftwerke im Norden abgeregelt werden."
"16"," Das verursacht hohe Kosten, sogenannte Redispatch-Kosten."
"17"," Das verhält sich übrigens auch bei PV-Strom aus dem Süden so, der in den Norden geliefert werden muss."
"18","Es geht insgesamt um Netzstabilität und letztlich natürlich auch um Versorgungssicherheit, die wir hier gewährleisten."
"19","Durch das Gesetz werden nun einzelne Verfahrensschritte wesentlich vereinfacht, beispielsweise beim Ausbau oder beim Erweitern von Leitungsseilen auf Bestandsmasten."
"20"," Auch ein vorzeitiger Baubeginn wird durch das Gesetz möglich."
"21"," Das schont teilweise den Boden."
"22"," Aber auch für Voruntersuchungen ist das ein ganz wichtiger Schritt."
"23","Die Verlegung von Leerrohren wird zukünftig im Sinne einer vorausschauenden Planung ebenso möglich sein."
"24"," Insgesamt wird die Koordinierung zwischen Bund, Ländern und Kommunen, was die Planung insgesamt betrifft, verbessert werden."
"25"," Ein hohes Maß an Öffentlichkeitsbeteiligung wird dabei erhalten bleiben, und zwar vom Netzentwicklungsplan bis zur Planfeststellung."
"26","Außerdem werden wir Erneuerbare-Energien-Anlagen, aber auch KWK-Anlagen zukünftig in das sogenannte Redispatch-Management stärker miteinbeziehen."
"27"," Das wird ein effizienteres Engpassmanagement insgesamt gewährleisten und wiederum Kosten sparen."
"28","Wir haben im Gesetzgebungsverfahren auch noch Sorgen der Verteilnetzbetreiber berücksichtigt, gerade wenn es um den Zeitrahmen für die Umsetzung ging."
"29"," Das wurde entsprechend adressiert."
"30","Und:"
"31"," Wir erhöhen die Dienstbarkeitsentschädigungen für die Land- und Forstwirtschaft, und zwar auf 25 Prozent des Verkehrswertes bei Freileitungen und auf 35 Prozent bei Erdverkabelungen."
"32"," Der Beschleunigungszuschlag wurde im parlamentarischen Verfahren von 50 Prozent auf 75 Prozent erhöht."
"33"," Er gilt für Bewilligungen, die innerhalb von acht Wochen zustande kommen."
"34"," Dies ist eine zielgerichtete Maßnahme, die einmalig die Beschleunigung des Netzausbaus voranbringt."
"35"," Frühere Öffnungsklauseln werden auch berücksichtigt werden."
"36"," Die Zahlungen können dann innerhalb von 30 Jahren an drei Terminen abgerufen werden."
"37"," Der Schadensersatz für Ernteausfälle, Mindererträge und Forstschäden im Zuge des Baus der Leitungen und auch im Nachgang bleibt davon unberührt."
"38"," Schäden werden auch zukünftig in voller Höhe ersetzt werden."
"39","Lassen Sie mich ganz klar sagen:"
"40"," Die Verbesserungen bei den Entschädigungen zeigen, dass für uns als Union der Wert des Eigentums wichtiger ist."
"41"," Auch das adressieren wir mit diesem Gesetz."
"42"," Insgesamt werden die Regelungen helfen, die Akzeptanz zu fördern und damit die Umsetzung zu beschleunigen."
"43","Wir prüfen auch — das will ich betonen — die Möglichkeit der Beteiligung der Grundstückseigentümer an den Netzprojekten."
"44"," Wir machen zukünftig Betroffene zu Beteiligten."
"45"," Die Ergebnisse einer Studie, die dazu in Auftrag gegeben wurde, werden Ende des Jahres vorliegen, und wir werden sie entsprechend berücksichtigen."
"46","A 1 4 IDie Anpassungen der B i nung wurden angesprochen."
"47"," Es soll hier zu Vereinfachungen und auch zu anderen Möglichkeiten des Aus r."
"48"," Andreas Lenzgleichs kommen."
"49"," Lassen Sie es mich ganz offen sagen:"
"50"," Wenn wir im Rahmen der Energiewende, also im Sinne der Okologie, etwas machen, dann braucht es meiner Meinung nach tiberhaupt keinen Ausgleich."
"51"," Wir wollen erreichen, dass es bei solchen Vorhaben zukinftig keiner Ausgleichsmaßnahmen mehr bedarf."
"52"," Da geht uns der jetzige Regelungsvorschlag des BMU noch nicht weit genug."
"53"," Wir werden darüber noch mal mit der SPD diskutieren."
"54"," Ich nehme die Kolleginnen und Kollegen da beim Wort."
"55"," Das ist für uns ein wichtiger Punkt, und das werden wir entsprechend weiterhin verfolgen."
"56"," Wir hätten im Rahmen dieser Gesetzgebung auch gerne noch mehr für die KWK getan, vor allem für die Anlagen zwischen 1 und 10 MW."
"57"," Das scheiterte leider am Koalitionspartner."
"58"," Hier bietet das EuGH-Urteil aus der letzten Woche einen entsprechenden Rahmen."
"59"," Wir werden zeitnah, vor der Sommerpause, den gegebenen Spielraum nutzen."
"60","Lassen Sie mich einen Satz zum SuedOstLink sagen."
"61"," Uns als CSU war hier insgesamt wichtig, dass die Trassenbreite durch etwaige Leerrohre nicht vergrößert wird."
"62"," Das haben wir auch so vereinbart."
"63"," Ebenso werden die 525-kV-Leitungen nach der Präqualifizierungsphase schnellstmöglich genehmigt."
"64"," Das haben wir auch festgehalten."
"65"," Es freut mich, dass der Minister den Punkt der Erdverkabelung adressiert hat."
