"","V1"
"1",""
"2"," Nächster Redner ist der Kollege Bernd Rützel, SPD."
"3"," Bernd Rützel:"
"4","Sehr geehrter Herr Präsident! Sehr geehrte Damen und Herren! Liebe Kolleginnen! Liebe Kollegen! Herr Kollege Kemmerich, ich hätte es mutig und ehrlich gefunden, wenn Sie hier gesagt hätten:"
"5"," Der Mindestlohn passt uns nicht, der gefällt uns nicht."
"6"," Wir sind gegen den Mindestlohn, und wir sind auch dagegen, dass das Arbeitszeitgesetz eingehalten werden kann."
"7"," — Das wäre ehrlich gewesen."
"8"," Das hätte ich erwartet."
"9"," Aber von überbordender Bürokratie zu sprechen, das lädt ein, dass wir uns das Thema genauer anschauen."
"10","Ich gebe Ihnen recht:"
"11"," Es ist immer hilfreich, zu überlegen, wo man Bürokratie abbauen kann."
"12"," Unnötige Bürokratie braucht kein Mensch; die bauen wir auch gerne ab."
"13"," Man muss allerdings aufpassen, dass notwendige Regeln dabei nicht über Bord geworfen werden."
"14"," Es mag beliebt sein, Bürokratie im Ganzen zu verdammen; vernünftig ist das aber nicht."
"15"," Schon der Soziologe Max Weber hat von der rationalen Form legaler Herrschaft gesprochen."
"16"," Bürokratie ist für ihn der Versuch, Institutionen vernunftgemäß zu organisieren."
"17"," Dazu gehören für alle verbindliche Regeln und die schriftliche Dokumentation der Arbeit."
"18"," Das ist sinnvoll; denn wenn wir wollen, dass unsere Gesetze angewandt werden und für alle gelten, dann brauchen wir Kontrollen."
"19","Und diejenigen, die kontrollieren, brauchen Kompetenzen und Befugnisse."
"20"," Ich gehe davon aus, dass wir uns darüber einig sind."
"21","Die Streitfrage ist, ob wir den Unternehmen, wie Sie es beschreiben, zu viel Bürokratie in Bezug auf die Doku Bernd Rützelmentation des Mindestlohnes aufbürden, ob man das also einfacher machen kann."
"22","Ich méchte zusammenfassen, was nach dem Mindestlohngesetz dokumentiert werden muss:"
"23"," Beginn, Ende und Dauer der taglichen Arbeitszeit."
"24"," — Zusammenfassung beendet."
"25"," — Ja, sieben Tage hat man Zeit, das aufzuschreiben."
"26"," — Sie fordern, dass man sich dafür vier Wochen Zeit lassen kann."
"27"," Ich glaube, nach vier Wochen weiß man das nicht mehr so genau wie nach sieben Tagen."
"28"," Also ist es sinnvoll, das zeitnah zu erledigen und nicht irgendwie zu verschieben."
"29"," Die Dokumentationspflicht gilt nur für geringfügig Beschäftigte — und dort nicht für diejenigen, die im privaten Bereich beschäftigt sind — und vor allem für die im Scl beitsbekämpfungsg genannten Wirtschaftsbereiche."
"30"," Diese Aufzeichnungspflichten bedürfen keiner besonderen Form."
"31"," Es braucht kein digitales Aufzeichnungssystem und keine Zeiterfassung."
"32"," Es braucht nur einen Stundenzettel, auf dem das Datum sowie Beginn und Ende der Arbeitszeit stehen — das kann man sich selber herstellen —, und einen Kugelschreiber oder einen Bleistift."
"33"," Wenn man das alles nicht zur Verfügung hat, kann man sich ein entsprechendes Formular von der Webseite des Bundesarbeitsministeriums herunterladen."
"34"," Dort wird das angeboten."
"35"," Ich halte deshalb den Aufwand nicht, wie Sie es beschreiben, für eine große Belastung."
"36"," Es ist ein geringer Aufwand."
"37"," Sie zahlen doch auch Löhne aus und schreiben Rechnungen."
"38"," Wie führt man ein Geschäft, wenn das ein großer Aufwand sein soll? Es ist ein Trugschluss, wie Sie in Ihrem Antrag beschreiben, dass die tarifvertraglich vereinbarte Arbeitszeit abgeglichen werden muss."
"39"," Das ist eben nicht der Punkt."
"40"," Der Punkt ist, dass die tatsächlich geleistete Arbeitszeit dokumentiert und abgeglichen werden muss; denn aus ihr berechnet sich der Mindestlohn."
"41"," Und eine Stunde hat 60 Minuten und nicht 90 Minuten, wie bei manchen, die vorher und nachher für lau bzw."
"42"," für nichts arbeiten sollen."
"43"," Jede Arbeitsstunde muss bezahlt+:"
"44"," werden."
"45"," Wenn das nicht der Fall ist, dann ist das Betrug."
"46"," Leider Gottes werden immer noch viele Menschen teilweise um ihre Arbeitszeit betrogen."
"47"," Sie schaffen für lau und für nichts, und das ist nicht in Ordnung."
"48"," Liebe Kolleginnen und Kollegen, zusammenfassend will ich sagen, dass wir die Umgehung des Arbeitszeitgesetzes nicht zulassen, dass wir eine Aushöhlung des Mindestlohnes nicht zulassen, und das unter dem Deckmäntelchen des Bürokratieabbaus."
"49"," Das lehnen wir ab."
"50"," Darüber werden wir noch diskutieren."
"51","Vielen Dank."
"52"," Präsident Dr.
 Wolfgang "
