"","V1"
"1",""
"2","Für die FDP-Fraktion hat das Wort der Kollege Dr."
"3"," Martin Neumann."
"4"," Dr."
"5"," Martin Neumann:"
"6","Sehr geehrter Herr Präsident! Liebe Kolleginnen und Kollegen! Ich komme auf das Ziel zurück:"
"7"," Das Ziel der Energiewende ist, CO,-Emissionen zu senken."
"8"," Heute wurde schon mehrfach gesagt, dass wir nicht nur die höchsten Strompreise in Europa haben, sondern vor allen Dingen auch — das macht Sorge — die höchsten CO,-Vermeidungskosten."
"9"," Das ist meiner Ansicht nach der Punkt."
"10"," Diese Preise haben wir bei einer nur marginalen Reduzierung der CO,-Emissionen."
"11"," Herr Westphal und auch Herr Krischer haben es ja angesprochen."
"12","Ich will darauf zurückkommen."
"13"," Sie ergötzen sich daran, dass Sie sich über die Installation von Erneuerbaren hier loben lassen wollen."
"14"," Es kommt aber darauf an — das ist für die Wirtschaft und für die Verbraucher wichtig —, dass rund um die Uhr, 8 760 Stunden im Jahr, Energie zur Verfügung steht; das ist das entscheidende Kriterium."
"15"," Sie können dann den Faktor fünf oder den Faktor zehn nehmen — mal unabhängig von der Akzeptanz, inwieweit Sie Onshoreanlagen tatsächlich aufstellen können."
"16","Ich finde es einfach dreist - ich sage es noch mal so -, wenn Sie hier versuchen, den Menschen weiszumachen, dass hohe Strompreise für einen guten Zweck stehen."
"17"," Dr."
"18"," Martin NeumannIn Wirklichkeit, meine Damen und Herren, stehen die hohen Energiekosten ftir den falschen Weg."
"19"," Sie stehen für ein ineffizientes System und — das ist das Schlimme — für ein katastrophales Management."
"20"," Das ist, glaube ich, der wichtige Punkt an dieser Stelle."
"21","Mehrfach angesprochen wurde das Thema der Verdopplung."
"22"," Das will ich alles nicht wiederholen."
"23"," Wichtig ist im Prinzip auch — das müssen wir zur Kenntnis nehmen -, dass Energiepolitik — Stichwort ,,Strom“ — ein ganz wichtiger Standortfaktor ist."
"24"," Bei solchen Strompreisen leidet die Wettbewerbsfähigkeit, meine Damen und Herren."
"25"," Ich glaube, das müssen wir in den Vordergrund rücken."
"26"," Es geht mir da nicht um die große Industrie, die im Zweifelsfall weggeht, sondern es geht mir um die mittelständischen Unternehmen, es geht mir um die Familienunternehmen, die darunter leiden."
"27"," Das muss man hier tatsächlich noch einmal betonen."
"28"," Jetzt noch ein weiterer Punkt."
"29"," Die Preise, die wir aktuell haben, schaden der Energiewende; ich sage Ihnen das Herr Müller hat das Thema Wärme angesprochen."
"30"," Wenn wir teuren Strom haben:"
"31"," Denken Sie an die Wärmepumpen! Wenn die Wärmepumpe effizient laufen soll, braucht sie, wenn sie Umweltenergie ins Gebäude bringen soll, günstigen Strom."
"32"," Genau das untergraben wir, wenn wir so weitermachen."
"33"," Darum geht es."
"34"," Wie gesagt, wir haben einen Antrag zur Senkung der Stromsteuer auf das EU-Mindestmaß eingebracht."
"35"," Das kann aber nur — das betone ich - ein erster grundlegender Schritt sein."
"36","Bei der CO,-Bepreisung — mehrfach angesprochen; ich will es nur noch mal deutlich machen — geht es nicht um eine willkürliche Festlegung, sondern man muss auf ein Maß kommen, damit Wettbewerb tatsächlich auch funktionieren kann."
"37"," Es könnte zum Beispiel sein, dass man sich darüber Gedanken macht, den C-Gehalt, also den Kohlenstoffgehalt, eines Energieträgers in den Wettbewerb zu stellen."
"38"," Wir haben es mehrfach gesagt:"
"39"," Wir sind dafür, einen Wettbewerb emissionsarmer Energieträger zu organisieren."
"40"," Und:"
"41"," Wir brauchen — das ist, glaube ich, jedem klar, der sich mit dem Thema beschaftigt — deutlich mehr Forschung für emissionsarme Energietrager, insbesondere ftir Wasserstoff."
"42"," Das ist ja auch mehrfach angesprochen worden."
"43"," Ein letzter Punkt — mit Blick auf die Uhr —:"
"44"," Wir brauchen stärkere Anreize für Investitionen in intelligente Netztechnik; das wissen wir alle."
"45"," Wir können mit der Symbolpolitik einfach aufhören."
"46"," Wir brauchen diese 7 700 Kilometer Stromleitungen, und davon ist bisher nur ein Bruchteil, nämlich 950 Kilometer, fertiggestellt."
"47"," Das reicht nicht."
"48"," Auch Sie, Herr Müller, haben das Thema Netzstabilität angesprochen:"
"49"," Die Netzstabilität macht das Ganze teuer; denn die Redispatch-Kosten treten immer wieder auf, und wir müssen sie auf die Rechnungen der Verbraucher umlegen."
"50"," Das macht das Ganze teuer und letztendlich nicht effizient."
"51","Ein allerletzter Punkt; ich komme zum Schluss."
"52"," Ich will an der Stelle mal mit Tabus aufräumen."
"53"," Aussichtsreiche Lösungen, die wir diskutiert haben, die auch global oder international eine große Rolle spielen, wie zum Beispiel CCU — das steht tibrigens im Koalitionsvertrag -, kommen nicht voran."
"54"," Vor allen Dingen unter den Energie- und Umweltpopulisten gibt es immer wieder Widerstand, indem man etwa fragt:"
"55"," Warum öffnen wir das Ganze nicht, um zu einer Lösung zu kommen?Noch ein letzter Satz dazu."
"56"," 95 Prozent — oder 80 Prozent; wir reden ja über verschiedene Zahlen — weniger Treibhausgase bis 2050 werden ohne Technologien im Bereich CCU oder CCS nicht erreichbar sein."
"57"," Ich denke, wir müssen raus aus Wolkenkuckucksheim und ehrlich zu den Menschen sein."
"58"," Ich glaube, dann schaffen wir Akzeptanz und auch den Erfolg der Energiewende."
"59","Herzlichen Dank."
"60"," Vizepräsident Dr.
 Hans-Peter "
