"","V1"
"1",""
"2"," Der nächste Redner ist für die SPD-Fraktion der Kollege Johann Saathoff."
"3"," Johann Saathoff:"
"4","Sehr geehrter Herr Präsident! Liebe Kolleginnen und Kollegen! Herr Hilse, es ist wie immer:"
"5"," eine Politik des Angstmachens — den Leuten Angst indoktrinieren wollen -, antieuropäischer Blickwinkel."
"6"," Mit verantwortungsvoller Energiepolitik hat das so gut wie gar nichts zu tun, und deswegen gehört das letzten Endes in die Ecke, in die Sie es gestellt haben."
"7"," Es wird der Eindruck vermittelt — auch von Ihnen -, dass die erneuerbaren Energien schuld seien an der Höhe der Strompreise."
"8"," Das ist eine sehr, sehr verkürzte Darstellung, die wir hier immer wieder mitkriegen; denn der Strompreis setzt sich aus vielen unterschiedlichen Bestandteilen zusammen."
"9"," Die EEG-Umlage — das haben wir heute schon zwei-, dreimal gehört - ist im letzten Jahr sogar leicht gesunken."
"10","Die gute Botschaft ist, Herr Dürr:"
"11"," Sie wird auch in den kommenden Jahren sinken."
"12"," Die ersten Anlagen fallen nämlich aus der 20-jährigen Förderung heraus; das sind die Anlagen, die wir ganz besonders stark gefördert haben."
"13"," Das heißt, es ist eindeutig zu erwarten, dass die EEG-Umlage sinken wird."
"14"," Der ein oder andere weiß, dass ich nicht Präsident des Fanklubs für Ausschreibungen bin; aber das muss man ja sagen:"
"15"," Die Einführung von Ausschreibungen hat zu deutlichen Kostenreduktionen geführt."
"16"," Im Offshorebereich hat sie sogar dazu geführt, dass wir O-Cent-Gebote gehabt haben."
"17"," Damit haben wir die Erneuerbaren noch viel kostengünstiger gemacht, als sie ohnehin schon waren."
"18"," Der Börsenstrompreis selbst ist wegen der erneuerbaren Energien und der damit verbundenen Überkapazitäten in den letzten Jahren deutlich gesunken und etabliert sich auf niedrigstem Niveau."
"19"," Diese Entlastung der Börsenstrompreise muss man eigentlich bei der Belastung der Haushalte durch die EEG-Umlage gegenrechnen."
"20"," Ich höre immer die Diskussion über die Frage:"
"21"," Welche Energieerzeugung ist am günstigsten? Sie trauen sich ja nicht, zu sagen, dass Sie vielleicht doch lieber die Kernenergie behalten wollen."
