"","V1"
"1",""
"2","Vielen Dank, Herr Kollege Schipanski."
"3"," — Ich schliefe die Aussprache zum Tagesordnungspunkt 12."
"4","Wir kommen zu dem Antrag der Fraktion Die Linke auf Drucksache 19/8966 mit dem Titel „Uploadfilter verhindern — Urheberrechtsrichtlinie im Rat der EU ablehnen“."
"5"," Die Fraktion Die Linke wünscht Abstimmung in der Sache."
"6"," Die Fraktionen der CDU/CSU und der SPD wünschen Überweisung, und zwar an den federführenden Ausschuss für Recht und Verbraucherschutz und mitberatend an den Ausschuss für die Angelegenheiten der Europäischen Union, an den Ausschuss für Kultur und Medien und an den Ausschuss Digitale Agenda."
"7"," Nach ständiger Übung stimmen wir zuerst über den Antrag auf Ausschussüberweisung ab."
"8"," Wer stimmt für die beantragte Überweisung? — Das ist die Koalition."
"9"," Wer stimmt dagegen? — Das ist die gesamte Opposition."
"10"," Das Erstere war die Mehrheit."
"11"," Enthaltungen? — Keine."
"12"," Dann ist die Überweisung so beschlossen, und wir stimmen heute nicht über den Antrag auf Drucksache 19/8966 in der Sache ab."
"13","Zusatzpunkt 7."
"14"," Antrag der FDP auf Drucksache 19/8959 mit dem Titel „Urheberrecht neu denken — Ohne Upload-Filter“."
"15"," Die Fraktion der FDP wünscht auch hier Abstimmung in der Sache."
"16"," Die Fraktionen der CDU/CSU und der SPD wünschen Überweisung an den Ausschuss für Recht und Verbraucherschutz."
"17","Zunächst wieder Abstimmung über den Überweisungsantrag."
"18"," Wer stimmt für die Überweisung? — Das ist die Koalition."
"19"," Wer stimmt dagegen? — Das ist die gesamte Opposition."
"20"," Enthaltungen? — Keine."
"21"," Das Erstere war die Mehrheit."
"22"," Dann ist die Überweisung so beschlossen."
"23"," Wir stimmen nicht ab in der Sache über den Antrag auf Drucksache 19/8959."
"24","Ich rufe die Tagesordnungspunkte 13 a und 13 b auf:"
"25","a) Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Ernährung und Landwirtschaft zu dem Antrag der Fraktionen der CDU/CSU und SPDGesellschaftlichen Zusammenhalt stärken — Gutes Leben und Arbeiten auf dem Land gewährleistenDrucksachen 19/7028, 19/7978oc mSBeratung der Beschlussempfehlung und des Berichts des Ausschusses für Verkehr und digitale Infrastruktur zu dem Antrag der Abgeordneten Carina Konrad, Frank Sitta, Dr."
"26"," Gero Clemens Hocker, weiterer Abgeordneter und der Fraktion der FDPSmart Farming — Flachendeckende Breitbandversorgung für eine innovative Landwirtschaft in DeutschlandDrucksachen 19/7029, 19/7989 Es ist interfraktionell eine Aussprache von 38 Minuten vereinbart."
"27"," — Es gibt keinen Widerspruch."
"28"," Dann ist das so beschlossen."
"29","Ich eröffne die Aussprache."
"30"," Es beginnt für die Bundesregierung die Bundesministerin Julia Klöckner."
"31"," Julia Klöckner, Bundesministerin für Ernährung und Landwirtschaft:"
"32","Sehr geehrter Herr Präsident! Verehrte Damen und Herren Abgeordnete! Ich komme gerade aus Münster, und da traf Stadt auf Land:"
"33"," 6 000 Bauern, die im städtischen Umfeld für ihre Zukunftschancen auf dem Land demonstrierten."
"34"," Einige Städter schauten verdutzt auf die Demonstrationsschilder und irritiert-verwundert auf die Traktoren."
"35"," Man kennt sich zu wenig; aber man hat ganz genaue Vorstellungen voneinander."
"36","Ich bin den Koalitionsfraktionen sehr dankbar für den wirklich sehr guten Antrag, den sie gemeinsam vorgelegt haben; denn sie werfen einen Blick auf die ländliche Bevölkerung und die ländlichen Räume."
"37"," Ein Bekenntnis zu ihnen ist mehr, als einmal im Jahr Urlaub auf dem Bauernhof zu machen."
"38"," Die ländlichen Räume sind Kraftzentren unseres Landes."
"39"," Das heißt, dass wir für sie aktive Strukturpolitik ohne Gießkannenpolitik machen müssen; wir müssen sie ernst nehmen."
"40"," Das, was in der Stadt der Wohnraummangel ist, ist auf dem Land der Leerstand."
"41"," Deshalb brauchen wir passgenaue Antworten."
"42"," Ich bin dankbar, dass CDU, CSU und SPD sich dieses Problems so konkret annehmen."
"43"," Sehr geehrte Damen und Herren, es sind eigenständige Räume mit Wirtschaftskraft, die am Ende die überhitzten Städte und Ballungszentren entlasten können."
"44"," Was wir brauchen, um das zu erreichen, ist ein Blick auf die gleichwertigen Lebensverhältnisse."
"45"," Das Problem in den ländlichen Räumen sind nicht die zu vollen Klassen, es sind nicht die zu vollen Busse, es ist auch nicht die Frage, ob man eine Wohnung findet, sondern es ist genau das Gegenteil:"
"46"," Ganz häufig ist es so, dass die Älteren zurückbleiben, dass Klassen und Schulen geschlossen werden, weil zu wenige Schüler da sind und der letzte Bus auch noch eingestellt wird."
"47"," - Frau Kollegin, das Problem ist, dass die Grünen mit den ländlichen Räumen so wenig zu tun haben."
"48"," Für Sie als Grüne sind die ländlichen Räume doch nur eins:"
"49"," Kompensationsräume für die Wünsche von Großstädtern."
"50"," Bundesministerin Julia KlöcknerIn den ländlichen Räumen soll am Ende eine nostalgische Landwirtschaft betrieben werden, sollen die Windräder für die erneuerbaren Energien stehen, die Ihre städtische Klientel sich wünscht."
"51"," Wir sagen:"
"52"," Gleichwertige Lebensverhältnisse heißt am Ende, auf gleicher Augenhöhe zu sein und für Digitalisierung einzustehen."
"53"," Ich bin dankbar, dass diese Bundesregierung so viel für die Kommunen und die Entwicklung in den ländlichen Räumen macht."
"54"," Davon kann Frau Künast heute noch träumen; denn in ihrer Zeit hat sie nie daran gedacht."
"55"," Vizepräsident Dr.
 Hans-Peter "
