"","V1"
"1",""
"2"," Herzlichen Dank, Frau Kollegin."
"3"," — Nächster Redner ist der Kollege Dr."
"4"," Götz Frömming, AfD-Fraktion."
"5"," Dr."
"6"," Götz Frömming:"
"7","Sehr geehrter Herr Präsident! Sehr geehrte Damen und Herren! Es gibt ja einen interessanten Unterschied zwischen Bildungspolitikern, zumindest den meisten, und denjenigen, die in der Praxis, also sozusagen an der Front, all das ausbaden müssen, was sich zuvor Theoretiker ausgedacht und Politiker beschlossen haben."
"8"," All die hübschen Wörter, mit denen die Theoretiker und die Politik in den letzten Jahren Schulen und Universitäten umgekrempelt haben — mit einer Reform nach der anderen haben sie sie traktiert —, diese hübschen Wörter, meine Damen und Herren, lösen bei vielen Lehrern an Schulen und Hochschulen ein zunehmendes Unbehagen aus."
"9"," Ich nenne Ihnen ein paar dieser Wörter:"
"10"," Kompetenzorientierung, Humankapital, Output-Steuerung, Bildungsstandards und eben auch lebenslanges Lernen."
"11"," Darum geht es der FDP im vorliegenden Antrag, auch wenn Sie so klug sind, das Wort „lebenslanges Lernen“ zu ersetzen durch „lebensbegleitendes Lernen“, wie Sie es nennen."
"12"," Es läuft aber auf dasselbe hinaus."
"13","Ein zweites Bildungssystem für das ganze Leben schlagen Sie uns vor, betrieben vor allem durch private Weiterbildungsfirmen und privatisierte Angebote des öffentlichen Bildungssektors."
"14"," Finanziert werden soll das Ganze über virtuelle Konten, sogenannte Freiraumkonten, auf die ein Teil des Lohnes umgeleitet und für Weiterbildungen eingefroren wird."
"15"," Hinzu kommt ein sogenanntes Midlife-BAföG; es ist eben schon erwähnt worden."
"16"," Meine Damen und Herren, eine gewisse Kreativität bei der Wortneuschöpfung können wir der FDP nicht absprechen;aber das macht den Inhalt noch nicht besser."
"17","Das gilt auch für die sogenannte Digitale Bildungsarena."
"18"," Was das sein soll, kann man zwischen den Zeilen lesen."
"19"," In der Digitalen Bildungsarena finden die Anbieter von Bildungsprodukten ihre Käufer."
"20"," Sozusagen wie in einem Onlineshop werden dort Weiterbildungsangebote angepriesen, verkauft und anschließend bewertet."
"21"," Werviel kauft, wird am Ende belohnt und bekommt - viel leicht — einen Job, falls nicht jemand auftaucht, der mehrWeiterbildungsangebote in seinem Warenkorb vorweisen ann."
"22","Meine Damen und Herren, wir von der AfD-Fraktion wollen das nicht."
"23"," Wir wollen bei uns keine amerikanischen Verhältnisse mit einem verrotteten staatlichen Bildungssystem."
"24"," Auf den Verfall der klassischen Bildung im Sinne Humboldts antworten Sie mit einer Ökonomisierung der Bildung."
"25"," Der Gipfel ist dann noch, dass bei fleißiger Einzahlung und Nutzung des „Freiraumkontos“ Steuer- und Sozialversicherungsbeiträge entfallen sollen."
"26"," Das ist abenteuerlich, meine Damen und Herren, und das ist komplett unsolidarisch."
"27"," Dazu sagen wir Nein, Nein und nochmals Nein."
"28"," Die FDP nennt das Ganze übrigens „Bildungssparen“."
"29"," Ich sage Ihnen, lieber Herr Brandenburg:"
"30"," Bitte ersparen Sie uns künftig solche unausgegorenen Anträge! Sie hatten beim letzten Mal einen viel besseren."
"31"," Aber dieser hier geht wirklich gar nicht."
"32"," Damit ich an dieser Stelle nicht missverstanden werde:"
"33"," Leistungsorientierung, Noten, Erfolge und Niederlagen sind selbstverständlich Bestandteil eines guten Bildungsund Ausbildungssystems."
"34"," Aber erreichte Bildungsabschlüsse müssen dann auch anerkannt und von uns respektiert werden."
"35"," Die Menschen lebenslang durch die „Bildungsarena“, wie Sie das nennen, zu jagen, gegeneinander aufzuhetzen und auszuspielen, ein solches Wolfsgesetz der Bildung, meine Damen und Herren, lehnen wir ab."
"36","Wir wissen schon seit Jahren, dass mindestens die Hälfte der Weiterbildungsmaßnahmen die in sie gesetzten Erwartungen nicht erfüllen und diese deshalb oft zu Verunsicherung, Enttäuschung und Demotivation bei den Teilnehmern führen."
"37"," Bevor wir da etwas Neues draufsatteln, so wie die FDP es will, sollten wir doch erst einmal überlegen, woran das liegt."
"38","Beständig zu lernen, ist übrigens nicht erst ein Gebot des Internetzeitalters."
"39"," Das war schon immer so."
"40"," Schon der chinesische Philosoph Laotse sagte:"
"41"," Lernen ist wie Rudern gegen den Strom."
"42"," Sobald man damit aufhört, treibt man zurück."
"43"," — Aber, meine Damen und Herren, dafür brauchen wir keine digitale Bildungsarena, dafür brauchen wir auch nicht das Geschäftsmodell der FDP, und dafür brauchen wir auch keinen ausufernden privatisierten Weiterbildungsmarkt."
"44","Wir, die AfD-Fraktion, denken vom Menschen aus."
"45"," Dr."
"46"," Götz Frömming— Hören Sie einmal zu! Da können Sie was lernen."
"47"," Das müsste eigentlich Ihre Kritik, also der Linken, sein."
"48"," — Die FDP denkt vom Markt aus."
"49"," Aus Sicht des Marktes begreift sie den Menschen als etwas Defizitäres, etwas, das den Ansprüchen nie ganz gerecht wird."
"50"," Deshalb übertiteln Sie Ihren Antrag auch mit den Worten:"
"51"," „Niemals ausgelernt“.
 Meine Damen und Herren, liebe Kollegen von der FDP, merken Sie denn nicht, dass solche Formulierungen den Menschen draußen Angst machen? Bitte kehren Sie zurück auf den Pfad der Tugend!Vizepräsident Wolfgang "
