"","V1"
"1",""
"2","Vielen Dank, Frau Kollegin Völlers."
"3"," — Als nächste Rednerin erhält das Wort die Kollegin Jutta Krellmann, Fraktion Die Linke."
"4"," Jutta Krellmann:"
"5","Sehr geehrter Herr Präsident! Meine Damen und Herren! Auch ich möchte im Namen meiner Fraktion Herrn Hauer von hier aus gute Besserung wünschen, damit er nächste Woche wieder hier sein kann."
"6"," Beides nimmt den Menschen die Angst vor dem Wandel."
"7"," Wir Linke bringen genau das in die Arbeit der Enquete-Kommission ein."
"8"," Doch leider drücken sich viele Arbeitgeber vor ihrer Verantwortung."
"9"," Deshalb fordern wir Linke eine Ausbildungsumlage."
"10"," Wer nicht ausbildet, muss zahlen."
"11"," Wichtig ist auch, dass Beschäftigte mitentscheiden können, ob sie eine Weiterbildung bekommen."
"12"," Das darf kein Privileg der Arbeitgeber sein."
"13"," Denn Fakt ist:"
"14"," Führungskräfte bekommen häufiger eine Weiterbildung als Ungelernte, Erwerbstätige häufiger als Erwerbslose und Jüngere häufiger als Ältere."
"15"," So darf es nicht weitergehen."
"16"," Die Linke sagt:"
"17"," Bei betrieblicher Weiterbildung haben die Arbeitgeber die Kosten zu tragen, und sie haben die Beschäftigten freizustellen."
"18"," Doch das allein reicht nicht, um auf den Wandel der Arbeitswelt zu reagieren."
"19"," Wenn Unternehmen umstrukturieren müssen, dürfen Arbeitnehmer nicht auf der Strecke bleiben."
"20"," Deswegen unterstützen wir die Forderung nach einem Transferkurzarbeitergeld."
"21"," Es ermöglicht Beschäftigten, sich zu qualifizieren, sich neuen Bedingungen anzupassen und dabei auch beschäftigt zu bleiben."
"22"," So schaffen wir Schutz und Chancen für die Beschäftigten."
"23"," Klar ist auch:"
"24"," Die Transformation kann nur gelingen, wenn die Beschäftigten einbezogen werden."
"25"," Deshalb muss die betriebliche Mitbestimmung gestärkt werden."
"26"," Betriebsräte müssen viel stärker mitentscheiden können, wenn es darum geht, wie Arbeit organisiert wird, wo neue Techniken eingesetzt werden, wie viel Personal gebraucht wird und welche Qualifikation notwendig ist."
"27"," Packen wir es an, auch in der Enquete-Kommission."
"28","Vielen Dank.
 Vizepräsident Wolfgang "
