"","V1"
"1",""
"2","Vielen Dank, Herr Kollege Jens Brandenburg."
"3"," Wenn Sie sich umgedreht hätten, hätten Sie Wind von vorn bekommen; aber Druck von hinten ist auch gut."
"4","Als nächste Rednerin spricht zu uns die Kollegin Dr."
"5"," Astrid Mannes, CDU/CSU-Fraktion."
"6"," Dr."
"7"," Astrid Mannes:"
"8","Herr Präsident! Meine Damen und Herren! Die FDP bezeichnet sich ja immer sehr gerne als Serviceopposition."
"9"," Den Antrag für heute haben wir gestern Abend vorgelegt bekommen."
"10"," Mit Service hat das recht wenig zu tun."
"11"," Davon kann also keine Rede sein."
"12"," Der Antrag hingegen ist durchaus besser gelungen; denn Sie erkennen die Herausforderungen unserer Zeit."
"13"," Die allerdings haben auch die Regierungsparteien längst ausgemacht, und die Regierung hat mit ihrer großen Nationalen Weiterbildungsstrategie auch längst reagiert."
"14"," Sie hat diese erarbeitet, zusammen mit den Ländern, mit der Wirtschaft, den Gewerkschaften, der Bundesanstalt für Arbeit und unter Einbeziehung weiterer Partner aus Wissenschaft und betrieblicher Praxis."
"15"," Ein gemeinsames Marschieren mit aufeinander abgestimmten Prozessen, darin liegt die Stärke."
"16","Die Nationale Weiterbildungsstrategie ist auch als permanenter Prozess der Weiterentwicklung gedacht."
"17"," Im Koalitionsvertrag haben wir als Ziele definiert, breiten Bevölkerungsteilen den beruflichen Aufstieg zu erleichtern, die Beschäftigungsfähigkeit in einer sich wandelnden Arbeitswelt nachhaltig zu fördern und alle Weiterbildungsprogramme des Bundes und der Länder zu bündeln, sie entlang der Bedarfe der Beschäftigten und der Unternehmen auszurichten und eine neue Weiterbildungskultur zu etablieren."
"18"," Wir brauchen eine Kultur der Weiterbildung als breite, nationale Bewegung, die alle Alters- und Bevölkerungsgruppen umfasst."
"19"," Die Welt verändert sich immer schneller, und die Anforderungen am Arbeitsplatz auch."
"20"," Automatisierung, Digitalisierung, technische Entwicklung, künstliche Intelligenz — das macht den Menschen aber auch Angst."
"21"," Wir wollen Freude an Weiterbildung vermitteln, und wir möchten, dass die Menschen Vorteile sehen:"
"22"," für ihre persönliche Entwicklung und für die beruflichen Chancen."
"23"," Uns als Serviceregierung ist es wichtig, hier Antworten zu geben und den Menschen Angste zu nehmen."
"24"," Wir schaffen die Voraussetzungen dafür, dass sie gut gerüstet sind — durch regelmäßige Weiterbildungen — für den Arbeitsmarkt der Zukunft."
"25"," Zudem nimmt sie Qualifizierungsstrategien und Aktivitäten der Europäischen Union und auch der OECD mit in den Blick."
"26"," Sie zielt darauf ab, dass die Übersichtlichkeit der Weiterbildungs- und Beratungsangebote sowie die Fördermöglichkeiten in Bund und Ländern so verbessert werden, dass alle Menschen ihren persönlichen Lern- und Entwicklungsprozess passgenau gestalten können."
"27"," Bestehende Beratungsangebote von Bund, Ländern, Kammern, Verbänden, aber auch Bildungswerken sollen zu einer flächendeckenden hochwertigen und vernetzten Beratungsstruktur ausgebaut werden."
"28","Die CDU/CSU-Bundestagsfraktion hat mit MILLA — Sie haben es angesprochen — schon ein Modell für ein umfassendes, übersichtliches Onlineportal für Weiterbildungsangebote entwickelt, damit die Menschen bei der Vielzahl der Bildungsangebote, die es auf dem Markt schon gibt, noch durchsteigen und sich leichter orientieren können."
"29","Eine Verlängerung der bis Ende 2020 befristeten Regelung zu Weiterbildungsprämien bei erfolgreichen Zwischen- und Abscl im Rahmen der Umschulungen soll geprüft werden."
"30"," Auch soll informelles berufliches Lernen sichtbar und verwertbar gemacht werden."
"31"," Mit dem Qualifizi tz und der Stärkung der Weiterbildungs- \""und Qualifizierungsberatung ist schon ein wichtiger Schritt gemacht, ebenso mit der Novelle des Aufstiegs-BAföGs, mit der finanzielle Hürden für die Weiterqualifizierung abgebaut werden."
"32","Dr."
"33"," Astrid MannesSie fordern ein Midlife-BAföG."
"34"," Über Finanzierung und Details werden wir uns im Ausschuss unterhalten."
"35"," Ihre anderen Überlegungen gehen weitgehend in der Weiterbildungsstrategie der Bundesregierung auf."
"36"," Wir freuen uns auf die weiteren Beratungen.
 Vizepräsident Wolfgang "
