"","V1"
"1",""
"2"," Vielen Dank."
"3"," — Nächster Redner ist für die Fraktion der CDU/CSU der Kollege Christoph Bernstiel."
"4"," Christoph Bernstiel:"
"5","Sehr geehrter Herr Präsident! Werte Kolleginnen und Kollegen! Was an Hass, Hetze, Mobbing und Diskriminierung in unseren sogenannten sozialen Netzwerken unterwegs ist, das sprengt längst die Grenzen des Ertragbaren."
"6"," Viel zu lange haben wir geglaubt, dass sich die Community selbst regulieren wird, dass wir mit Meldepflichten der Sache Einhalt gebieten können und dass am Ende der gesunde Menschenverstand und vor allen Dingen der Anstand siegen werden."
"7","Wir haben 2006 eine Antidiskriminierungsstelle eingerichtet, und wir haben mit dem Netzwerkdurchsetzungs Christoph Bernstielgesetz zum ersten Mal versucht, diesem Hass Einhalt zu gebieten."
"8"," Doch die Wahrheit ist:"
"9"," Das alles reicht nicht aus."
"10"," Der Fall Walter Lübcke und auch der furchtbare Anschlag in meiner Heimatstadt Halle zeigen, dass es nach wie vor Schutzzonen für diejenigen gibt, die Hass, Gewalt und Hetze im Internet verbreiten."
"11"," Ich sage an dieser Stelle auch:"
"12"," Dieses Phänomen haben wir nicht erst, seit es die AfD gibt."
"13"," Leider gibt es noch viel mehr verwirrte Geister, die sich im Internet herumtreiben und bewusst die Schlupflécher des Rechtsstaates nutzen."
"14"," Ich nenne die Beispiele Twitch und Steam."
"15"," Diese beiden Plattformen fallen nämlich nicht unter das Netzwerkdurchsetzungsgesetz, da sie im weitesten Sinne keine Onlinecommunities sind."
"16"," Diese rechtsfreien Räume müssen wir schließen."
"17","Wenn Horst Seehofer sagt, dass wir mit der GamingSzene sprechen müssen, dann meint er natürlich nicht, dass wir die ganze Gaming-Szene unter Verdacht stellen."
"18"," Was er meint, ist, dass sich sehr wohl — das weiß ich aus eigener Erfahrung - auf vielen Onlineplattformen Gruppen von Rechtsextremisten, Islamisten und teilweise auch Linksextremisten herumtreiben und zusammenziehen, die sich unter ganz eindeutigen Namensbezeichnungen austauschen und ihr radikales Gedankengut im Internet verbreiten."
"19"," Diese rechtsfreien Räume müssen geschlossen werden, und wir müssen dort hinschauen."
"20","Im Übrigen:"
"21"," Wir sagen, wir brauchen mehr Gesetze oder rechtliche Regelungen - ich habe eben ein Beispiel genannt, wo das tatsächlich angebracht ist —, aber was wir vor allem brauchen, ist etwas mehr Sensibilisierung, und zwar bei unseren Gerichten und auch bei unseren Sicherheitsbehörden."
"22"," Ich bin mir ziemlich sicher, dass sich bei fast allen Kollegen hier Beispiele für akute Hetze und Aufrufe zur Gewalt finden, die bei der jeweiligen Polizeidienststelle angezeigt wurden, und der zuständige Polizeibeamte oder die Polizeibeamtin waren erst mal überfordert."
"23"," Wenn man Glück hatte, dann ging das Verfahren bis zur Staatsanwaltschaft oder sogar zu einem Richter, und dann kam viel zu häufig — ich habe es selber so erlebt — eine Antwort nach dem Motto „Das ist nur ein Bagatelldelikt, und das ist jetzt nicht weiter verfolgungswürdig“."
"24"," Dann müssen wir diese Rechtspraxis angehen."
"25","Der aktuelle Fall von Renate Künast — Entschuldigung, dass Sie immer wieder genannt werden — zeigt ja eindeutig, dass es dort an einer Sensibilisierung fehlt."
"26"," Dazu brauchen wir nicht mehr Gesetze, sondern vor allen Din en mehr Bewusstsein und mehr Schulung bei unserem juristischen Personal, meine Damen und Herren."
"27"," Wenn wir über Sensibilisierung reden, dann möchte ich ein Thema ansprechen, das auch in den Bereich der Hasskriminalität, der Diskriminierung und des Mobbings fällt."
"28"," Es ist ein sehr unschönes Thema."
"29"," Jeden zweiten Tag stirbt in unserem Land ein Jugendlicher aufgrund von Mobbing:"
"30"," durch Mobbing in den Selbstmord getrieben."
"31"," Das ist ein Phänomen, das wir leider nicht so offen behandeln, wie es notwendig wäre."
"32","Es gibt einen sehr erfolgreichen Menschen in diesem Land, der sich den Kampf gegen Mobbing auf die Fahne geschrieben hat."
"33"," Das ist Carsten Stahl."
"34"," Er hat bisher über 52 000 Jugendliche gecoacht."
"35"," Er tut das in seiner sehr unorthodoxen Art und Weise, nämlich in der Sprache der Jugendlichen."
"36"," Das stößt bei vielen auf Verwirrung oder Verwunderung."
"37"," Aber er ist erfolgreich in dem, was er tut."
"38"," An ihm können wir alle uns ein Beispiel nehmen."
"39"," Denn er schaut hin, und er spricht die Probleme an."
"40","Eine aktuelle Studie des LKA Niedersachsen zeigt leider, dass 43 Prozent derjenigen, die Hasskriminalität, Diskriminierung und Mobbing im Internet wahrnehmen, schweigen."
"41"," Lassen Sie uns dieses Schweigen durchbrechen."
"42"," Lassen Sie uns gegen Hasskriminalität vorgehen."
"43"," Werden auch wir alle laut."
"44"," Nutzen wir die Möglichkeiten, die der Rechtsstaat bietet."
"45"," Zeigen wir an."
"46"," Sagen wir aktiv „Nein, das ist Unsinn, was hier erzählt wird“."
"47"," Fühlen wir uns genötigt, aufeinen dämlichen Kommentar zu antworten und denjenigen zur Rede zu stellen, der so etwas bringt."
"48","Was auch hilft, ist eine Aktion, wie sie kürzlich von der Polizei bundesweit durchgeführt wurde."
"49"," In 13 Bundesländern wurden 30 Hasshetzer aus dem Internet völlig überraschend in ihren Wohnungen aufgesucht und zur Rede gestellt."
"50"," Zeigen wir diesen Menschen, dass das Internet kein rechtsfreier Raum ist und dass sie sich dort nicht verstecken können."
"51"," Dafür werden wir kämpfen."
"52"," Mit dem hier angestoßenen Neun-Punkte-Maßnahmenplan, der der Anlass für diese Aktuelle Stunde war, tun wir einen Schritt in die richtige Richtung."
"53","Herzlichen Dank.
 Vizepräsident Thomas "
