"","V1"
"1",""
"2","Vielen Dank."
"3"," — Nächste Rednerin ist für die Fraktion der SPD die Kollegin Martina Stamm-Fibich."
"4"," Martina Stamm-Fibich:"
"5","Sehr geehrter Herr Präsident! Sehr geehrte Kolleginnen und Kollegen! Sehr geehrte Damen und Herren! Muss der Staat einem schwer und unheilbar kranken Menschen, der sterben möchte, ein tödliches Medikament zugänglich machen? Diese Frage berührt Verfassungsgrundsätze, und es geht um die Menschenwürde und das Recht auf Selbstbestimmung, das heißt auch das Recht, seinem Leben freiwillig ein Ende zu machen."
"6","Die Frage ist nun, welche Rolle der Staat dabei spielen soll."
"7"," Darf der Staat Suizid unterstützen und, wenn ja, unter welchen Umständen? Das Bundesverwaltungsgericht hat mit seinem Urteil vom März 2017 festgestellt, dass das allgemeine Persönlichkeitsrecht das Recht eines schwer und unheilbar kranken Menschen umfasst, zu entscheiden:"
"8"," Wie und wann soll mein Leben enden? Laut Urteil muss das Betäubungsmittelgesetz deshalb so ausgelegt werden, dass der Medikamentenerwerb für den Suizid möglich ist."
"9"," Voraussetzung ist aber das Vorliegen einer schweren und unheilbaren Erkrankung sowie einer extremen Notlage, es muss ein unerträglicher Leidensdruck vorliegen, der nicht ausreichend gelindert werden kann."
"10"," Nur wenn es keine andere zumutbare Möglichkeit statt des Suizids gibt, muss das Arzneimittel für diesen Suizid zur Verfügung gestellt werden."
"11"," Es geht also nach diesem Urteil nicht mehr um die Frage des Ob, sondern der Staat muss in Ausnahmefällen den kranken Menschen dieses Medikament zur Verfügung stellen."
"12","Beim BfArM liegen hundert Anträge auf Erwerb eines tödlichen Medikaments zur Selbsttötung vor."
"13"," Diese Anträge werden aktuell nicht bearbeitet."
"14"," Zum einen ist es gut möglich, dass die Mitarbeiterinnen und Mitarbeiter sich strafbar machen würden, zum anderen sind weder die anzulegenden Entscheidungskriterien noch das Entscheidungsverfahren geklärt."
"15"," Genau darüber müssen wir uns aber in einer breiten, auch gesellschaftlichen und ethischen Debatte verständigen."
"16","Da, wo Grundrechte von Fragen von Leben und Tod betroffen sind, darf es nicht allein auf die subjektive Beurteilung Einzelner ankommen."
"17"," Was ist denn eine extreme Notlage? Wann besteht unerträglicher Leidensdruck? Und was ist eine zumutbare Alternative zur Verwirklichung der Selbsttötung? Das alles muss geklärt werden."
"18"," Wir müssen im Auge behalten, dass es hier um Grenzund Ausnahmefälle geht."
"19"," Es wäre fatal, wenn wir Strukturen schaffen würden, die den Suizid für kranke und verletzliche Menschen zu einer normalen Option machen würden."
"20"," Im schlimmsten Fall könnte daraus eine gesellschaftliche Haltung werden, dass die Selbsttötung erwartet wird."
"21"," Und natürlich ist es so, dass auch Regeln für Ausnahmefälle die Normalität verändern."
"22","Aus meiner Sicht sollten wir die Entscheidung des Bundesverfassungsgerichts über die Beschwerden zu $ 217 abwarten."
"23"," Diese Entscheidung steht in der kommenden Woche an."
"24"," Es kann sein, liebe Kolleginnen und Kollegen, dass wir uns dann wieder um die andere Frage - der Sterbehilfe - kümmern müssen."
"25"," Deshalb bin ich dafür, dass wir den Weg frei machen für eine intensive Diskussion hier im Parlament."
"26"," Die Ergebnisse sollten in Gruppenanträge fließen, über die wir dann ohne Fraktionsdisziplin entscheiden können."
"27"," Für einen Beschluss ist es aber noch zu früh."
"28"," Deshalb lehnen wir den Antrag der FDP ab."
"29","Herzlichen Dank.
Vizepräsident Thomas "
