"","V1"
"1",""
"2"," Für die Fraktion der CDU/CSU hat das Wort der Kollege Dr."
"3"," André Berghegger."
"4"," Dr."
"5"," André Berghegger:"
"6","Sehr geehrter Herr Prasident! Liebe Kolleginnen und Kollegen! Meine Damen und Herren! Die Diskussion über das Thema Target-Forderungen wird schwerpunktmäßig in Deutschland geführt."
"7"," Es ist alles andere als trivial; das haben wir ja gerade auch schon von Herrn Boehringer gehört."
"8"," Wir sollten die Situation ernst nehmen und am Ende auch vernünftig einordnen."
"9","Worum geht es? Target-Salden bzw."
"10"," Target2-Salden entstehen im Target-System."
"11"," Das Target-System ist ein System für Zahlungen in Echtzeit im Euro-Raum."
"12"," Diesem System liegen Zahlungen aus Warenverkäufen, aus dem Kauf von Wertpapieren, aus der Gewährung oder Tilgung von Darlehen, aus der Geldanlage bei Banken und vielem mehr zugrunde."
"13"," Dadurch entstehen positive und negative Salden auf Verrechnungskonten der nationalen Notenbanken bei der EZB."
"14"," Das ist deshalb so, weil wir ein zweistufiges System von EZB und nationalen Notenbanken eingerichtet haben."
"15"," Daran will auch keiner rütteln."
"16","Wie haben sich die Salden entwickelt? Bis zur Finanzkrise recht moderat."
"17"," Dann ist der Interbankenmarkt zusammengebrochen."
"18"," Der Grund hierfür war eine Vertrauenskrise, und der krisenbedingte Mechanismus zur Geldverschiebung unter anderem in den sicheren Hafen Deutschland ist in Gang gesetzt worden."
"19"," Die Salden sanken erst wieder, als Draghi für die EZB verkündet hat, alles zu tun, um den Euro zu retten."
"20"," Die Wirtschaft sprang aber noch nicht an."
"21"," 2015 fingen die Notenbanken daher an, massiv Staatsanleihen zu kaufen, um Zinsen zu senken, die Kreditvergabe wieder in Gang zu bringen und die Wirtschaft anzukurbeln, und das insbesondere — das ist wichtig — über den Finanzplatz Frankfurt."
"22"," Im letzten Jahr — wir haben es von Herrn Boehringer gehört - entwickelten sich die Target-Salden in Deutschland moderat."
