"","V1"
"1",""
"2","Vielen Dank."
"3"," — Nächster Redner ist der Kollege Konstantin Kuhle für die Fraktion der FDP."
"4"," Sie haben das Wort."
"5"," Konstantin Kuhle:"
"6","Herr Präsident! Meine Damen und Herren! Gestern ist die Polizeiliche Kriminalstatistik für das vergangene Jahr vorgestellt worden."
"7"," Aus dieser Polizeilichen Kriminalstatistik geht hervor, dass die Gewaltkriminalität gesunken ist und dass die Zahl der Vermögensdelikte in Deutschland abgenommen hat."
"8"," Das ist ein guter Befund."
"9","Dieser Befund sollte für uns zunächst einmal Anlass sein, den Polizeibeamtinnen und Polizeibeamten zu dan Konstantin Kuhleken, die jede Straftat, die hier aufgeführt ist, aufgeklart haben."
"10"," Hier hat die Polizei die Unterstützung des gesamten Hauses verdient."
"11","Lieber Bundesminister Seehofer, Sie haben ja das Thema „Sicherheitsgefühl der Bevölkerung“ auch angesprochen."
"12"," Aber wenn man mal ganz ehrlich ist, dann hat die Große Koalition und dann haben SPD, CDU und CSU nicht gerade dazu beigetragen, dass die Bevölkerung sich in Deutschland sicher fühlt, sondern gerade Sie als zuständiger Minister haben unnütze Debatten angestoßen, angefangen beim Schicksal von Hans-Georg Maaßen über den Islam bis hin zu Migration, also Debatten, die geeignet waren, die gesellschaftliche Stimmung in Deutschland anzuheizen, statt sie zu befrieden."
"13","Deswegen muss man ganz klar sagen:"
"14"," Wenn die Behörden in Deutschland gute Arbeit bei der Aufklärung von Straftaten gemacht haben, dann war das nicht wegen der Großen Koalition, sondern trotz der Großen Koalition."
"15"," Das ist ein schlechter Befund anlässlich der Vorstellung der Polizeilichen Kriminalstatistik."
"16","Meine sehr verehrten Damen und Herren, die Polizei hat unsere Unterstützung verdient."
"17"," Sie hat Unterstützung bei der finanziellen Ausstattung und bei der personellen Ausstattung verdient."
"18"," Sie hat aber auch Unterstützung dabei verdient, ihr eine hinreichende Datengrundlage und eine statistische Grundlage zur Seite zu stellen."
"19","Da ist die Polizeiliche Kriminalstatistik ein sinnvoller Anfang."
"20"," Sie ist aber nicht vollständig."
"21"," Die Polizeiliche Kriminalstatistik enthält nicht die politisch motivierte Kriminalität."
"22"," Sie enthält nicht bestimmte Aspekte der organisierten Kriminalität."
"23"," Beispielsweise das Thema Menschenhandel kommt in der Polizeilichen Kriminalstatistik nicht vor."
"24"," Andere Aspekte fehlen weiterhin."
"25"," Auch die Opferperspektive und das Dunkelfeld, die Wahrnehmung der Bevölkerung, sind zwei Aspekte, die in der Polizeilichen Kriminalstatistik überhaupt keine Rolle spielen."
"26"," Deswegen ist die Aussagekraft der Polizeilichen Kriminalstatistik mit Vorsicht zu genießen."
"27"," Deswegen braucht es eine neue Aufarbeitung auch des Dunkelfeldes."
"28"," Gestern hat die Bundesregierung die Polizeiliche Kriminalstatistik mit dem sogenannten Viktimisierungssurvey des Bundeskriminalamtes vorgestellt."
"29"," Das klang erst mal gut."
"30"," Aber hat die Sozialdemokratie eigentlich gemerkt, dass es sich dabei um eine reine Beruhigungspille handelte, weil die Union den Periodischen Sicherheitsbericht nicht méchte, der im Koalitionsvertrag verankert ist? Wieso haben Sie denn die Gelegenheit nicht genutzt und mal den Periodischen Sicherheitsbericht vorgestellt, der im Koalitionsvertrag verankert ist? Das hatte langst kommen müssen."
"31"," Das war eine reine Beruhigungspille."
"32"," Ich hoffe, die Sozialdemokraten haben es gemerkt."
"33","Meine sehr verehrten Damen und Herren, wir sollten uns über die finanzielle Ausstattung, über die tatsächliche Ausstattung der Polizeibeamten unterhalten."
"34"," Wir sollten hier aber auch über die Befugnisse der Polizei sprechen."
"35"," Ich habe überhaupt kein Verständnis dafür, dass die GroBe Koalition sich hier feiert und die Sicherheitssituation über den grünen Klee lobt, aber gleichzeitig in den Ländern dafür sorgt, dass die Polizeigesetze immer weiter verschärft werden."
"36"," Wir sprechen über den Staatstrojaner."
"37"," Wir sprechen über die Vorratsdatenspeicherung."
"38"," Wir sprechen neuerdings sogar über Uploadfilter für terroristische Inhalte, über Präventivhaft."
"39"," All das sind Maßnahmen, die von Vertreterinnen und Vertretern der Großen Koalition in den Ländern protegiert und vorgeschlagen werden."
"40"," Und dann stehen Sie hier und loben die Sicherheitssituation in Deutschland."
"41"," Das passt nicht zusammen."
"42"," Die Bevölkerung hat es verdient, von diesen Maßnahmen ernsthaft und besonnen überzeugt zu werden, aber nicht überrumpelt zu werden, indem man in Sonntagsreden die Sicherheitslage lobt, um dann, wenn wieder was passiert, mit der nächsten Überwachungsmaßnahme um die Ecke zu kommen."
"43","Diese Polizeiliche Kriminalstatistik verbietet geradezu eine weitere Einschränkung der digitalen Freiheitsrechte der Bürgerinnen und Bürger."
"44"," Meine Damen und Herren, einen letzten Aspekt möchte ich ansprechen."
"45"," Das ist der Zusammenhang zwischenZuwanderung und Kriminalität."
"46"," Die Polizeiliche Kriminalstatistik legt nahe, dass es in bestimmten BereichenKonstantin Kuhleeine Haufung von Tatverdachtigen — und auch tatsachlich von Verurteilungen — gibt, die aus Milieus stammen, in denen Menschen nach Deutschland eingewandert sind."
"47","Und machen wir uns einmal klar, dass das große Problem, das wir heutzutage mit Clankriminalität und mit organisierter Kriminalität in Deutschland haben, unter anderem darauf zurückzuführen ist, dass wir hier Milieus haben, die über Jahre und Jahrzehnte im Unklaren darüber gelassen worden sind, ob sie in Deutschland ein Bleiberecht haben und ob sie in Deutschland arbeiten können."
"48"," Ich will da nicht falsch verstanden werden."
"49"," Die Herkunft ist niemals eine Entschuldigung dafür, eine Straftat zu begehen."
"50"," Aber wer es bis zur Europawahl nicht hinkriegt, ein Einwanderungsgesetz mit Beschäftigungsduldung auf den Weg zu bringen, der züchtet sich die nächste Generation von Clankriminellen heran."
"51"," Deswegen muss die Duldung und muss der Zugang zum Arbeitsmarkt auch bei Geduldeten vor der Europawahl geregelt werden."
"52"," Sonst hat Ihr Vorgehen gegen Clankriminalität überhaupt keine Grundlage."
"53"," Auch das gehört zu einer wirksamen Bekämpfung von Kriminalität dazu."
"54","Vielen Dank.
 Vizepräsident Thomas "
