"","V1"
"1",""
"2","Vielen Dank, Frau Kollegin."
"3"," — Ich beende damit die Befragung."
"4"," Vielen Dank, Herr Minister, auch für Ihre Standfestigkeit."
"5"," — Die CDU-Fraktion lebt."
"6"," Ich rufe den Tagesordnungspunkt 2 auf:"
"7"," Fragestunde Drucksache 19/8807Die mündlichen Fragen auf Drucksache 19/8807 werden in der üblichen Reihenfolge aufgerufen."
"8","Ich rufe den Geschäftsbereich der Bundeskanzlerin und des Bundeskanzleramtes auf."
"9"," Zur Beantwortung steht bereit Herr Staatsminister Dr."
"10"," Hendrik Hoppenstedt."
"11","Ich rufe die Frage 1 des Abgeordneten Dr."
"12"," Marcus Faber auf:"
"13"," Wie bewertet das ee eine mögliche Rolle es Impulsgeber in der Sicherheitspolitik, und inwieweit werden Reformforderungen seitens Wolfgang ae un ae eee ckern n."
"14"," tz und Volker Rühe, den Bundessicherheitsrat zu einem nationalen Sicherheitsrat bzw."
"15"," einem umfassenden Koordinierungsgremium für außen- und sicherheitspolitische Entscheidungen auszubauen, in Betracht gezogen?Dr."
"16"," Hendrik Hoppenstedt, Staatsminister bei der Bundeskanzlerin:"
"17","Herr Präsident! Sehr geehrter Herr Kollege Faber! Ich beantworte Ihre Frage gerne wie folgt:"
"18"," Der Bundessicherheitsrat berät Fragen der Sicherheitspolitik, insbesondere auf allen Gebieten der Verteidigung sowie der Abrüstung oder Rüstungskontrolle."
"19"," Die Bundesregierung koordiniert sicherpolitische Entscheidungen darüber hinaus in Gremien auf hoher Beamtenebene, ferner anlassbezogen in Dienstbesprechungen auf politischer Ebene wie auf Beamtenebene."
"20"," Die Koordinierungsprozesse unterliegen einem fortlaufenden Wandel mit dem Ziel, sie an neue Anforderungen anzupassen."
"21"," Eine Veränderung der Struktur des Bundessicherheitsrates ist derzeitig nicht geplant.
Vizepräsident Wolfgang "
