"","V1"
"1",""
"2"," Bitte."
"3","Maria Klein-Schmeink:"
"4","In dem Beschluss sind ja auch weitere Regelungen zur Beschleunigung der Verfahren zur Erprobung von neuen Behandlungsmethoden enthalten."
"5"," Da sind Sie den Unternehmen sehr weit entgegengekommen und formulieren zum Beispiel auch, dass möglichst viele betroffene Versicherte in die Erprobung einbezogen werden sollen."
"6"," Sie legen aber keinerlei Kriterien dar, die eine Einschränkung im Sinne der Patientensicherheit bedeuten."
"7"," In der Regel bestehen da aber durchaus Unsicherheiten, und so weitgehend, wie es jetzt formuliert ist, fehlen entsprechende Einschränkungen."
"8"," Haben Sie vor, da noch nachzusteuern?Jens Spahn, Bundesminister für Gesundheit:"
"9","Aus unserer Sicht, Frau Kollegin, ist das vor allem eine Ermessenssache."
"10"," Ich bin angesichts der Erfahrungen aus der Vergangenheit sehr überzeugt, dass der Gemeinsame Bundesausschuss seine Möglichkeiten nutzen wird, solche Einschränkungen zu beschließen."
"11","Warum diese weitgehende Formulierung? Aus einem sehr konkreten Anlass:"
"12"," Es geht um die Versorgung von Frauen, die von einem Lipödem, einer Fettverteilungsstörung, betroffen sind, die sehr schwere psychische und körperliche Folgen haben kann."
"13"," Die Frage, wie viele Frauen überhaupt von einer Versorgung im Rahmen einer möglichen Studie zum Lipödem in den Stadien I und II profitieren würden, über die der Gemeinsame Bundesausschuss ja noch entscheiden will, ist für die betroffenen Patientinnen eine ziemlich wichtige Frage."
"14"," Das berücksichtigend, haben wir es so formuliert.
Vizepräsident Wolfgang "
