"","V1"
"1",""
"2","Vielen Dank, Herr Müller — Angesichts der fortgeschrittenen Zeit werde ich keine Zwischenfragen bzw."
"3"," Kurzinterventionen zulassen."
"4"," Später haben wir auch noch eine namentliche Abstimmung."
"5"," Ich hoffe, Sie verstehen das."
"6","Nächster Redner:"
"7"," Jürgen Braun für die Fraktion der fD."
"8","Jürgen Braun:"
"9"," Frau Präsidentin! Liebe Kollegen! Die AfD ist die Partei der Freunde Israels in diesem Parlament."
"10"," Unsere Fraktion beschäftigt sich seit dem Einzug in den Bundestag mit der antijüdischen BDS-Bewegung."
"11"," Die Altparteien klappern mit ihren Anträgen hinterher."
"12"," Unser Antrag war der erste, und unsere Fraktion hat ihn einstimmig beschlossen."
"13","Bei der entscheidenden Frage kneifen die alten Fraktionen allesamt."
"14"," Das Verbot der BDS-Bewegung fordern sie nicht."
"15"," Über diese radikalen Judenfeinde sagt der Schriftsteller Henryk M."
"16"," Broder - Zitat -:"
"17","Die BDS-Anhänger bereiten die Endlösung der Judenfrage vor — diesmal im Nahen Osten."
"18","Schauen wir allein auf die aktuelle Kampagne gegen den Eurovision Song Contest in Tel Aviv; morgen ist das Finale."
"19"," Die BDS-Bewegung ruft mit Worten zum Boykott auf, die fatal an das Dritte Reich erinnern."
"20"," Das ist linke Judenfeindschaft pur."
"21"," Die Anti-Israel-Kampagne BDS — Boykott gegenüber dem jüdischen Staat, keine Investitionen, kauft nicht bei Juden - riecht nach 1933."
"22"," Die Altparteien kritisieren in ihren Anträgen nur einzelne Kampagnen der BDS-Bewegung."
"23"," Sie drücken sich davor, diese widerwärtige antijüdische Hetze im Kern beim Namen zu nennen."
"24"," Ein sofortiges Verbot von BDS fordern sie nicht."
"25"," Im Antrag der Altparteien stehen auf der ganzen ersten Seite nur allgemeine, altbekannte Floskeln, nicht ein einziges Mal fällt der Begriff „BDS“."
"26"," Auf die Koalition und die linke Opposition hier im Haus kann sich der jüdische Staat nicht verlassen."
"27"," Innenminister Seehofer hat vor kurzem eine fatal falsche Statistik zur Judenfeindschaft vorgestellt."
"28"," Die deutsche Bundesregierung stimmt in der UNO nach wie vor mit den Judenfeinden dieser Welt gegen Israel."
"29"," Vor allem:"
"30"," Alle parteieigenen Stiftungen der Altparteien finanzieren BDS-Projekte mit, egal wie sie heißen:"
"31"," Ebert, Adenauer, Böll, Luxemburg, Seidel, Naumann:"
"32"," alle Stiftungen verstrickt im Netz der Judenfeinde."
"33"," Das Verbot der BDS-Bewegung ist überfällig, aber das wollen die anderen Fraktionen nicht, weil ihnen die von den Israelis frei gewählte demokratische Regierung nicht passt."
"34"," Die Linken wollen noch weniger."
"35"," Sie haben einen Antrag eingebracht, der vertuschen soll."
"36"," Offene Feindschaft gegenüber Juden in Deutschland hat wieder eine Bühne."
"37"," Der Antisemitismus kommt heute von der linken Seite, und er kommt aus dem Islam."
"38"," Der Staat, den sich jüdische Menschen nach dem Holocaust geschaffen haben und in dem Araber bessereJürgen BraunChancen haben als irgendwo sonst, braucht unsere Stimme für ein klares und eindeutiges Verbot der israelfeindlichen BDS-Bewegung.
 Vizepräsidentin Claudia "
