"","V1"
"1",""
"2","Ich möchte darauf hinweisen, dass hier demokratisch gewählte Abgeordnete aus demokratischen Parteien sitzen."
"3"," Herr Braun, ich wäre sehr vorsichtig mit dem Zitat „Altparteien“ in diesem Zusammenhang."
"4"," In der allerdunkelsten Geschichte ist dieses Wort immer wieder von Joseph Goebbels verwendet worden."
"5"," Ich gehe davon aus, dass Sie das nicht zitieren."
"6"," Nächster Redner in der Debatte:"
"7"," Christian Lange für die SPD-Fraktion."
"8"," Christian Lange:"
"9","Sehr geehrte Frau Präsidentin! Liebe Kolleginnen und Kollegen! Vielen Dank für diesen Hinweis, Frau Präsidentin."
"10"," - Am 14."
"11"," Mai 1948 verkündete David Ben-Gurion noch vor Sonnenuntergang und damit vor dem Beginn des Schabbats „kraft des natürlichen und historischen Rechts des jüdischen Volkes und aufgrund des Beschlusses der UN-Vollversammlung‘“ den jüdischen Staat Israel."
"12"," In seinem Tagebuch schrieb er an diesem Tag — ich zitiere —:"
"13","Um 1 Uhr:"
"14"," Bestätigung der Unabhängigkeitserklärung im Volksrat."
"15"," Um 4 Uhr nachmittags Ausrufung des Staates."
"16"," Jubel und Freude im Land."
"17"," Wieder, wie am 29."
"18"," November 1947, bin ich ein Trauernder unter Frohlockenden."
"19"," Das Schicksal des Staates liegt in den Händen der Sicherheitskräfte."
"20"," Sofort nach der Zeremonie kehrte ich ins Generalstabsgebäude zurück."
"21"," Beratung über die Lage, die sich dauernd zuspitzt."
"22","Wir wissen, dass nach der Ausrufung des Staats Israel der sogenannte Unabhängigkeitskrieg stattfand."
"23"," Der nur wenige Stunden alte Staat konnte den Angriff seiner Nachbarn glücklicherweise abwehren."
"24","Betrachtet man diese Geschichte, liebe Kolleginnen und Kollegen, muss man fast von einem Wunder sprechen."
"25"," Dass drei Jahre nach dem Ende des Zweiten Weltkrieges und der Shoah und erst drei Jahre nach der Befreiung von Auschwitz ein demokratischer jüdischer Staat unter diesen schwierigsten Bedingungen gegründet wurde, der heute zu den führenden Wissenschafts- und Wirtschaftsnationen dieser Welt gehört, ist eigentlich unglaublich."
"26"," Wenn man heute die Intensität der deutsch-israelischen Beziehungen betrachtet, die vielen Städtepartnerschaften, die Universitätskooperationen und bilateralen Vereine, wenn man sich in diesen Tagen die Bilder im Fernsehen anschaut, auf denen man feiernde Junge Deutsche in Tel Aviv bei der Eurovision sieht, kann man wirklich nur von einem Wunder sprechen."
"27"," Aber, wie Ben-Gurion passend sagte:"
"28"," „Wer nicht an Wunder glaubt, ist kein Realist."
"29","“Doch leider ist der Anlass unserer Debatte heute kein erfreulicher."
"30"," Seit Jahren nimmt der Hass auf den jüdischen Staat zu."
"31"," Auch nimmt der Antisemitismus in unserem Lande immer gravierendere Züge an."
"32"," Antisemitismus und Israelhass sind zwei Seiten ein und derselben Medaille, deren Prägung Hass ist."
"33"," Liebe Kolleginnen und Kollegen, wir dürfen nicht zulassen, dass in unserem Land das Existenzrecht des jüdischen Staates offen infrage gestellt wird."
"34"," Wir dürfen nicht zulassen, dass Veranstaltungen mit israelischen Holocaustüberlebenden, mit israelischen Wissenschaftlern oder Politikern, dass Konzerte mit israelischen Musikern von Israel-Gegnern gesprengt werden, die zum Boykott des jüdischen Staates aufrufen."
"35"," Wir dürfen nicht zulassen, dass im Jahr 2019 Aktivisten mit „Boykottiert Israel“-Schildern vor Kaufhäusern in Berlin, Bremen und anderswo stehen."
"36"," Das erinnert in der Tat an die dunkelste Zeit Deutschlands."
"37","Ich freue mich deshalb, dass wir uns heute über Fraktionsgrenzen hinweg gemeinsam auf einen Antrag verständigt haben, um uns von den Aktivitäten der sogenannten BDS-Bewegung zu distanzieren und ein Signal gegen Antisemitismus und Israelfeindlichkeit zu setzen."
"38"," Eine letzte Bemerkung, liebe Kolleginnen und Kollegen:"
"39"," Wir dürfen nicht zulassen, dass junge Juden sich überlegen, Deutschland zu verlassen."
"40"," Wir sehen an einer Bewegung in unserem Nachbarstaat Frankreich, was passieren kann, wenn es zu einer großen Auswanderungswelle kommt."
"41"," All das wollen wir nicht.
Vizepräsidentin Claudia "
