"","V1"
"1",""
"2"," Mögen Sie noch eine Zusatzfrage stellen?Dr."
"3"," Lukas Köhler:"
"4","Danke für die Antwort."
"5"," — Ich würde gerne die Frage wiederholen."
"6"," Das Bundesverfassungsgericht hat ausgeführt, dass es im Rahmen eines Emissionshandels keine Höchstpreise geben kann."
"7"," Es darf keine geben."
"8"," Das geht nicht, weil es dem System widerspricht."
"9"," Es geht also entweder um eine Steuer, die Sie eben abgelehnt haben, oder um ein Handelssystem."
"10"," Wie wollen Sie damit umgehen? Wie können Sie jetzt ein Instrument beschließen, das Sie mit anderen Maßnahmen als Kernstück einer Klimapolitik beschreiben, und uns dann nicht die Möglichkeit geben, zu sagen:"
"11"," „Ja, das ist doch das, was funktioniert und umgesetzt wird“? Olaf Scholz, Bundesminister der Finanzen:"
"12","Wie ich Ihnen vorhin schon erläutert habe, haben wir ja zwei Phasen."
"13"," In der ersten Phase wird ein Stück für Stück steigender Preis für die Zertifikate eine Rolle spielen."
"14"," Das ist auch notwendig, weil wir die Sache ja implementieren müssen und alle sich auf diese Preisveränderungen einstellen müssen."
"15"," Wir nutzen die Zeit, um bis dahin ein Emissionshandelssystem zu etablieren, dessen Idee natürlich ist, dass wir die Zahl der Zertifikate festlegen und sich darüber ein Marktpreis bildet."
"16","Die einzige Frage ist:"
"17"," Wie kommt man dahin, dass es am Anfang keine preislichen Ausschläge gibt? Diesbezüglich halten wir in unseren Planungen und Erwägungen einen Höchstpreis als Regelmechanismus am Anfang für geeignet."
"18"," Zielsetzung ist natürlich, davon auf zwei Weisen wegzukommen, nämlich erstens, indem sich das über den Markt regelt, und zweitens, indem wir mit der Reduktion der CO,-Emissionen aufgrund der Zertifikate, die wir ausgeben, dahin kommen, dass die Preise nicht ständig steigen, sondern sich irgendwann auf ein niedrigeres Niveau reduzieren."
"19","Sie haben den Plänen der Bundesregierung vielleicht auch noch entnommen, dass wir uns einen Mindestpreis im Rahmen eines noch zu etablierenden europäischen Emissionshandelssystems, das sich auch auf die Sektoren Wohnen, Heizen, Mobilität, Landwirtschaft, kleine In Bundesminister Olaf Scholzdustriebetriebe und Abfallwirtschaft bezieht, vorstellen können und versuchen, die europäischen Partner davon zu überzeugen."
"20","Präsident Dr.
 Wolfgang "
