"","V1"
"1",""
"2"," Frau Staatssekretärin."
"3","Anette Kramme, Parl."
"4"," Staatssekretärin beim Bundesminister für Arbeit und Soziales:"
"5","Wie gesagt, die Arbeit ist vollständig den Ausschüssen überlassen."
"6"," Die haben sich darüber kundig zu machen, was Stand der Wissenschaft, was Stand der Technik ist."
"7"," Wir übernehmen die Angaben und schließen eine Rechtsförmlichkeitsprüfung an."
"8"," Wir überprüfen im Übrigen, ob Rechtsvorschriften, also Gesetze, eingehalten werden."
"9"," Das ist unsere Aufgabe, die wir an dieser Stelle vornehmen, danach wird bekannt gegeben."
"10"," Es gibt aber — wie ich gerade schon erläutert habe — Abweichmöglichkeiten:"
"11"," Wenn andere Schutzmaßnahmen bzw."
"12"," Schutzvorkehrungen getroffen werden, dann ist es durchaus möglich, entsprechend zu agieren.
Vizepräsidentin Claudia "
